"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	TEXT4087	
13457																																											0	0	0	0	0	true	0	0	0	0	0	0	93	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankoflewellen.com	
14052																																											0	419	0	0	1000	true	0	0	0	104	0	315	239	0	0	0	false	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.lcbwi.com	
14155																																											0	1319	200	0	5325	true	0	663	109	233	0	314	121	0	0	0	false	0	0	0	200	975	700	3450	3000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fandcbank.com	
14650																																											0	0	0	0	0	true	0	0	0	0	0	0	123	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.banklg.com	
14753																																											0	0	0	0	0	false	0	0	0	0	0	0	952	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14865																																											400	946	0	0	0	true	400	410	0	38	0	498	1364	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.beobank.com	
14977																																											0	55	0	0	122	false	0	0	0	55	0	0	596	0	0	0	false	0	0	0	3	71	26	22	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
16458																																											0	127	0	0	65	true	0	127	0	0	0	0	2025	1	0	0	true	0	65	0	0	0	0	0	0	65	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.douglascountybank.com	
16551																																											0	3061	2000	0	9000	true	0	1747	0	1250	0	64	3	0	0	0	false	0	0	0	2000	2000	0	5000	7000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.northviewbank.com	
16748																																											403	22	0	403	0	true	0	0	0	22	0	0	1252	2	403	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.esbanc.com	
16944																																											0	310	0	0	0	true	0	0	0	0	0	310	749	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.wmsbank.com	
16953																																											0	0	0	0	0	false	0	0	0	0	0	0	172	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fertilebeltrami.k12.mn.us	
17110																																											0	0	0	0	0	false	0	0	0	0	0	0	2999	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.haverfordquality.com	
17147																																											10975	17056	56079	595	183762	true	10380	7667	0	4147	702	4540	3448	2	595	0	true	0	0	0	56079	36187	2270	10161	0	81	0	78984	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstmerchants.com	
17259																																											0	52	0	0	3500	true	0	0	0	52	0	0	682	1	0	0	false	0	0	0	0	500	0	3000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbmarlow.com	
17464																																											4543	35456	65000	0	186000	true	4543	29027	0	2216	0	4213	1282	1	0	0	true	0	41000	0	85000	35000	0	25000	0	41000	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.botc.com	
17950																																											0	714	0	0	94	true	0	0	0	344	0	370	732	1	0	0	false	0	0	0	0	94	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankofbridger.com	
18050																																											617	555	9	0	612	true	617	0	0	479	0	76	4520	3	0	0	true	0	0	0	9	80	307	216	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbbastrop.com	
18135																																											0	548	3970	0	26095	false	0	0	0	548	0	0	340	0	0	0	true	4111	0	0	3970	3525	2200	16400	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.banksouthcentral.com	
18377																																											0	0	0	0	0	false	0	0	0	0	0	0	151	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18827																																											1441	1849	0	0	0	true	1441	177	0	533	0	1139	4396	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fmbwpa.com	
18836																																											0	3805	818	0	3892	true	0	1839	298	1363	0	305	3279	1	0	0	false	0	0	0	818	526	443	2105	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.caponvalleybank.com	
18854																																											0	404	0	0	0	true	0	0	0	54	0	350	1361	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bank7.com	
18957																																											0	305	590	0	1008	false	0	0	0	14	0	291	182	1	0	0	false	0	0	0	590	90	28	300	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
19356																																											0	1457	0	0	2084	true	0	0	0	387	0	1070	0	0	0	0	false	0	0	0	0	0	0	2084	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.sbtmiami.com	
19730																																											5580	11692	19897	1345	41975	true	4235	9035	0	1066	0	1591	50646	5	1345	0	true	0	0	0	19897	22078	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.standardbanks.com	
19936																																											0	1842	0	0	0	true	0	1292	0	0	0	550	3245	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.cbkamericus.com	
19972																																											0	0	0	0	0	false	0	0	0	0	0	0	549	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20053																																											257	207	0	0	1707	true	257	73	0	134	0	0	92	0	0	0	false	0	0	0	0	1570	137	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.securityonlinebank.com	
20370																																											0	13421	0	0	5039	true	0	7686	0	4245	0	1490	1966	1	0	0	false	0	0	0	5000	0	0	0	0	39	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.firstheritage.net	
20512																																											0	340	0	0	0	false	0	0	0	0	0	340	1423	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbpa.com	
20633																																											0	1505	0	0	6000	true	0	1093	0	237	0	175	5462	2	0	0	false	0	0	0	0	0	1000	0	0	0	0	0	5000	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.mcnbbanks.com	
20857																																											0	0	100	0	5540	true	0	0	0	0	0	0	299	0	0	0	false	0	0	0	361	1113	1134	2932	4138	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.granitefallsbank.com	
21256																																											0	168	0	0	0	false	0	97	0	71	0	0	8	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359																																											0	84	0	0	327	true	0	0	0	0	0	84	500	2	0	0	false	0	29	0	0	0	0	0	0	29	76	78	144	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.asbgrygla.com	
21630																																											0	453	0	0	4211	true	0	0	0	0	0	453	1573	1	0	0	false	0	0	0	0	1038	1247	1926	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.thetechebank.com	
21658																																											0	614	0	0	485	true	0	275	0	300	0	39	3843	3	0	0	true	0	323	0	0	162	0	0	0	323	0	0	0	0	323	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.alliancebank.us	
22048																																											0	247	2010	0	16517	true	0	0	0	37	0	210	8097	4	0	0	false	0	0	0	2010	5109	5242	3745	0	411	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.unionbnk.com	
22356																																											3174	1309	20000	0	20930	true	3174	1309	0	0	0	0	3722	2	0	0	false	0	930	0	20000	0	0	0	0	930	0	0	0	0	930	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.myfnbt.com	
22459																																											0	0	0	0	5016	true	0	0	0	0	0	0	4013	4	0	0	false	0	410	0	0	0	2000	2606	0	410	0	0	0	0	410	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.1STBANKONLINE.COM	
22543																																											0	99	0	0	0	true	0	0	0	99	0	0	806	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.istatesavingsbank.com	
22552																																											0	386	0	0	0	true	0	116	0	216	0	54	2064	3	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstsoutheastbank.com	
22730																																											0	0	0	0	0	true	0	0	0	0	0	0	987	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.westunionbank.com	
22936																																											0	7940	2000	0	3702	true	0	5072	0	1155	135	1578	8773	3	0	0	false	0	0	0	2000	0	0	1702	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://fmbnk.com	
22954																																											0	596	2000	0	7294	true	0	55	0	419	0	122	447	0	0	0	false	0	0	0	2000	1820	2060	1414	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbhawley.com	
23045																																											0	181	0	0	0	true	0	0	0	181	0	0	290	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.wmibt.com	
23241																																											3737	48701	12000	0	156474	true	3737	35472	0	9207	2959	1063	1801	1	0	0	true	0	51106	0	12000	75000	0	15000	0	51106	3368	0	0	0	4474	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.integrabank.com	
23456																																											0	1013	0	0	31	true	0	314	0	0	0	699	484	0	0	0	false	0	0	0	0	0	0	0	0	0	0	31	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbhenning.com	
23504																																											0	0	0	0	0	true	0	0	0	0	0	0	1310	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bridgenb.com	
23540																																											1298	0	0	0	0	true	1298	0	0	0	0	0	2566	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://OswegoCommunitybank.com	
23643																																											0	2484	0	0	0	true	0	2073	0	295	0	116	1219	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.commercial-bank.net	
23755																																											1199	4662	0	1199	0	true	0	1230	0	931	1210	1291	1976	1	1638	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fn-cb.com	
24006																																											0	133	0	0	0	true	0	0	0	0	133	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.PCSB.com	
24453																																											138	6707	0	0	34347	true	138	1688	0	4290	0	729	3228	1	0	0	false	0	0	0	0	0	9000	20000	29000	0	0	0	5347	0	5347	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.rockymountainbank.com	
24659																																											0	182	0	0	0	true	0	0	182	0	0	0	190	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.producestatebank.com	
24668																																											168	1985	2000	168	4000	true	0	30	0	1116	0	839	2312	2	168	0	false	0	0	0	2000	2000	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.banktexas.org	
24855																																											0	0	0	0	0	false	0	0	0	0	0	0	446	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
24949																																											1702	18664	2900	1558	3100	true	144	2872	0	2043	0	13749	5360	3	1955	0	true	0	0	0	2900	0	200	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.baraboonational.com	
25357																																											0	322	9000	0	9000	true	0	0	0	322	0	0	0	0	0	0	false	0	0	0	9000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.allamericabank.net	
25647																																											0	33	0	0	0	false	0	33	0	0	0	0	695	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.firstsecurebank.com	
26149																																											0	78	0	0	0	true	0	0	0	0	0	78	534	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.palmerbank.com	
26242																																											0	19	0	0	0	true	0	0	0	19	0	0	5223	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbmh.com	
26457																																											0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
26765																																											449	2079	0	0	0	true	449	1601	0	97	0	381	6045	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.sanationalbank.com	
26859																																											0	10310	179	0	1181	true	0	2805	0	5976	0	1529	537	0	0	0	false	0	0	0	179	342	287	373	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.OMNIBANK.COM	
27548																																											3042	2485	0	2634	9155	true	408	227	0	1471	0	787	16341	7	3259	0	true	0	0	0	0	0	7000	2155	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.blackhawkbank.com	
27614																																											0	385	0	0	10000	true	0	0	0	385	0	0	1232	0	0	0	true	0	0	0	0	5000	5000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.andoverbankohio.com	
27847																																											0	1041	0	0	25599	true	0	0	0	756	0	285	0	0	0	0	false	0	0	0	0	0	0	0	0	3000	3131	1015	18453	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.diamondbanking.com	
28152																																											0	0	0	0	1529	true	0	0	0	0	0	0	1	0	0	0	false	0	0	0	676	353	500	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.statebankofkimball.com	
28255																																											0	1359	0	0	0	true	0	92	0	1183	0	84	1309	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbsotx.com	
28349																																											0	3111	0	0	10000	true	0	0	0	613	0	2498	884	0	0	0	false	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.justbankit.com	
28406																																											165	0	0	165	0	true	0	0	0	0	0	0	0	0	165	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.hydeparkbank.com	
28572																																											0	4731	1803	0	9126	true	0	16	0	4378	337	0	366	0	0	0	false	0	0	0	1803	738	4791	1794	3000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.columbiasavings.com	
28732																																											0	166	0	0	5000	true	0	0	0	0	0	166	1032	1	0	0	true	0	0	0	1000	1500	2500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankwithpeoples.com	
29104																																											138	0	0	0	120000	true	138	0	0	0	0	0	4638	2	0	0	true	0	0	0	0	5000	0	115000	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.UCNB.COM	
29636																																											215	3147	15900	0	84737	true	215	0	1131	1055	0	961	652	0	0	0	false	0	7	0	15900	45000	3500	20000	0	7	39	291	0	0	337	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.thecitizensbankphila.com	
29953																																											0	0	283	0	12463	true	0	0	0	0	0	0	2452	1	0	0	false	0	0	0	383	3480	2500	6100	8000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://hsbonline.com	
30052																																											0	132	2000	0	2372	true	0	0	0	132	0	0	12	0	0	0	false	0	0	0	2000	0	120	252	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.amistadbank.com	
30258																																											4607	40556	0	4607	28000	true	0	31880	0	3426	0	5250	3966	2	4607	0	true	0	0	0	0	0	25000	3000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.THERIVERBANK.COM	
30418																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.collegesavings.com	
30502																																											1586	1779	6000	1057	85967	true	529	0	0	60	0	1719	922	1	1318	0	true	0	0	0	6000	35967	14000	30000	58000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.northwaybank.com	
30650																																											0	3466	0	0	19000	true	0	1558	0	0	309	1599	178	0	0	0	false	0	0	0	0	5000	14000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.lcbankmn.com	
30810	10046	77	0	0	18468020	true	10046	653	0	0	0	false	0	3576164	0	0	0	0	0	16719496	749682	0	998842	17944497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					18468020			0	0	77	0	0								0										0		false	false			0	0	0	0	0	0	0	0	0										0	0	0	0	0					www.discovercard.com	
31134																																											0	35	0	0	10000	true	0	35	0	0	0	0	3672	2	0	0	false	0	0	0	0	5000	0	5000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbwaynesboro.com	
31255																																											0	1094	0	0	10551	true	0	0	0	1094	0	0	60	0	0	0	false	0	0	0	0	10000	227	0	10000	324	0	0	0	0	324	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	centralbankhouston.com	
31657																																											0	338	0	0	0	true	0	0	0	162	0	176	450	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fsbbenwheeler.com	
31826																																											0	704	0	0	0	true	0	193	0	511	0	0	634	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.powellvalleybank.com	
31835																																											0	1371	8200	0	11200	false	0	0	1346	0	0	25	4260	3	0	0	false	0	0	0	8200	3000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
32234																																											0	0	0	0	0	true	0	0	0	0	0	0	9318	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbclinton.com	
32766																																											0	340	0	0	0	true	0	340	0	0	0	0	132	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.lnbrockwall.com	
33147																																											175	6423	10000	0	10009	true	175	3026	579	484	2334	0	2551	1	0	0	false	0	0	0	10000	0	0	0	0	0	0	9	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.farmersbankbly.com	
33259																																											0	58796	0	0	0	true	0	37524	886	1311	0	19075	2943	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.premierbanks.com	
