"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	
3489071																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15468	15599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4837	6830	2706	1226	0	0	0	0																									0	0	0	0	0	0	3855	3872	0	0	
3490871																																																																																																																																																														0	0	5496	0	0	0	0	0	0	0	0	11500	11472	0	0	0	0	0	0	0	0	0	0	14596	14702	0	0	0	0	0	2000	1994	0	0	0	0	0	10477	995	0	0	0	1290	0	606	1333	0	0	0																									0	0	0	0	0	0	382	400	0	0	
3503696																																																																																																																																																														0	0	4473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14815	14840	0	0	0	2537	2454	0	0	0	0	0	0	0	0	0	2320	134	0	0	0	0	1664	536	8291	1895																									0	0	0	0	0	0	1270	1247	0	0	
3517590																																																																																																																																																														0	0	6029	0	0	0	0	0	0	0	0	9124	8908	0	0	0	0	0	0	0	0	0	0	11015	10810	0	0	0	0	0	3994	3897	0	0	0	0	0	0	0	8908	0	0	0	0	0	0	0	889	1013																									0	0	0	0	0	0	0	0	0	0	
3525577																																																																																																																																																														0	0	3295	7456	7042	0	0	0	0	0	0	15109	14822	0	0	8867	8624	0	0	0	0	0	0	59323	57498	0	0	0	6670	6131	5000	4854	0	0	0	0	0	0	1015	29364	6241	0	0	0	0	858	20021	0	0																									0	0	0	0	0	0	17328	17040	0	0	
3529650																																																																																																																																																														0	0	1770	0	0	0	0	0	0	0	0	2014	2021	0	0	0	0	0	0	0	0	0	0	2117	2127	0	0	0	0	0	0	0	2021	0	0	1511	510	0	0	0	0	0	0	106	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3531176																																																																																																																																																														0	0	16235	0	0	0	0	2234	2229	0	0	6609	6425	0	0	8024	7936	0	0	0	0	1600	1482	55774	55251	0	1600	1482	15224	14774	8059	7832	0	0	0	240	0	0	257	20725	11742	0	0	0	0	5589	4749	4309	9240																									0	0	0	0	0	0	3205	3198	0	0	
3532641																																																																																																																																																														0	0	24440	0	0	0	0	0	0	0	0	17813	17600	0	0	0	0	0	0	0	0	0	0	33880	34025	0	0	0	1005	956	0	0	0	0	0	0	0	0	2600	15956	0	2677	0	0	0	5288	4049	1468	1987																									0	0	0	0	0	0	1825	1927	0	0	
3535848																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16758	16805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12592	1508	1687	1017																									0	0	0	0	0	0	11716	11728	0	0	
3536407																																																																																																																																																														0	0	24373	0	0	0	0	0	0	0	0	0	0	0	0	11029	8404	0	0	0	0	0	0	97953	95468	0	0	0	8223	8210	0	0	0	0	0	8404	0	0	0	7495	715	19122	0	0	0	27767	14422	5464	12078																									0	0	0	0	0	0	0	0	0	0	
3537897																																																																																																																																																														0	0	5578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7627	7700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4253	3447																									0	0	0	0	0	0	0	0	0	0	
3537963																																																																																																																																																														0	0	6725	2499	2499	0	0	0	0	0	0	6028	6026	0	0	0	0	0	0	0	0	0	0	8527	8525	0	0	0	0	0	0	0	0	0	0	1751	1753	5021	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3538009																																																																																																																																																														0	0	0	0	0	0	0	2792	2712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14696	14644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2819	0	0	0	0	0	4942	1591	129	5163																									0	0	0	0	0	0	6620	6640	0	0	
3540310																																																																																																																																																														0	0	13005	0	0	0	0	1630	1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14853	15155	0	0	0	1678	1652	0	0	0	0	0	0	0	0	0	850	2445	0	403	1394	464	1396	7789	414	0																									0	0	0	0	0	0	5591	5891	0	0	
3545258																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3545324																																																																																																																																																														0	0	57890	1003	1003	0	0	7511	7536	0	0	48390	48121	0	0	0	0	0	0	0	0	0	0	355340	355772	0	0	0	88388	88542	25493	25314	7273	0	0	6124	5413	13145	21867	109538	3272	38	97	0	0	52385	5619	75978	62296	0	0	7195	7196	0	0	0	0	0	0	6938	6961	0	0	0	0	0	0	0	0	0	0	0	0	0	14157	0	14133	0	0	20720	20944	0	0	
3546862																																																																																																																																																														0	0	6377	0	0	0	0	3096	3104	0	0	8399	8370	0	0	0	0	0	0	0	0	0	0	12261	12213	0	0	0	766	739	1528	1538	0	0	0	3104	1993	1538	0	5578	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3546899																																																																																																																																																														0	0	24875	0	0	0	0	6975	7008	0	0	5888	5846	0	0	0	0	0	0	0	0	15444	15340	92904	93008	0	15444	15340	430	463	2792	2755	0	0	0	0	0	0	1524	22807	4430	0	0	0	0	10364	68267	209	851																									0	0	0	0	0	0	4125	4011	0	0	
3547131																																																																																																																																																														0	0	51634	0	0	0	0	0	0	40407	39961	24837	24805	0	0	4598	4579	0	0	0	0	65699	65021	139755	138263	0	10724	10577	22622	22521	6221	6183	588	0	0	1447	588	8946	64282	27773	0	0	0	0	0	88760	12166	0	0																									0	0	0	0	0	0	0	0	14568	14483	
3547140																																																																																																																																																														0	0	3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3515	3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3609	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3547896																																																																																																																																																														0	0	2750	0	0	0	0	0	0	0	0	4999	4986	0	0	0	0	0	0	0	0	0	0	4999	4986	0	0	0	0	0	3999	3986	0	0	0	0	0	0	1989	2997	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3548567																																																																																																																																																														0	0	4198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63978	63070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27627	25459	5110	4874																									0	0	0	0	0	0	49058	48143	0	0	
3548763																																																																																																																																																														0	0	9274	0	0	0	0	0	0	0	0	5000	5047	0	0	0	0	0	0	0	0	0	0	27647	28171	0	0	0	8318	8189	2000	1990	0	0	0	0	0	0	1265	13806	2365	27	1834	451	0	2066	6357	0	0																									0	4200	0	4097	0	0	2430	2497	0	0	
3549180																																																																																																																																																														0	0	9745	1491	1406	0	0	0	0	0	0	8033	7847	0	0	6294	6215	0	0	0	0	0	0	28256	27952	0	0	0	1768	1702	2999	2929	1536	0	0	0	0	0	0	14677	2493	0	0	0	491	4363	2777	1742	1409																									0	0	0	0	0	0	1801	1829	0	0	
3549256																																																																																																																																																														0	0	7338	0	0	0	0	0	0	0	0	9971	9964	0	0	2232	2014	0	0	0	0	0	0	18921	18915	0	0	0	1579	1552	3797	3803	0	0	0	192	0	2417	7219	1933	1768	0	0	0	0	2907	2479	0	0																									0	0	0	0	0	0	0	0	0	0	
3550579																																																																																																																																																														0	0	4019	0	0	0	0	0	0	0	0	17335	17310	0	0	0	0	0	0	0	0	0	0	34743	34912	0	0	0	1539	1530	0	0	1141	0	0	4142	0	8745	5953	0	0	0	0	0	0	3333	0	7965	4774																									0	0	0	0	0	0	0	0	0	0	
3550896																																																																																																																																																														0	0	3101	0	0	636	639	0	0	0	0	0	0	3101	3106	0	0	0	0	0	0	3737	3745	1348	1345	0	0	0	0	0	0	0	2512	0	0	636	2510	1936	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3551521																																																																																																																																																														0	0	6667	0	0	0	0	0	0	0	0	9985	9391	0	0	1300	1368	0	0	0	0	0	0	31485	30262	0	0	0	17164	16410	0	0	0	0	0	0	0	443	349	16804	9572	0	0	0	0	1172	1921	0	0																									0	0	0	0	0	0	0	0	0	0	
3555248																																																																																																																																																														0	0	2111	2111	2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2111	2111	0	0	0	0	0	0	0	2111	0	0	0	2111	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3555695																																																																																																																																																														0	0	2324	0	0	0	0	0	0	0	0	18823	19179	0	0	5076	4726	0	0	0	0	0	0	91394	93414	99	0	0	2147	2163	2000	2006	0	0	0	4206	0	1594	1451	11316	7500	14833	0	0	0	43173	7279	2061	0																									0	0	0	0	0	0	1962	1954	0	0	
3557617																																																																																																																																																														0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3910	3850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	2879																									0	0	0	0	0	0	1005	971	0	0	
3557895																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6050	6035	0	0	0	6050	6035	0	0	0	0	0	0	0	0	0	4660	1375	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3559714																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3559938																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	11040	10672	0	0	0	0	0	0	0	0	0	0	17171	16697	0	0	0	6131	6025	0	0	0	0	0	0	0	2204	6015	8478	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3560420																																																																																																																																																														0	0	13739	0	0	0	0	0	0	0	0	3998	3943	0	0	1500	1487	0	0	0	0	0	0	22756	23071	0	0	0	7326	7332	3998	3943	0	0	0	989	0	0	498	9108	2167	0	0	0	0	1407	2818	5118	966																									0	0	0	0	0	0	0	0	0	0	
3560747																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7700	7709	0	0	0	2473	2507	0	0	0	0	0	0	0	0	0	2345	161	0	0	0	0	2758	76	433	1935																									0	0	0	0	0	0	1926	1921	0	0	
3560756																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47240	47455	0	0	0	1444	1444	0	0	0	0	0	0	0	0	0	1444	0	0	0	0	0	21811	20844	2032	1324																									0	0	0	0	0	0	3535	3550	0	0	
3560783																																																																																																																																																														0	0	45382	0	0	0	0	0	0	0	0	36773	35976	0	0	0	0	0	0	0	0	40501	40462	100518	99390	0	40501	40462	0	0	12065	11862	0	0	0	0	0	0	1562	55667	19248	0	0	0	0	27290	3764	7595	24765																									0	0	0	0	0	0	9368	9505	0	0	
3561771																																																																																																																																																														0	0	30341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33471	32564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32564	0	0																									0	0	0	0	0	0	26492	25598	0	0	
3564286																																																																																																																																																														0	0	12215	0	0	0	0	3374	3359	0	0	1000	1002	0	0	0	0	0	0	0	0	0	0	21467	21484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1002	3359	0	0	0	0	0	1797	7171	8155																									0	0	0	0	0	0	1807	1797	0	0	
3565265																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	19765	19840	0	0	0	0	0	0	0	0	0	0	58745	59361	0	0	0	0	0	7990	7997	0	0	0	0	0	0	0	19840	0	0	0	0	0	10987	4446	21446	2642																									0	0	0	0	0	0	2734	2868	0	0	
3567269																																																																																																																																																														0	0	515	0	0	0	0	0	0	0	0	514	515	0	0	0	0	0	0	0	0	0	0	519	520	0	0	0	0	0	0	0	0	5	5	515	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3567504																																																																																																																																																														0	0	2425	999	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7098	7463	0	0	0	0	0	0	0	999	0	0	0	999	0	0	0	0	0	0	0	0	4744	1720	0	0																									0	0	0	0	0	0	0	0	0	0	
3571015																																																																																																																																																														0	0	0	0	0	0	0	7325	7438	0	0	3993	3886	0	0	0	0	0	0	0	0	0	0	36765	36785	0	0	0	2581	2460	0	0	0	0	0	5313	0	0	0	6895	1575	951	0	0	0	10114	4815	5003	2119																									0	0	0	0	0	0	2412	2419	0	0	
3576337																																																																																																																																																														0	0	24675	0	0	0	0	0	0	0	0	15000	14931	0	0	10089	10119	0	0	0	0	0	0	35070	34956	0	0	0	0	0	13500	13431	0	0	0	0	0	5508	0	20112	4612	0	0	0	0	0	2979	0	1746																									0	0	0	0	0	0	0	0	0	0	
3577389																																																																																																																																																														0	0	3871	0	0	0	0	0	0	0	0	0	0	4440	4666	0	0	0	0	0	0	4440	4666	3845	3871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4440	0	0	0	0	0	0	1	3870																									0	0	0	0	0	0	0	0	0	0	
3577428																																																																																																																																																														0	0	0	994	997	0	0	0	0	0	0	3997	3953	0	0	1000	1019	0	0	0	0	0	0	10077	10025	0	0	0	0	0	2997	2947	1019	0	0	0	1019	1501	3449	0	0	0	0	0	0	4056	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3579589																																																																																																																																																														0	0	0	0	0	0	0	1500	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17794	18056	0	0	0	0	0	1500	1464	0	0	0	0	0	0	0	1464	0	0	0	0	0	7214	8312	1066	0																									0	0	0	0	0	0	2356	2457	0	0	
3579936																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	999	1002	0	0	510	521	0	0	0	0	0	0	3519	3567	0	0	0	0	0	0	0	521	0	0	0	521	1002	0	0	0	0	0	0	0	0	0	2044	0																									0	0	0	0	0	0	0	0	0	0	
3580334																																																																																																																																																														0	0	1157	0	0	0	0	0	0	0	0	2027	2052	0	0	0	0	0	0	0	0	0	0	10587	10705	0	0	0	1190	1187	0	0	0	0	0	0	0	0	995	2244	0	108	1049	1072	5237	0	0	0	0																									0	0	0	0	0	0	7045	7131	0	0	
3582552																																																																																																																																																														0	0	0	960	933	0	0	0	0	0	0	493	489	0	0	6859	6692	0	0	0	0	0	0	28472	27673	0	0	0	20160	19559	998	945	285	0	0	1120	1009	493	2565	10835	11651	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3582673																																																																																																																																																														0	0	9128	0	0	0	0	0	0	0	0	36614	35953	0	0	0	0	0	0	0	0	481	481	192488	189726	0	481	481	23476	22050	28624	28017	0	1000	1000	3501	0	2932	1003	39691	11357	0	0	0	1912	59556	8117	3142	57996																									0	0	0	0	0	0	8033	7965	0	0	
3586925																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	3058	3065	0	0	0	0	0	0	0	0	0	0	3058	3065	0	0	0	0	0	0	0	0	0	0	0	0	3065	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3587726																																																																																																																																																														0	0	10296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10340	10296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849	1458	0	0	7989	0	0																									0	0	0	0	0	0	9514	9447	0	0	
3588312																																																																																																																																																														0	0	3896	0	0	0	0	0	0	0	0	13293	13488	0	0	1215	1033	0	0	0	0	0	0	43809	43890	0	0	0	0	0	2000	2045	0	0	0	811	0	0	2951	10537	0	0	0	0	0	29369	0	0	0																									0	0	0	0	0	0	1762	1782	0	0	
3588424																																																																																																																																																														0	0	3265	13146	13139	0	0	0	0	0	0	31017	30900	0	0	0	0	0	0	0	0	0	0	67883	67645	0	0	0	10475	10450	8752	8806	8662	0	0	2555	7111	21761	13984	9078	0	2023	0	234	1025	4784	0	511	4579																									0	0	0	0	0	0	5498	5412	0	0	
3589588																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11727	11822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8700	3122	0	0																									0	0	0	0	0	0	0	0	0	0	
3590016																																																																																																																																																														0	0	3517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27271	26984	0	0	0	4444	4333	0	0	0	0	0	0	0	0	0	2237	2096	0	0	0	1007	7698	13947	0	0																									0	0	0	0	0	0	8828	8704	0	0	
3590977																																																																																																																																																														0	0	10775	0	0	0	0	0	0	0	0	9515	9592	0	0	1889	1891	0	0	0	0	2426	2614	26801	27065	0	0	0	0	0	3999	3973	0	0	0	0	1891	0	0	9592	0	0	0	0	0	10824	7185	0	0																									0	0	0	0	0	0	0	0	2426	2614	
3591004																																																																																																																																																														0	0	2022	753	753	0	0	1767	1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2520	2524	0	0	0	0	0	0	0	1265	0	0	0	1265	1259	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3591282																																																																																																																																																														0	0	87556	0	0	0	0	0	0	0	0	23495	22631	0	0	3000	2990	0	0	0	0	0	0	135945	132816	0	0	0	32997	32645	10998	10645	0	0	0	1496	487	493	2954	52837	0	0	0	0	0	37653	25030	715	11152																									0	0	0	0	0	0	0	0	0	0	
3592047																																																																																																																																																														0	0	13722	0	0	0	0	3943	3939	0	0	8996	8891	0	0	0	0	0	0	0	0	0	0	50084	49746	0	0	0	3580	3629	7994	7887	0	0	0	732	0	0	499	17050	6083	0	0	0	0	0	0	13582	11800																									0	732	0	786	0	0	1550	1621	0	0	
3592609																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	7751	7770	0	0	0	0	0	0	0	0	0	0	7751	7770	0	0	0	0	0	0	0	1017	0	0	0	1017	6753	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3592814																																																																																																																																																														0	0	15326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20333	20256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15326	4930	0	0	0	0																									0	0	0	0	0	0	20333	20256	0	0	
3593307																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3594005																																																																																																																																																														0	0	0	0	0	0	0	1024	1012	0	0	1500	1498	0	0	0	0	0	0	0	0	0	0	97310	96756	0	0	0	47048	46382	1000	998	0	0	0	0	0	2072	2068	17377	34413	0	0	1081	0	13082	1463	3287	21913																									0	7038	0	7135	0	0	2066	2129	0	0	
3594087																																																																																																																																																														0	0	182	0	0	0	0	0	0	0	0	1503	1503	0	0	0	0	0	0	0	0	0	0	1678	1685	0	0	0	175	182	0	0	0	0	0	0	0	1503	182	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3594797																																																																																																																																																														0	0	13760	0	0	0	0	1932	2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13279	13760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2045	0	1566	2123	206	141	7679	0	0	0																									0	0	0	0	0	0	2272	2284	0	0	
3595066																																																																																																																																																														0	0	9087	0	0	0	0	3156	3110	788	768	250	250	247	245	0	0	0	0	0	0	4323	4188	14179	14064	0	746	732	0	0	250	250	0	0	0	245	0	0	250	2346	2320	0	0	0	0	3800	8420	0	1006																									0	0	0	0	2542	2443	7414	7353	0	0	
3595262																																																																																																																																																														0	0	6917	0	0	0	0	0	0	0	0	32913	32598	29	29	3266	3267	0	0	0	0	29	29	56727	56464	0	0	0	2766	2784	28204	27969	0	0	0	0	0	0	0	33921	4757	0	0	0	0	12419	3793	0	1603																									0	0	0	0	0	0	0	0	0	0	
3595271																																																																																																																																																														0	0	72839	5698	5740	0	0	0	0	0	0	18174	18220	0	0	1000	990	0	0	0	0	1390	1453	185164	186142	0	0	0	31078	30763	8143	8204	2393	0	0	1077	1767	7070	15842	31035	0	5939	8240	5066	2075	36868	18851	30384	23320																									0	0	0	0	793	838	22081	22407	597	615	
3595637																																																																																																																																																														0	0	5762	0	0	0	0	0	0	0	0	2040	1988	0	0	0	0	0	0	0	0	0	0	14048	13987	0	0	0	858	854	0	0	543	1	3	302	241	191	0	2108	0	0	0	0	0	10007	1135	0	0																									0	0	0	0	0	0	0	0	0	0	
3595682																																																																																																																																																														0	0	7160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7932	7932	0	0	0	150	150	0	0	0	0	0	0	0	0	0	150	0	962	0	0	0	2631	0	0	4189																									0	0	0	0	0	0	2648	2631	0	0	
3596111																																																																																																																																																														0	0	4684	0	0	0	0	0	0	0	0	1500	1456	0	0	0	0	0	0	0	0	498	502	12871	13216	0	498	502	0	0	0	0	498	0	0	3279	498	0	1456	0	4345	0	355	0	156	2878	194	286	267																									0	7625	0	7490	0	0	990	1063	0	0	
3596250																																																																																																																																																														0	0	579	256	261	0	0	0	0	0	0	1050	1052	0	0	0	0	0	0	0	0	0	0	9275	9425	0	0	0	1425	1451	552	570	132	0	0	0	132	1205	767	660	0	497	0	179	145	3604	0	437	1799																									0	0	0	0	0	0	800	794	0	0	
3596380																																																																																																																																																														0	0	8720	0	0	0	0	0	0	0	0	0	0	0	0	2629	2600	0	0	0	0	0	0	14083	14101	0	0	0	0	0	0	0	0	0	0	0	0	0	2599	0	0	0	0	0	0	11501	0	0	0																									0	0	0	0	0	0	501	492	0	0	
3596894																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0																									0	0	0	0	0	0	0	0	0	0	
3597211																																																																																																																																																														0	0	34165	0	0	0	0	357	381	0	0	6598	6419	0	0	5728	6014	0	0	0	0	0	0	84489	86320	0	0	0	45818	46785	1998	1973	3274	6000	6063	300	2974	9723	15552	30833	217	0	0	0	512	2104	10829	3123	4090																									0	0	0	0	0	0	9324	9729	0	0	
3597239																																																																																																																																																														0	0	21723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25063	26186	0	0	0	8462	8463	0	0	0	0	0	6463	2000	0	0	0	0	0	0	0	6709	0	11014	0	0																									0	0	0	0	0	0	2860	3136	0	0	
3597305																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	1000	981	0	0	0	0	0	0	0	0	0	0	1000	981	0	0	0	0	0	0	0	0	0	0	0	0	0	981	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3597592																																																																																																																																																														0	0	6261	0	0	0	0	0	0	0	0	25700	25851	0	0	0	0	0	0	0	0	0	0	30475	30642	0	0	0	0	0	15628	15772	4127	0	0	0	855	1561	10604	12831	0	1439	1833	0	886	0	0	633	0																									0	0	0	0	0	0	0	0	0	0	
3597677																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3598218																																																																																																																																																														0	0	999	0	0	0	0	0	0	0	0	1500	1499	0	0	509	514	0	0	0	0	0	0	2009	2013	0	0	0	0	0	0	0	0	0	0	0	0	2013	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	
3599055																																																																																																																																																														0	0	14518	0	0	0	0	10654	10738	0	0	0	0	0	0	2005	2017	0	0	0	0	0	0	93602	94193	0	0	0	19092	18873	0	0	0	0	0	989	0	0	1829	14332	14478	2776	0	0	534	13447	14084	4091	27633																									0	0	0	0	0	0	6093	6146	0	0	
3599578																																																																																																																																																														0	0	2683	0	0	0	0	0	0	2075	2105	0	0	0	0	0	0	0	0	0	0	2683	2724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075	1000	0	0	0	0	0	0	0	608	0	0																									0	0	0	0	0	0	0	0	608	619	
