"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK091	RCFDK092	RCFDK093	RCFDK095	RCFDK096	RCFDK097	RCFDK099	RCFDK100	RCFDK101	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK134	RCFDK135	RCFDK136	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK269	RCFDK271	RCFDK272	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDK283	RCFDK284	RCFDK285	RCFDK286	RCFDK287	RCFDK288	RCFNB572	RCFNB573	RCFNB574	RCFNK291	RCFNK292	RCFNK293	RCFNK294	RCFNK295	RCFNK296	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	
4156																																																																																																																																												0	0	0							13	0	0	448	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1189	77	902	0	0	0	0	0	1035	0				0	0	0	0	0	0	0	0	67	0	322	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																												0	0	0										96	0	93	184	0	78	0	0	0	0	0	0						0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	162	0	1384	0	0	0	0	0	0	0				0	0	0	0	75	0	566	1572	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																												0	0	0										341	0	350	0	0	209	0	0	0	0	0	0						0	0	0	372	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	2278	334	2240	0	244	0	0	0	1863	0				0	391	0	0	0	1890	2600	867	0	0	2990	60	0	0	1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	9	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	13	0	0	0	679	252	0	0	0	0	410	0	0	1082	565	335	0	0	0	776	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5005																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2895	0	504	0	122	0	0	0	38	782	0	0	0	1853	0	0	0	2740	673	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3364	2701	20372	0	977	0	5296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																												0	0	0	0	0	0	0	0	0	0	101	0	266	3	0	427	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	30	1	14	0	0	0	0	0	0	876	62	2	0	0	0	503	0	0	0	0	0	549	0	0	0	376	551	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	13	0	384	0	0	282	0	0	113	0	0	0	0	0	0	0	0	0	0	0	409	17	50	14	0	0	0	0	0	0	0	0	0	0	0	0	973	54	4367	899	136	0	0	0	996	0	0	0	0	338	0	0	0	1708	2179	937	2140	0	0	6373	1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5331																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5620	0	0	0	0	0	0	0	0	0	0	0	223	0	67	53	1	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	966	905	0	0	0	0	983	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	543	0	0	674	0	0	0	0	0	0	0	2075	0	0	0	0	0	0	0	7431	0	0	0	0	0	0	0	0	0	4113	0	0	0	0	2838	428	0	0	1154	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751																																																																																																																																												0	0	0							1943	0	0	15	0	63	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	1943	0	0	0	0	0	0	0	0	0	0	17	0	167	0	0	0	0	0	21	0				0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039																																																																																																																																												0	0	0							0	169	0	30	205	0	122	0	0	0	0	0	0	0	0						0	0	0	0	0	0	210	6	0	0	0	0	11	1	0	0	0	0	0	710	445	110	0	2	0	0	0	9	0				0	0	0	0	0	838	411	179	0	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141																																																																																																																																												0	0	0							0	0	0	101	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	30	0	591	76	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																																																												0	0	0	0	0	0	0	0	0	0	7	0	791	0	0	34	139	218	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	7	43	674	0	0	0	54	57	0	0	0	0	0	4255	220	2390	750	341	55	0	0	4437	0	0	0	0	1221	632	162	1020	1463	16949	984	49	43	488	1095	2314	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6972																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	677	21	6297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	0	357	0	0	0	0	0	41	0	0	0	0	0	0	1225	439	430	388	0	0	0	0	0	4642	18952	0	0	0	0	0	0	0	0	2814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	21	822	99	21	519	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																												0	0	0							0	0	0	54	75	46	0	0	0	0	0	0	0	0	0						0	0	0	11	0	0	22	0	29	0	0	0	22	14	0	0	0	0	0	603	0	1180	97	0	0	0	0	551	0				0	0	0	0	0	0	6	645	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7157																																																																																																																																												0	0	0							0	0	0	21	0	0	13	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	53	192	0	0	0	0	0	0				0	0	0	0	0	0	0	29	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634																																																																																																																																												0	0	0										751	7	788	86	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	15	436	0	155	0	0	0	1220	0				0	0	0	0	0	0	0	64	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033																																																																																																																																												0	0	0										1131	0	164	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	587	119	0	0	0	0	0	0				0	2604	0	0	0	15	220	1164	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																																																																																																												0	0	0							0	26	0	7	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631																																																																																																																																												0	0	0										100	385	119	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	400	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	226	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553																																																																																																																																												0	0	0							65	478	2	29	316	128	350	0	0	0	0	0	0	0	0						0	0	0	0	0	0	481	79	65	0	0	0	0	0	0	0	0	0	0	167	0	169	30	0	0	0	0	167	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	975	0	1005	0	0	0	0	0	734	0	0	0	0	0	0	0	0	0	0	0	2794	222	2137	0	0	0	0	0	0	0	0	0	0	0	0	0	15015	109	6199	0	267	0	0	0	6290	0	0	0	0	5702	2991	0	0	31269	25893	6862	43668	0	0	6146	9254	575	0	2576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955																																																																																																																																												0	0	0							0	0	0	115	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	45	0	0	0	0	0	5	0				0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	384	35	4119	0	0	0	0	0	2185	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	20	37	0	0	0	0	0	2685	909	417	0	423	0	0	0	4392	0	0	0	0	0	209	0	0	0	8718	496	20	0	0	4534	4862	232	0	778	0	0	0	0	0	0	0	0	969	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	137	0	0	0	0	0	0	858	0	0	0	0	0	0	0	0	0	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10858																																																																																																																																												0	0	0	0	0	0	0	0	0	316	143	0	638	363	362	34	0	128	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	316	0	0	0	0	0	0	0	0	0	131	448	106	261	0	72	79	0	0	959	0	0	0	0	0	0	0	0	0	89	887	458	837	0	56	636	0	0	0	0	0	0	0	0	0	28	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11145																																																																																																																																												0	0	0										185	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1260	29	1427	0	0	0	0	0	1858	0				0	0	0	0	0	0	1013	0	0	0	1753	0	0	0	159	0	0	0	0	0	0	0	0	171	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640																																																																																																																																												0	0	0	0	0	0	0	0	0	0	137	0	138	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	15	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0				0	0	0	0	0	2210	0	0	0	0	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030																																																																																																																																												0	0	0	0	0	0	0	0	0	0	361	0	462	3	880	1326	1020	2671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	801	0	3279	138	175	0	0	0	4413	0	0	0	0	5	52	0	66	0	3225	2059	0	0	0	1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142																																																																																																																																												0	0	0										279	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0	0	0	556	0	8	0	0	0	64	0				107	45	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12245																																																																																																																																												0	0	0										170	0	0	29	0	0	0	0	0	0	0	0						0	0	0	191	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	142	0	1854	0	0	0	0	0	0	0				0	59	0	0	0	55	1440	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311	0	0	0	32051	0	129737	0	0	0	494	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308	0	2251	382	0	9462	0	0	0	0	1515	0	192044	57239	1597	163	0	819	0	18666	0	0	0	0	0	0	20699	94440	18097	3202	0	11673	16021	94440	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	979	0	7325	0	0	0	2906	1339	126	0	0	0	0	0	0	2795	221	0	51549	7194	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	2201	4878	0	15204												29534	14247	14285														113762	9824	191701	142220	21533	3961								786	14945	0	0	10499	38685	11483	64254	0	0	105456	161444	62441	32686	14048																0	0	0	0	0	0	0	0	0	0	
12647																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	1225	0	0	0	0	0	0	0	0	0	0	0	0	352	0	8	0	0	0	0	0	145	0				0	0	0	0	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	57	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12937																																																																																																																																												0	0	0										79	0	355	0	0	0	0	0	0	0	0	0						0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	228	526	99	454	0	0	0	0	0	0				0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	115	0	552	0	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2676	0	1893	178	12	0	0	0	7714	0	0	0	0	0	92	0	0	0	7734	1628	74	0	0	782	1017	0	0	127	0	0	0	0	0	0	29	0	324	29	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	
12955																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	86	53	0	0	0	0	0	0				0	0	0	0	0	3022	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13037																																																																																																																																												0	0	0										4	0	1018	0	0	0	0	0	0	0	0	0						0	0	0	46	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	641	0	782	0	0	0	0	0	1582	0				0	0	0	0	0	101	360	0	0	0	1062	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	858	0	418	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	13093	390	4379	0	49	0	0	0	2521	0	0	0	0	409	0	0	0	960	0	882	0	0	0	1580	4584	772	0	8259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																												0	0	0							0	3	0	109	169	819	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	23	13	2	0	0	0	0	0	0	0	0	0	0	375	0	392	156	0	0	0	0	0	0				0	0	0	0	0	0	0	269	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14052																																																																																																																																												0	0	0										0	0	24	0	0	497	0	0	0	0	0	0						0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	130	0	97	0	11	0	0	0	18	0				0	0	0	0	0	0	41	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155																																																																																																																																												0	0	0							0	0	0	516	0	849	241	0	0	0	0	0	0	0	0						0	0	0	0	0	0	99	0	16	0	0	0	0	0	0	0	0	0	0	576	12	794	0	0	0	0	0	0	0				0	28	0	0	6	0	0	305	0	0	0	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	14	0				0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753																																																																																																																																												0	0	0							0	0	0	0	0	92	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	82	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14865																																																																																																																																												0	0	0							17	0	0	7	0	883	2174	0	870	0	0	0	0	0	0						0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	2317	0				0	0	0	0	0	1370	125	0	0	0	1672	0	0	0	0	0	0	0	0	0	0	174	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14977																																																																																																																																												0	0	0							0	0	0	0	0	0	17	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16458																																																																																																																																												0	0	0										340	12	0	0	0	0	0	0	0	0	0	0						0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	144	0	0	0	0	8	0				0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																																																																																																																																												0	0	0										20	714	0	0	0	0	0	0	0	0	0	64						0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0	463	41	0	0	0	0	767	0				0	303	0	63	0	534	0	1020	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16748																																																																																																																																												0	0	0							0	0	0	18	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	27	0	6	0	0	0	7	0				0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16944																																																																																																																																												0	0	0										62	11	130	0	483	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	407	432	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	
16953																																																																																																																																												0	0	0							0	313	0	0	90	0	108	0	0	0	0	0	0	0	0						0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17110																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	2181	145	8742	730	0	4063	105	0	6929	0	0	0	0	0	0	0	0	0	0	0	953	72	1129	3	0	943	0	0	0	0	0	0	0	0	0	0	16246	1423	6989	57	594	206	0	0	11738	0	0	0	0	0	3698	0	0	3020	12323	2130	2986	25	216	19359	13498	180	0	506	0	0	0	0	0	0	60	25	3225	55	21	2161	0	0	0	0	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																												0	0	0										60	241	0	0	0	66	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0				0	0	0	0	0	0	0	166	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17464																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	2192	0	6273	0	0	931	0	0	1097	0	0	0	0	0	0	0	0	0	0	0	39	0	512	116	0	4500	0	0	0	46	0	0	0	0	0	0	948	246	777	0	1162	0	0	0	5361	0	0	0	0	85	594	0	0	1969	40945	1316	70	0	0	6434	6111	745	0	0	0	0	0	0	0	0	260	0	1729	157	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	
17950																																																																																																																																												0	0	0							18	137	0	259	0	182	0	0	249	0	0	0	0	0	0						0	0	0	29	0	0	137	0	18	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	509	0				0	0	0	0	868	2841	0	348	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
