"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
2834759	18	0	0	4	2	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	1	0	5	9	51	10				Accounting Fees                                                                                                                                                                                  	Courier                                                                                                                                                                                          												
2835103	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	33	7	Other income                                                                                                                                                                                     																
2835626	23	0	0	0	0	25	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	41	0	0	73	0	Mortgage Origination Income                                                                                                                                                                      			Professional Services                                                                                                                                                                            													
2835756	13	0	3	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	1	0	0	0	0	0	1	27	8																	
2836306	9	0	0	0	0	10	19		13	12	26		0		0		0					true	0	0			0	0	0	0	26	0	Mortgage Orginiation Fees                                                                                                                                                                        	Comercial Loan Fees on Loans Sold                                                                                                                                                                		Audit/Accounting Fees                                                                                                                                                                            	Consulting Fees                                                                                                                                                                                  	Ohio Franchise Tax                                                                                                                                                                               											
2836810	0	0	70	0	0	0	0	0	42	234	114	0	0	0	0	0	0	0	0	850	0	false	0	0	0	0	0	0	0	35	84	36				LTM Affiliate Referral                                                                                                                                                                           	Management Fees                                                                                                                                                                                  	License Fee - Intangible Property                                                                                                                                                                						Acquistion of Premier National Bank of Dalton on March 3                                                                                                                                         					
2837059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
2837077	36	0	3	1	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	5	4	62	13				Audit, Tax, Accounting                                                                                                                                                                           													
2837189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	60	30																	
2837200	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	64	0																	
2837219	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	2	0	0	1	53	0				Deprecition FF&E expense                                                                                                                                                                         													
2837406	0	0	0	0	0	0	0	0	30	15	25	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	54	0				Deferred Tax Exp                                                                                                                                                                                 	Telephone Exp                                                                                                                                                                                    	Deferred Credit Exp                                                                                                                                                                              											
2838029	0	0	0	0	0	74	0	0	40	27	39	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	27	10	Mortgage Banking Income                                                                                                                                                                          			Professional & Consulting                                                                                                                                                                        	Bank Stock Taxes                                                                                                                                                                                 	Training(16)SWMaint(13)NonPInsurance(10)                                                                                                                                                         											
2838207	399	0	2	59	4	6818	3753	758	400	178	203	0	0	0	0	0	0	0	0	0	0	false	0	155	0	0	0	0	0	0	43	257	Mortgage origination/lending activity                                                                                                                                                            	Mortgage servicing asets                                                                                                                                                                         	Intercompany management fees                                                                                                                                                                     	Business taxes                                                                                                                                                                                   	Telephone                                                                                                                                                                                        	Professional services                                                                                                                                                                            											
2839053	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	51	0				Accounting Fees                                                                                                                                                                                  													
2839222	0	0	0	0	24	0	0	0	20	13	19	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	0	0	32	11				Audit/Tax/Accounting/Professional Fees                                                                                                                                                           	OCC Assessment                                                                                                                                                                                   	Paid Incentives                                                                                                                                                                                  											
2839745	20	0	0	0	0	0	28	0	155	-1264	849	0	0	0	0	0	0	0	0	-845	0	true	0	0	0	0	0	0	0	0	251	-129		OTHER RETAIL FEES                                                                                                                                                                                		INTERCOMPANY COST ALLOCATIONS                                                                                                                                                                    	NET EXIT COST ADJUSTMENT TO RESTRUCTURING ACCRUAL                                                                                                                                                	TELEPHONE CHARGES                                                                                                                                                                                						WRITE-OFF LOAN VALUATION TO STATE LOANS AT NRV                                                                                                                                                   					
2839790	16	0	18	20	8	87	0	0	27	37	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	3	0	1	6	81	27	Fees on Mortgages Sold                                                                                                                                                                           			Employee training & development                                                                                                                                                                  	Bank Functions                                                                                                                                                                                   												
2841047	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	71	0				Services Fee                                                                                                                                                                                     													
2841702	5	0	3	3	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	2	0	7	6	15	9	Mortgage referral fees                                                                                                                                                                           																
2843706	9	0	12	6	8	1	3	0	5	12	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	1	7	38	0	W.T. FEES                                                                                                                                                                                        	NON REFUNDABLE FEES                                                                                                                                                                              		IS CONSULTING                                                                                                                                                                                    	INTERNAL ETERNAL AUDIT                                                                                                                                                                           												
2843724	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	750	0	0	0	false	0	0	0	0	0	0	0	0	0	0				INTERCOMPANY MANAGEMENT FEE                                                                                                                                                                      						INJECTION OF ADDITIONAL CASH AS SURPLUS                                                                                                                                                          							
2845166	0	0	0	0	0	0	0	0	160	54	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Proffesional fees                                                                                                                                                                                	Other operating expenses                                                                                                                                                                         												
2845205	0	0	0	0	0	23	18	0	19	24	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	134	15	0	Debit Card Income                                                                                                                                                                                	Customer Servicing Fees                                                                                                                                                                          		ATM Processing                                                                                                                                                                                   	Telephone                                                                                                                                                                                        												
2845755	12	0	6	0	2	1	1						0		0		0					false	0	2			1	0	0	0	34	5	MC/VISA MERCHANT FEES                                                                                                                                                                            	DEBIT CARD INCOME                                                                                                                                                                                															
2845782	0	0	0	0	0	0	0	0	37	24	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Investment advisory & other service fees                                                                                                                                                         	OCC Assessments                                                                                                                                                                                  												
2846051	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	6	53	0				Professional/consulting fees                                                                                                                                                                     													
2846444	32	0	14	0	0	42	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	48	19	Mortgage Broker Fees                                                                                                                                                                             			Exam & Audit Fees                                                                                                                                                                                													
2846453	0	0	0	0	0	2	0	0	6	5	4	0	0	0	0	0	0	0	0	0	0	false	0	0	-37	0	0	0	0	0	14	0	Other Miscellaneous Fees                                                                                                                                                                         			Audits and Examinations                                                                                                                                                                          	Courier                                                                                                                                                                                          	Insurance                                                                                                                                                                                        									Audit Adjustment - Deferred Compensation                                                                                                                                                         		
2846574	89	0	0	0	0	0	0	0	49	49	48	0	0	0	0	0	0	0	0	953	0	false	0	0	0	0	0	0	0	0	80	62				Shares tax                                                                                                                                                                                       	Professional service                                                                                                                                                                             	Loan expense                                                                                                                                                                                     						Purchase of Northern State Bank 1/1/3                                                                                                                                                            					
2847085	4	0	2	2	3	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	0	1	2	27	9				Utilities-Telephone                                                                                                                                                                              	Correspondent fees                                                                                                                                                                               												
2847142	0	0	0	0	0	8	0	0	12	10	8	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	7	44	9	Mortgage Origination Fees                                                                                                                                                                        			Audit Fees                                                                                                                                                                                       	Telephone                                                                                                                                                                                        	ATM Expense                                                                                                                                                                                      											
2847432	9	0	3	10	3				15				0		0		0					false	0	4			0	0	0	0	62	10				Va. Bank Franchise Tax                                                                                                                                                                           													
2847553	6	0	2	2	4	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	0	0	4				COMPUTER PROCESSING                                                                                                                                                                              	FDIC                                                                                                                                                                                             												
2847900	1	0	2	4	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	0	3	40	6				REGULATORY ASSESSMENTS                                                                                                                                                                           													
2848037	0	0	0	0	0	19	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	36	0	Financial services                                                                                                                                                                               			Management fees                                                                                                                                                                                  													
2848055	2	0	4	2	2	6	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	2	0	2	5	44	12	OTHER INCOME                                                                                                                                                                                     				FEES-PROFESSIONAL & OTHER                                                                                                                                                                        												
2848493	4	0	18	5	5	1	1	0	38	16	52	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	0	3	11	7	Inspection Fees on Real Estate                                                                                                                                                                   	Merchant Services Income                                                                                                                                                                         		Insurance premiums                                                                                                                                                                               	Accounting, auditing, & consulting                                                                                                                                                               	Software, loan, assc fees, movers, other                                                                                                                                                         											
2848671	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	36	0	Issuance of L/C and loan commitment fees                                                                                                                                                         																
2848756	11	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Accounting Fees                                                                                                                                                                                  													
2848895	7	0	5	4	2	0	0	0	2	18	3	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	0	0	0	0	14	5				Telephone                                                                                                                                                                                        	Audit Tax and Accounting                                                                                                                                                                         	ATM Fees                                                                                                                                                                                         											
2849212	18	0	0	0	0				17				0		0		0	345				false	0	0			0	0	0	0	30	0				Audit Expense                                                                                                                                                                                    						Capital injections from holding company                                                                                                                                                          							
2849285	18	0	6	0	0	14	157	7	14	0	0	0	0	0	0	0	0	2500	0	0	0	false	0	0	0	0	0	0	0	0	22	0	LOAN FEES - COMMERCIAL                                                                                                                                                                           	LOAN FEES - MORTGAGE                                                                                                                                                                             	NSF/OVERDRAFT CHARGES                                                                                                                                                                            	PROFESSIONAL FEES                                                                                                                                                                                						CAPITAL INJECTION                                                                                                                                                                                							
2849605	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	7	0	5	12	0				item processing                                                                                                                                                                                  													
2849801	35	0	0	0	0	32	0	0	30	27	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	0	65	0	Mastercard Agent Fees                                                                                                                                                                            			Credit Card Expenses                                                                                                                                                                             	Insurance Expense                                                                                                                                                                                					Capital Contribution from parent                                                                                                                                                                 							
2849829	96	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	64	25				Consulting                                                                                                                                                                                       													
2850535	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Professional Fees                                                                                                                                                                                	Trust Operating Losses                                                                                                                                                                           												
2850722	542	0	0	0	0	0	0	0	4818	648	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Affiliate services expense                                                                                                                                                                       	Outside services                                                                                                                                                                                 												
2850768	11	0	0	11	0	10	0	0	25	15	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	37	10	Brokerage fee - Mtg. loans sold                                                                                                                                                                  			Audit/Tax preparation fees                                                                                                                                                                       	Freight and Courier                                                                                                                                                                              												
2851028	39	0	9	4	3	75	0	0	24	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	7	0	0	1	0	0	2	6	19	sale of application pkg                                                                                                                                                                          			software depreciation                                                                                                                                                                            						capital from holding co                                                                                                                                                                          							
2851185	0	0	0	0	0	47	0	0	15	16	0	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	46	0	Mortgage Origination Fees                                                                                                                                                                        			ATM Processing Expense                                                                                                                                                                           	Audit Fees                                                                                                                                                                                       												
2853349	0	0	0	0	0	46	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	false	0	8	0	0	0	0	0	0	45	8	Real Estate Brokering Fees                                                                                                                                                                       			Audit and Examination Expense                                                                                                                                                                    	Telephone                                                                                                                                                                                        												
2853358	28	0	13	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	2	0	4	6	66	16																	
2854113	2	0	37	33	11	0	0	0	4	23	13	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	0	10	2				Travel and entertainment                                                                                                                                                                         	Accounting, audit, and tax fees                                                                                                                                                                  	Other expenses of operations                                                                                                                                                                     											
2854140	69	0	0	45	0	0	0	0	55	28	32	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	122	48				Professional Services                                                                                                                                                                            	ATM Expense                                                                                                                                                                                      	Branch Operations                                                                                                                                                                                											
2854494	22	0	22	42	12	28	0	0	18	13	12	0	0	0	0	0	0	0	0	0	0	false	0	17	0	0	0	0	0	1	63	25	Mortgage Loan and Document Fees                                                                                                                                                                  			Insurance                                                                                                                                                                                        	Courier Expense                                                                                                                                                                                  	Internet Banking Expense                                                                                                                                                                         											
2855071	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	42	13																	
2855156	28	0	5	5	5	4	3	2	6	20	17		0		0		0					false	0	6			0	16	1	10	26	4	Wire Transfer                                                                                                                                                                                    	Merchant Income                                                                                                                                                                                  	Goldman Sac Income                                                                                                                                                                               	Loan and Collection Fees                                                                                                                                                                         	Outside Services                                                                                                                                                                                 	Computer Expenses                                                                                                                                                                                											
2855307	10	0	5	0	1	6	0	0	100	8	0	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	2	0	1	6	1	6	Merchant Income                                                                                                                                                                                  			Other Professional Services                                                                                                                                                                      	Telephone                                                                                                                                                                                        												
2855633	0	0	6	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	33	0				Loan Application & Collection Expense                                                                                                                                                            													
2855866	10	0	0	0	2	0	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	10	51	0				Correspondent bank service charges                                                                                                                                                               	Examination expense                                                                                                                                                                              												
2855884	0	0	0	0	0	100	0	0	74	0	0	0	0	0	0	0	0	50	0	0	0	false	0	14	0	0	0	0	0	0	22	15	SBA fees                                                                                                                                                                                         			Management/admin fees                                                                                                                                                                            						Capital infusion from parent                                                                                                                                                                     							
2855893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	35	0																	
2855914	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	42	0	Mortgage Loan Fees                                                                                                                                                                               																
2855950	25	0	0	0	0	18	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	18	64	21	Mortgage Origination Fees                                                                                                                                                                        	Merchant Credit Card Program Income                                                                                                                                                              															
2855978	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	24	0	0	45	0																	
2856032	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	24	0				Management fees                                                                                                                                                                                  													
2856395	14	0	0	0	0	18	0	0	9	12	12	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	22	0	Commission                                                                                                                                                                                       			B&O Taxes                                                                                                                                                                                        	Examination Expense                                                                                                                                                                              	Item Processing                                                                                                                                                                                  											
2856500	62	0	0	0	0	45	283	0	49	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	131	0	Mastercard and Visa fees                                                                                                                                                                         	Secondary market income - mortgages sold                                                                                                                                                         		Other outside services                                                                                                                                                                           													
2856685	16	0	0	0	0	25	0	0	7	144	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	23	0	Affiliate Fee Income                                                                                                                                                                             			Occ Expense                                                                                                                                                                                      	Affiliate Fee Expense                                                                                                                                                                            												
2856694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
2856939	4	0	0	0	0	35			3				0		0		0					false	0	3			0	0	0	0	26	5	Real Estate Loan Fee Income - 2nd Market                                                                                                                                                         			Phone                                                                                                                                                                                            													
2857600	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	46	0	REM Loan Fees                                                                                                                                                                                    																
2857794	34	0	0	6	1	175	27	0	33	43	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	3	0	24	4	101	20	Wire remittance fees                                                                                                                                                                             	Credit card fees                                                                                                                                                                                 		Bank fees                                                                                                                                                                                        	Professional fees                                                                                                                                                                                												
2857806	18	0	0	5	10	21	0	0	37	24	18	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	0	0	5	22	6	Mortgage packaging fees                                                                                                                                                                          			audit 17, courier 12, loan expense 8                                                                                                                                                             	phone 12, internet 12                                                                                                                                                                            	software 11, atm & merchant 7                                                                                                                                                                    											
2858205	18	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	17	14				Professional services                                                                                                                                                                            													
2858492	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	105	28				Loan and Collection Expenses                                                                                                                                                                     													
2858858	3	0	5	2	8	0	0	0	29	29	17	0	0	0	0	0	0	0	0	0	0	false	0	5	0	0	2	0	4	17	92	7				Travel & Business Development                                                                                                                                                                    	Audit & Acctg Fees/Assessments                                                                                                                                                                   	Correspondent Svc Charges                                                                                                                                                                        											
2858960	60	0	15	25	5	186	9	0	76	59	0	0	0	0	0	0	0	0	0	0	0	false	0	42	0	0	1	0	0	51	185	27	Merchant fees                                                                                                                                                                                    	Leasing income                                                                                                                                                                                   		Telephone                                                                                                                                                                                        	Insurance                                                                                                                                                                                        												
2859118	10	1	38	6	4	5	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1	0	1	4	32	6	Debit Cards                                                                                                                                                                                      			Audit/ Accounting/ Compliance                                                                                                                                                                    													
2859574	55	0	0	0	0	62	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	85	0	Loan fees from correspondent bank                                                                                                                                                                			Professional fees                                                                                                                                                                                													
2859903	826	0	0	0	0	719	723	0	743	160	511	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Broker Fee Income                                                                                                                                                                                	Settlement Fee Income                                                                                                                                                                            		Investor Fee 218-Mgmt Fee 525                                                                                                                                                                    	Settlement Fees                                                                                                                                                                                  	Other Operating Exp                                                                                                                                                                              				Capital Contribution from Parent                                                                                                                                                                 							
