"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	RCONC979	TEXT4087	
2736219																								0	0	132	0	0	1007	true	0	0	0	0	0	0	0	0	132	10971	4	0	0	0	0	0	0	false	0	1007	0	http://www.tabbank.com	
2736291	33622	0	9475	406940	348	597414	true	0	0	0	29031	2232	1	348	4243	100000	31533	11589	152	true	0	47200	0						597414						0	0	7416	184	1875												0	http://www.bancopopular.com	
2736349																								0	0	0	21175	0	21175	false	0	0	0	0	0	0	0	0	0	5152	2	0	0	0	0	0	0	false	0	0	0		
2736442																								0	854	0	10000	0	10100	true	0	0	854	0	0	0	0	0	0	5375	4	0	0	0	0	0	0	false	0	100	0	http://www.bowva.com	
2736451																								0	0	1157	16190	0	16190	true	0	0	0	0	772	0	110	0	275	15115	8	0	0	0	0	0	0	false	0	0	0	www.newpeoplesbank.com	
2736714																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	8075	4	0	0	0	0	0	0	false	0	0	0	http://www.missionbank.com	
2736732																								0	0	512	17000	0	17000	true	0	0	0	0	512	0	0	0	0	2703	3	0	0	0	0	0	0	false	0	0	0	http://sunrisebankofarizona.com	
2737029																								0	0	0	12000	0	35000	true	0	0	0	0	0	0	0	0	0	6697	3	0	0	21000	2000	0	0	false	0	0	0	http://www.fcbflorida.com	
2737038																								0	0	0	0	0	15404	true	0	0	0	0	0	0	0	0	0	5870	3	0	0	15000	0	0	404	false	0	0	0	http://www.vbnv.com	
2737775																								0	0	0	0	0	28700	true	0	0	0	0	0	0	0	0	0	6363	5	0	0	0	0	3000	0	true	0	25700	0	http://www.jaxbank.com	
2737841																								0	0	0	8000	0	8000	true	0	0	0	0	0	0	0	0	0	2770	2	0	0	0	0	0	0	false	0	0	0	http://www.freedomaccess.com	
2737980																								146	4	4047	19100	146	104627	true	0	0	4	0	440	0	2441	111	1055	4113	3	350	0	37000	48500	0	27	false	0	0	0	http://www.npbank.com	
2738857																								0	0	0	5000	0	13000	false	0	0	0	0	0	0	0	0	0	5112	3	0	0	8000	0	0	0	false	0	0	0	http://www.horizonbankfl.com	
2742153																								0	0	0	0	0	25000	false	0	0	0	0	0	0	0	0	0	7471	5	0	0	0	25000	0	0	false	0	0	0	http://www.1capitalbank.com	
2743244																								0	0	0	2647	0	10673	true	0	0	0	0	0	0	0	0	0	18837	9	0	0	2000	6026	0	0	true	0	0	0	http://www.RedRiverBank.net	
2744063																								0	0	430	29000	0	36200	true	0	0	0	0	0	0	190	0	240	18017	5	0	0	6000	1200	0	0	true	0	0	0	http://www.towerbank.net	
2744782																								0	0	245	6000	0	11000	false	0	0	0	0	35	210	0	0	0	5628	3	0	0	5000	0	0	0	true	0	0	0	http://www.thelittlebank.com	
2745426																								0	0	583	3500	0	9210	true	0	0	0	0	0	0	0	510	73	2745	1	0	0	4411	1299	0	0	true	0	0	0	www.legendsbank.com	
2745565																								0	0	90	2500	0	2500	true	0	0	0	0	90	0	0	0	0	9137	2	0	0	0	0	0	0	false	0	0	0	http://www.rnb-texas.com	
2745743																								618	0	258	0	0	12698	true	0	0	0	618	21	0	237	0	0	3488	4	0	0	0	11000	0	1698	false	0	0	0	http://www.americancommunitybank.com	
2746227																								0	0	665	2000	0	4000	true	0	0	0	0	0	0	0	0	665	2617	2	0	0	2000	0	0	0	false	0	0	0	www.nanb.com	
2746245																								0	0	1	220	0	220	true	0	0	0	0	0	0	0	0	1	1067	1	0	0	0	0	0	0	true	0	0	0	http://www.cnbcorinth.com	
2746263																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1206	0	0	0	0	0	0	0	false	0	0	0	http://FNBMIDLAND.COM	
2746348																								0	0	0	5000	0	31000	true	0	0	0	0	0	0	0	0	0	5904	2	0	0	5000	21000	0	0	false	0	0	0	http://www.cbnaples.com	
2747242																								0	0	700	0	0	658	true	0	0	0	0	700	0	0	0	0	3534	2	0	0	0	0	0	658	false	0	0	0	http://www.thebusinessbank-frv.com	
2747279																								28	0	25	250	28	3805	true	0	0	0	0	25	0	0	0	0	1696	1	28	0	500	3055	0	0	true	0	0	0	http://www.settlersbank.com	
2747420																								0	4000	1301	9450	0	29460	false	0	0	4000	0	330	0	0	0	971	14490	6	0	0	19610	400	0	0	false	0	0	0	http://WWW.MOUNTAINNATIONALBANK.COM	
2747466																								787	0	26	8100	0	8100	true	0	0	0	787	0	0	16	0	10	3038	2	0	0	0	0	0	0	false	0	0	0	http://ebnemo.com	
2747587																								0	0	605	50821	0	69821	true	0	0	0	0	0	0	247	0	358	0	0	0	0	0	19000	0	0	false	0	0	0	http://www.bankofkc.com	
2748502																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	10517	7	0	0	0	0	0	0	true	0	0	0	www.banksynergy.com	
2748650																								2727	0	0	40000	0	71500	true	0	0	0	2727	0	0	0	0	0	45333	19	0	0	5000	26500	0	0	true	0	0	0	http://www.gatewaybankandtrust.com	
2749059																								0	0	0	1700	0	2850	false	0	0	0	0	0	0	0	0	0	670	1	0	0	650	500	0	0	false	0	0	0		
2750448																								0	0	0	0	0	3950	false	0	0	0	0	0	0	0	0	0	932	1	0	0	1000	2950	0	0	false	0	0	0	http://www.santaclaravalleybank.com	
2750699																								0	0	1340	20000	0	37000	true	0	0	0	0	156	0	294	599	291	9171	4	0	0	4000	13000	0	0	true	0	0	0	http://www.bankofthecarolinas.com	
2751007																								0	0	140	14000	0	15396	true	0	0	0	0	0	0	140	0	0	12762	4	0	0	1396	0	0	0	false	0	0	0	http://www.citizensfirstbank.com	
2751388																								0	0	0	9500	0	10500	true	0	0	0	0	0	0	0	0	0	2904	1	0	0	0	1000	0	0	true	0	0	0	www.somersethillsbank.com	
2751977																								0	116	0	5000	0	5000	true	0	0	116	0	0	0	0	0	0	4074	2	0	0	0	0	0	0	false	0	0	0	www.albemarlefirstbank.com	
2753588																								0	0	364	2750	0	19750	false	0	0	0	0	204	0	160	0	0	3947	3	0	0	6000	11000	0	0	false	0	0	0	http://WWW.RELIANCEBANKING.COM	
2753917																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0		
2754389																								0	0	0	20000	0	55732	true	0	0	0	0	0	0	0	0	0	100	0	0	0	25732	10000	0	0	true	0	0	0	http://www.stonebridgebank.com	
2755733																								33	0	0	0	0	2000	true	0	0	0	33	0	0	0	0	0	13414	5	0	0	2000	0	0	0	false	0	0	0	http://www.firstdupagebank.com	
2756730																								0	0	251	3125	0	3125	false	0	0	0	0	0	0	251	0	0	482	1	0	0	0	0	0	0	false	0	0	0		
2756749																								0	0	764	1000	0	7000	true	0	0	0	0	0	0	0	0	764	1495	1	0	0	2000	4000	0	0	true	0	0	0	www.greenvillecommunitybank.com	
2756767																								0	0	0	10625	0	10625	true	0	0	0	0	0	0	0	0	0	4093	3	0	0	0	0	0	0	true	0	0	0	http://sunsetbankandsavings.com	
2756785																								150	0	22	16000	0	48000	true	0	0	0	150	22	0	0	0	0	17483	5	0	0	0	32000	0	0	false	0	0	0	http://www.crescentstatebank.com	
2756909																								0	0	0	2000	0	5000	true	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	ccbankonline.com	
2757205																								110	0	0	10457	0	13421	true	0	0	0	110	0	0	0	0	0	9293	3	0	0	0	2964	0	0	true	0	0	0	http://www.mvbbanking.com	
2757586																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	www.kingtrust.com	
2757906																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	4100	4	0	0	0	0	0	0	true	0	0	0	WWW.SENECANB.COM	
2757951																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	WWW.CAMBRIDGE APPLETON.COM	
2758024																								0	0	203	0	0	0	true	0	0	0	0	0	0	0	0	203	143	3	0	0	0	0	0	0	false	0	0	0	http://WWW.MEMPHISFIRSTBANK.COM	
2758613																								0	0	694	7000	0	58700	true	0	0	0	0	0	0	694	0	0	801	0	0	0	21700	30000	0	0	false	0	0	0	http://www.firstib.com	
2759629																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	4381	5	0	0	0	0	0	0	false	0	0	0		
2760102																								0	0	0	1000	0	13716	true	0	0	0	0	0	0	0	0	0	7222	4	0	0	1213	11503	0	0	false	0	0	0	http://WWW.COASTALCOMMERCE.COM	
2760232																								0	0	0	0	0	4912	true	0	0	0	0	0	0	0	0	0	5152	3	0	0	4000	0	0	0	true	0	912	0	www.villagebank.com	
2761912																								0	0	0	29000	0	34000	false	0	0	0	0	0	0	0	0	0	8322	3	0	0	5000	0	0	0	false	0	0	0	http://www.firsttrustnc.com	
2761930																								546	0	214	0	0	0	true	0	0	0	546	0	0	0	214	0	44	0	0	0	0	0	0	0	false	0	0	0	http://www.allegiancecommunitybank.com	
2761967																								191	0	0	13300	191	15300	true	0	0	0	0	0	0	0	0	0	3093	3	334	0	2000	0	0	0	true	0	0	0	www.firstpersonalbank.net	
2762638																								0	0	315	0	0	2000	true	0	0	0	0	0	0	0	0	315	3888	3	0	0	0	2000	0	0	true	0	0	0	www.wcbank.net	
2764212																								0	0	0	8093	0	18535	true	0	0	0	0	0	0	0	0	0	25224	7	0	0	7500	2942	0	0	false	0	0	0	www.parkebank.com	
2764258																								0	0	0	0	0	222	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	false	0	0	0	http://www.INTERVESTNATBANK.COM	
2765602																								0	0	485	10000	0	10000	true	0	0	0	0	0	0	0	0	485	4908	7	0	0	0	0	0	0	false	0	0	0	http://www.firstcitrus.com	
2765611																								0	0	0	4000	0	14000	true	0	0	0	0	0	0	0	0	0	14892	4	0	0	10000	0	0	0	false	0	0	0	http://www.grandbankflorida.com	
2767763																								0	0	75	44700	0	82600	true	0	0	0	0	0	0	75	0	0	7118	4	0	0	15100	22800	0	0	false	0	0	0	www.millenniumbank.com	
2769383																								0	0	0	1250	0	3250	true	0	0	0	0	0	0	0	0	0	4417	2	0	0	2000	0	0	0	true	0	0	0	http://www.bocc.com	
2769570																								0	0	737	0	0	897	true	0	0	0	0	5	0	286	0	446	1806	1	0	0	166	731	0	0	false	0	0	0	http://www.pjsb.com	
2769589																								193	0	0	0	0	14300	true	0	0	0	193	0	0	0	0	0	27864	7	0	0	0	14300	0	0	false	0	0	0	http://www.reliancebankstl.com	
2769954																								0	0	317	6000	0	10500	true	0	0	0	0	0	0	317	0	0	969	1	0	0	1500	3000	0	0	true	0	0	0	www.ngnb.net	
2769972																								0	0	0	0	0	1647	false	0	0	0	0	0	0	0	0	0	200	2	0	0	0	1647	0	0	false	0	0	0		
2771694																								0	0	0	0	0	5500	true	0	0	0	0	0	0	0	0	0	266	0	0	0	5500	0	0	0	false	0	0	0	http://www.firsthomebank.com	
2771797																								924	0	0	3000	0	17971	true	0	0	0	924	0	0	0	0	0	5844	5	0	0	0	14971	0	0	false	0	0	0	www.fnb-palm.com	
2773867																								0	0	0	5000	0	5000	true	0	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0	0	false	0	0	0	http://hvcbonline.com	
2774707																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0		
2775151																								0	0	530	5000	0	25000	true	0	0	0	0	0	0	530	0	0	5133	2	0	0	20000	0	0	0	true	0	0	0	www.albanybankandtrust.com	
2775179																								0	0	0	0	0	2000	true	0	0	0	0	0	0	0	0	0	1190	0	0	0	1000	1000	0	0	false	0	0	0	http://cfirstbank.com	
2775692																								0	0	0	0	0	1400	true	0	0	0	0	0	0	0	0	0	1511	3	0	0	1400	0	0	0	false	0	0	0	http://www.communitybankwichita.com	
2777070																								0	0	741	535	0	9291	true	0	0	0	0	0	0	161	0	580	532	0	0	0	4568	4188	0	0	false	0	0	0	www.firstlouisiana.com	
2777472																								0	0	75	72801	0	73734	true	0	0	0	0	0	0	75	0	0	10991	7	0	0	0	933	0	0	false	0	0	0	www.shenandoahvnb.com	
2777650																								1000	0	0	175000	0	951000	true	0	0	0	1000	0	0	0	0	0	0	0	0	0	491000	285000	0	0	false	0	0	0	http://www.metlifebank.com	
2781152																								0	0	72	7000	0	13500	true	0	0	0	0	0	0	72	0	0	637	0	0	0	6500	0	0	0	false	0	0	0	www.arlingtonbank.com	
2782337																								0	0	0	4500	0	4500	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	http://eastvalleybank.com	
2783660																								0	0	1005	3500	0	5500	true	0	0	0	0	1005	0	0	0	0	11501	5	0	0	2000	0	0	0	false	0	0	0	http://www.fcb-yourbank.com	
2783736																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	5377	5	0	0	0	0	0	0	true	0	0	0	www.suncoastbank.com	
2783772																								0	0	0	0	0	1903	false	0	0	0	0	0	0	0	0	0	35	0	0	0	718	1185	0	0	false	0	0	0		
2785477																								0	0	0	2050	0	4130	true	0	0	0	0	0	0	0	0	0	164	0	0	0	1580	500	0	0	false	0	0	0	http://www.theasianbank.com	
2785637																								225	0	0	0	225	0	true	0	0	0	0	0	0	0	0	0	6080	5	225	0	0	0	0	0	true	0	0	0	http://www.cbsjbank.com	
2785646																								0	0	22	4500	0	5500	true	0	0	0	0	0	0	22	0	0	3352	2	0	0	500	500	0	0	false	0	0	0	http://www.bankwiseonline.com	
2787770																								0	0	560	0	0	0	true	0	0	0	0	517	0	43	0	0	3278	2	0	0	0	0	0	0	false	0	0	0	www.bankofthejames.com	
2788656																								219	0	0	0	0	1900	true	0	0	0	219	0	0	0	0	0	5105	5	0	0	226	1674	0	0	false	0	0	0	http://www.lscb.com	
2791003																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	6549	4	0	0	0	0	0	0	false	0	0	0	http://www.westsoundbank.com	
2791076																								0	0	0	26650	0	26650	true	0	0	0	0	0	0	0	0	0	4444	2	0	0	0	0	0	0	false	0	0	0	http://www.cornerstonebankfl.com	
2791085																								0	0	0	5000	0	5000	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	www.sofisa.com	
2791281																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	2000	1	0	0	0	0	0	0	false	0	0	0	fbdel.com	
2791517																								0	0	164	500	0	1750	true	0	0	0	0	0	0	0	0	164	2393	1	0	0	750	500	0	0	true	0	0	0	http://www.statebankfreeport.com	
2792064																								238	0	0	6500	238	20500	true	0	0	0	0	0	0	0	0	0	5956	3	357	0	6150	7850	0	0	true	0	0	0	http://www.communitybankonline.com	
2792466																								0	0	697	29634	0	31131	false	0	0	0	0	0	0	0	0	697	1148	1	0	0	1497	0	0	0	false	0	0	0		
2793155																								340	0	0	0	0	0	true	0	0	0	340	0	0	0	0	0	5573	2	0	0	0	0	0	0	false	0	0	0	http://www.millenniumbank.net	
2793593																								0	0	0	0	0	2042	true	0	0	0	0	0	0	0	0	0	491	0	0	0	2000	0	0	42	false	0	0	0	http://www.thecbet.com	
2793883																								0	0	38	9500	0	11500	true	0	0	0	0	0	0	30	0	8	7993	6	0	0	2000	0	0	0	false	0	0	0	http://www.gbtrust.com	
2794732																								0	0	323	0	0	0	false	0	0	0	0	265	0	58	0	0	1415	2	0	0	0	0	0	0	false	0	0	0	http://www.sccommunitybank.net	
2796017																								0	0	171	0	0	0	true	0	0	0	0	171	0	0	0	0	6595	4	0	0	0	0	0	0	false	0	0	0	http://northcountybank.com	
2796277																								132	0	0	0	0	1333	false	0	0	0	132	0	0	0	0	0	1481	2	0	0	745	588	0	0	true	0	0	0	http://philadelphiatrust.com	
2796295																								1222	0	350	0	0	30000	true	0	0	0	1222	0	0	0	0	350	588	0	0	0	5000	25000	0	0	false	0	0	0	http://www.strategiccap.com	
2796615																								0	0	0	0	0	21000	true	0	0	0	0	0	0	0	0	0	9936	10	0	0	6000	15000	0	0	false	0	0	0	www.bankofflorida.com	
2797153																								422	0	135	0	422	58	true	0	0	0	0	0	0	0	0	135	0	0	522	0	0	0	58	0	false	0	0	0	www.lincolnstatebank.com	
2797162																								0	0	77	2000	0	4000	true	0	0	0	0	0	0	77	0	0	1695	4	0	0	1000	1000	0	0	true	0	0	0	http://www.saukvalleybank.com	
2797171																								0	0	203	3432	0	9432	true	0	0	0	0	0	0	60	0	143	1512	1	0	0	4500	1500	0	0	false	0	0	0	http://www.bankofwausau.com	
2797210																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	http://www.oldpoint.com	
2797359																								0	0	0	0	0	15000	true	0	0	0	0	0	0	0	0	0	12011	8	0	0	0	15000	0	0	false	0	0	0	http://FIRSTCENTRALSAVINGS.COM	
2797724																								6330	0	400	11000	0	47958	true	0	0	0	6330	400	0	0	0	0	74385	11	0	0	2997	33961	0	0	true	0	0	0	www.townebankonline.com	
2798897																								0	0	0	3000	0	3000	true	0	0	0	0	0	0	0	0	0	14187	7	0	0	0	0	0	0	false	0	0	0	www.southernheritagebank.com	
2799250																								0	0	256	0	0	0	true	0	0	0	0	256	0	0	0	0	4460	3	0	0	0	0	0	0	false	0	0	0	http://1stchoicebank.cc	
2799399																								323	0	0	3232	0	13232	false	0	0	0	323	0	0	0	0	0	150	0	0	0	0	10000	0	0	false	0	0	0	www.castlebank.biz	
2799803																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	937	2	0	0	0	0	0	0	false	0	0	0		
2800491																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	3802	2	0	0	0	0	0	0	false	0	0	0	http://www.heartlandnb.com	
2802664																								0	0	0	7200	0	27700	true	0	0	0	0	0	0	0	0	0	779	0	0	0	13000	7500	0	0	false	0	0	0	http://www.columbiacommunitybank.com	
2802945																								0	0	0	14300	0	18700	true	0	0	0	0	0	0	0	0	0	264	0	0	0	4400	0	0	0	false	0	0	0	http://www.1stcommercialbank.com	
2803223																								0	0	0	2500	0	2600	true	0	0	0	0	0	0	0	0	0	3709	2	0	0	100	0	0	0	false	0	0	0	www.1sttpeoplesbank.com	
2804284																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	2602	4	0	0	0	0	0	0	false	0	0	0	http://www.satillacommunitybank.com	
2804864																								0	0	25	0	0	14400	false	0	0	0	0	0	0	25	0	0	753	0	0	0	0	14400	0	0	false	0	0	0	http://www.smalltownbank.com	
2804882																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	false	0	0	0	http://www.efirstbank.com	
2804891																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	http://www.efirstbank.com	
2805441																								0	0	0	2000	0	9000	true	0	0	0	0	0	0	0	0	0	9277	5	0	0	2000	5000	0	0	false	0	0	0	http://www.bay-cities-bank.com	
2805535																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	877	3	0	0	0	0	0	0	false	0	0	0		
2805928																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	5538	4	0	0	0	0	0	0	false	0	0	0	http://www.mccbflorida.com	
2806091																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	5429	3	0	0	0	0	0	0	false	0	0	0	http://www.cherokeebank.com	
2806112																								0	0	309	13000	0	28000	true	0	0	0	0	0	0	309	0	0	11508	7	0	0	15000	0	0	0	false	0	0	0	www.unitedamericasbank.com	
2806626																								0	0	0	18000	0	33000	true	0	0	0	0	0	0	0	0	0	1608	1	0	0	0	15000	0	0	false	0	0	0	http://www.paragoncommercial.com	
2806635																								0	0	0	5800	0	5800	true	0	0	0	0	0	0	0	0	0	6125	5	0	0	0	0	0	0	false	0	0	0	http://fnbsteamboat.com	
2806840																								0	0	0	0	0	222	true	0	0	0	0	0	0	0	0	0	3685	4	0	0	0	222	0	0	false	0	0	0	http://wyomingnationalbank.com	
2807173																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	843	3	0	0	0	0	0	0	false	0	0	0		
2808358																								883	0	0	0	0	0	false	0	0	0	883	0	0	0	0	0	1312	1	0	0	0	0	0	0	false	0	0	0		
2808602																								0	0	0	0	0	4059	true	0	0	0	0	0	0	0	0	0	2778	5	0	0	0	4000	59	0	false	0	0	0	http://capitalbankmd.com	
2808787																								0	0	0	11000	0	13000	true	0	0	0	0	0	0	0	0	0	582	0	0	0	2000	0	0	0	false	0	0	0	http://www.desertcommunity.com	
2808808																								0	0	501	800	0	1318	true	0	0	0	0	228	0	0	0	273	3526	4	0	0	400	118	0	0	true	0	0	0	http://www.elkhartbank.com	
2809935																								0	0	0	0	0	9000	true	0	0	0	0	0	0	0	0	0	4342	2	0	0	0	0	7000	2000	false	0	0	0	http://www.flagshipnationalbank.com	
2810007																								0	0	104	8000	0	16000	true	0	0	0	0	0	0	104	0	0	5389	3	0	0	8000	0	0	0	true	0	0	0	www.cfbk.com	
2811086																								0	0	133	0	0	0	false	0	0	0	0	0	0	133	0	0	1279	0	0	0	0	0	0	0	false	0	0	0	http://www.preferred-bank.com	
2813491																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	5158	5	0	0	0	0	0	0	false	0	0	0	http://www.peoplesbanc.com	
2814210																								0	0	0	2500	0	19500	true	0	0	0	0	0	0	0	0	0	1605	1	0	0	10000	7000	0	0	true	0	0	0	http://www.gsbb.com	
2815262																								8704	0	0	6000	0	17771	true	0	0	0	8704	0	0	0	0	0	10774	8	0	0	6000	5771	0	0	false	0	0	0	http://floridachoicebank.com	
2815879																								235	0	0	2200	0	2200	true	0	0	0	235	0	0	0	0	0	701	0	0	0	0	0	0	0	false	0	0	0	http://lawrencebank.com	
2816474																								0	0	0	0	0	9182	true	0	0	0	0	0	0	0	0	0	3136	3	0	0	1000	8182	0	0	false	0	0	0	centrixbank.com	
2817323																								0	0	0	3000	0	6400	true	0	0	0	0	0	0	0	0	0	934	1	0	0	0	3400	0	0	false	0	0	0	www.fstb.com	
2817677																								0	0	42	3000	0	5805	true	0	0	0	0	0	0	42	0	0	1311	2	0	0	1900	905	0	0	false	0	0	0	http://thebaybank.com	
2817837																								0	0	207	1000	0	3250	true	0	0	0	0	87	0	0	0	120	0	0	0	0	1250	1000	0	0	false	0	0	0	http://www.bankofquincy.com	
2818731																								0	0	0	5150	0	7194	true	0	0	0	0	0	0	0	0	0	5963	4	0	0	1250	0	0	0	true	0	794	0	http://heritageonline.biz	
2820604																								0	0	0	1000	0	2500	true	0	0	0	0	0	0	0	0	0	7736	4	0	0	1500	0	0	0	false	0	0	0	http://www.commtrustbank.com	
2823221																								0	0	525	3900	0	3900	false	0	0	0	0	7	0	11	0	507	177	0	0	0	0	0	0	0	false	0	0	0		
2823230																								0	0	258	0	0	0	false	235	0	0	0	0	0	0	0	23	407	0	0	0	0	0	0	0	false	0	0	0		
2826017																								0	1691	0	0	0	0	false	0	0	1691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	2938544	0	0	http://www.glenmede.com	
2826316																								8	0	1296	0	0	0	true	0	0	0	8	728	0	175	0	393	16385	7	0	0	0	0	0	0	false	0	0	0	www.onbbank.com	
2830135																								0	0	0	11349	0	12057	true	0	0	0	0	0	0	0	0	0	168	0	0	0	0	708	0	0	false	0	0	0	http://allegbank.com	
2830537																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	false	0	0	0	http://greatnorthernbank.com	
2833181																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	7469	9	0	0	0	0	0	0	false	0	0	0	http://www.bankr.com	
2833882																								0	0	0	82	0	2648	true	0	0	0	0	0	0	0	0	0	4501	2	0	0	1005	1561	0	0	false	0	0	0	www.nmbonline.com	
2834179																								0	0	0	1500	0	4271	true	0	0	0	0	0	0	0	0	0	4340	2	0	0	1500	1271	0	0	false	0	0	0	http://www.cornerstonenatlbank.com	
2834759																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	979	1	0	0	0	0	0	0	false	0	0	0	http://www.evergreenbk.com	
2835103																								0	0	13	0	0	1000	false	0	0	0	0	0	0	13	0	0	1095	1	0	0	1000	0	0	0	false	0	0	0		
2835626																								0	0	0	20593	0	79789	true	0	0	0	0	0	0	0	0	0	14811	5	0	0	32196	27000	0	0	false	0	0	0	http://www.boardwalkbank.com	
2835756																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	3165	1	0	0	0	0	0	0	false	0	0	0	http://www.transcapitalbank.org	
2836306																								0	0	0	0	0	461	true	0	0	0	0	0	0	0	0	0	5057	2	0	0	0	0	0	461	false	0	0	0	http://buckeyebank.com	
2837059																								0	0	60	0	0	0	false	0	0	0	0	0	0	60	0	0	205	0	0	0	0	0	0	0	false	0	0	0		
2837077																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	true	0	0	0	http://www.banktcnb.com	
2837200																								0	0	0	3350	0	4550	true	0	0	0	0	0	0	0	0	0	11939	5	0	0	0	1200	0	0	false	0	0	0	www.cbsouth.com	
2837406																								0	0	0	7038	0	13058	true	0	0	0	0	0	0	0	0	0	3742	3	0	0	4013	2007	0	0	false	0	0	0	heritagebankfl.com	
2838207																								37058	382	235	99443	37058	115469	false	0	0	382	0	0	0	235	0	0	93	0	37817	0	7041	8985	0	0	false	0	0	0	www.seattlesavingsbank.com	
2839053																								305	0	0	709	305	1448	true	0	0	0	0	0	0	0	0	0	5798	5	305	0	739	0	0	0	false	0	0	0	www.oldmissionbank.com	
2839790																								0	0	1167	7300	0	29800	true	0	0	0	0	778	0	262	0	127	3815	1	0	0	11500	11000	0	0	true	0	0	0	firstreliance.com	
2841047																								0	369	219	0	0	4608	true	0	0	369	0	0	0	27	0	192	6270	5	0	0	938	3670	0	0	false	0	0	0	http://www.communitybank.net	
2841702																								0	0	267	14000	0	14000	true	0	0	0	0	267	0	0	0	0	1696	3	0	0	0	0	0	0	false	0	0	0	http://www.parkwaybanktexas.com	
2843706																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	829	3	0	0	0	0	0	0	false	0	0	0	http://www.winfieldcommunitybank.com	
2843724																								0	0	0	3000	0	3000	true	0	0	0	0	0	0	0	0	0	7228	5	0	0	0	0	0	0	false	0	0	0	www.bankofnorthernmichigan.com	
2845166	1848	0	0	0	0	11000	true	0	0	0	1848	0	0	0	0	0	0	0	0	false	0	11000	0						11000						0	0	0	0	0												0	http://bancopopular.com	
2845205																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	810	0	0	0	0	0	0	0	false	0	0	0	www.afbca.com	
2845755																								0	0	0	0	0	5000	true	0	0	0	0	0	0	0	0	0	1343	2	0	0	0	5000	0	0	false	0	0	0	http://flaglerbankusa.com	
2845782																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	http://www.Bessemer.com	
2846444																								1618	0	0	0	1618	0	true	0	0	0	0	0	0	0	0	0	8801	6	1618	0	0	0	0	0	false	0	0	0	www.tcstatebank.com	
