"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
2657855	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	27	55	0	0																	
2661861	53	0	0	0	0	43	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	26	0	0	34	20	0	Bankcard and debit card fees			Bankcard and debit card expense													
2666400	151	0	0	24	0	176	125	134	115	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	217	0	0	Indirect Admin Fees	Misc Collection Fees	HUB Processing Fees	Consultation Expenses													
2667911	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0	0																	
2667920	0	0	0	0	0	297	0	0	184	43	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	43	0	0	Intercompany occupancy income			Intercompany special services expense	Trust operations expense												
2667939	6	0	6	2	2	0	0	0	8	13	3	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	0	22	9	0				ACCOUNTING	CORRESPONDENT SERVICE CHARGES	EDUCATION											
2667957	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	49	0	0																	
2668598	45	0	0	0	0	0	0	0	30	42	0	0	0	0	0	0	0	150	0	0	0	false	0	0	0	0	31	0	0	96	0	0				Outside Cinsulting (Audit & Accounting)	Franchise Tax					Transfer of Capital Surplus							
2671093	0	0	17	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	68	0	0				Management Fees													
2671105	35	0	0	0	0	21	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	70	0	0	Mortgage Broker Fees			Management Fees													
2678449	18	11	20	20	2	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	0	4	56	12	0				Audit Fees													
2679839	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	206	0	0				Audit and Consultant													
2683014	261	0	0	0	0	386	321	0	233	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	342	230	0	Loan Service Charges	Management Fee Income		Professional Fees													
2683555	87	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	172	0	0	MORTGAGE ORIGINATION FEES									CAPITAL INFUSION FROM PARENT COMPANY							
2684552	29	0	19	86	5	22	0	0	28	0	0	0	0	0	0	0	0	100	0	0	0	false	8	2	0	4	0	2	3	56	20	0	Secondary-market mortgage loan origination fees			ATM and debit card fees						Capital injection by holding company					Rounding error		
2685241	536	0	0	0	0	0	0	0	4567	2451	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	4181	0	0				Service Charges	Professional Services												
2685504	12	0	13	73	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-103	0	false	23	0	0	3	106	4	6	0	35	0												To establish a Reserve for Off Balance Sheet Exposure (per examiners)					
2685764	0	0	0	0	0	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	0	0	Debit card cardholder interchange			Computer maintenance outsourced													
2686211	0	0	0	60	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	235	0	0	Loan Related Fee Income																
2686529	5	0	3	0	4	0	0	0	20	15	8	0	0	0	0	0	0	0	0	0	0	false	2	-55	0	0	0	0	0	0	8	0				Insurance	Accounting/Audit	Custodial									Additional accrued expenses		
2686828	0	0	27	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	60	0	0	Loan Origination Fees																
2687133	53	4	16	14	25	160	21	0	14	18	11	0	0	0	0	0	0	0	0	0	0	false	17	0	0	3	16	3	0	76	34	0	Proc. Fees - Construction Loans/Other	Merchant Procesing Fees - Credit Card Fees		Correspondent Bank Fees	Loan Processing Expense	Audit Expense											
2687487	87	0	0	0	0	1431	87	0	1216	146	173	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Interchange income	Consulting fee		Processing expense	Collection expense	Agent payments											
2689128	1	0	13	0	7	0	0	0	8	7	5	0	0	0	0	0	0	0	0	0	0	true	1	0	0	0	0	2	1	0	6	0				ACCOUNTING AND AUDIT FEES	ILLINOIS DIVISION OF BANKS FEES	INDEPENDENT BANKERS BANK FEES								SINCE THE BANK OF LAWRENCE COUNTY IS A SUBCHAPTER S CORPORATION, SCHEDULE RI-A, ITEM 9 IS A DISTRIBUTION OF EARNINGS, NOT A DIVIDEND.			
2689191	1145	0	0	0	0	5209	268	0	8982	1152	573	0	0	0	0	0	0	0	0	0	0	true	0	-300	1964	0	0	0	0	1787	0	0	Interchange Fees	Purchase Item Fees		Intercompany Portfolio Management & Other Services	Alliance Expense	Credit Card Association Expense								2.k -Card Assn Assessments $462	Adjustment for impact of FIN 48 liability for Uncertain Tax Positions	Adjustment for FAS 155; cash collateral account now carried at FV under FAS 155	
2689463	0	0	0	0	0	1519	1477	13	826	552	427	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	1	0	Merchant fees	Interchange fees	Cardholder fees	Bankcard expenses/bonus rewards expenses	Intercompany expenses	Merchant expenses											
2692753	0	0	0	0	0	31	0	0	35	29	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	48	0	0	Debit Card Income			ATM Processing Expense	Audit Fees												
2692762	21	0	0	0	0	0	0	0	29	25	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	48	22	0				ATM Processing	Taxes not on Income												
2693264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	222	0	0																	
2693693	25	0	10	2	3	5	0	4	41	14	12	0	0	0	0	0	0	0	6	0	0	false	18	0	0	1	2	2	57	62	8	0	wire fees	merchant fees	misc income	atm	telephone	license fee					Bank of the San Juans Bancorporation						
2694430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	81	0	0																	
2694681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
2694935	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15055	0	0	0	false	0	0	0	0	0	0	0	0	0	0										Capital injection from Holding Co							
2694944	28	0	1	7	2	21	6	15	12	9	7	0	0	0	0	0	0	0	0	0	0	false	3	33	0	1	0	1	8	20	5	0	Loan Admin Fees	Loan Admin Fees - Participated	Refund Annual Report	Audit Expense	Telephone Expense	ATM Expense									Previous Period Tax Adjustment		
2696180	0	0	11	0	0	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0	0	Shazam			Shazam													
2697963	21	0	6	0	2	12	362	0	40	104	18	0	0	0	0	0	0	0	0	0	0	false	16	-10	0	0	0	0	7	132	16	0	Rent Income	Income from Subsidiary involved in NMTC Transactions		Audit & Accounting Fees	Professional & Consulting Fees	Insurance Expenses									Changes are due to 2006 year-end audit review		
2699631	57	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	34	0	0	144	0	0																	
2700984	0	0	0	0	0	5475	5914	0	27681	895	0	0	0	0	0	0	0	0	0	-976	0	false	0	0	0	0	0	0	0	896	0	0	Interchange Revenue	Card Revenue		Servicing Contract	Master Card Fees							Acquired allowance from a loan purchase.					
2701767	33	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	28	0	0	0	0	0				HOLDING COMPANY MANAGEMENT FEES													
2702764	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	13	0																	
2705895	245	0	73	52	38	2025	206	147	648	251	105	0	0	0	0	0	0	0	0	0	0	false	19	12	0	0	0	0	22	122	83	0	Check Cashing Fee income	Loan Origination Fees	Debit Card Income	Loan Origination Expense	Professional Fees	Insurance									Adjustment to Subsidiary's December 2006 income statement (per auditors)		
2706016	154	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	82	0	0	217	0	0				AUDIT & ACCOUNTING SERVICES													
2708122	100	0	0	0	0	0	0	0	123	56	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	71	0	0				Professional & Consulting Fees	Bank Franchise Tax												
2710554	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	13	0	0	32	0	0																	
2710705	10	0	9	3	4	0	0	0	12	17	21	0	0	0	0	0	0	0	0	0	0	false	9	0	0	2	0	0	10	6	19	0				ATM EXPENSES	AUDITS AND EXAMS	INSURANCE AND BONDS											
2712978	38	0	39	20	13	0	0	0	117	62	159	0	0	0	0	0	0	0	0	0	0	true	26	-164	0	2	0	2	20	205	158	0				Professional Fees	Travel & Entertainment	Software License & Maintenance								Alliance Bank believes the early adoption of FAS 159 provides a more realistic picture of key business activities of the organization. Certain assets and liabilities are accounted for on a fair market value basis effective 1/1/07.	Impact of early adoption of FAS 159		
2713461	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	false	0	-180	-159	0	0	0	0	130	0	65	Brokerage Fees									Holding Company capital contribution					Adoption of FAS 157 - adjustment for January 1, 2007	SAB 108 entry for prior years	
2713555	60	0	15	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	4	24	2	13	55	33	0																	
2713582	115	0	54	5	36	165	222	0	43	29	50	0	0	0	0	0	0	0	0	0	0	false	20	0	0	3	0	4	163	143	40	0	Mortgage Banking Fees	Lease Administration Fees		Audit and Tax Preparation Fees	Construction Inspection Fees	ATM and Debit card processing fees											
2713920	0	0	0	0	0	-6	14	0	8636	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Barrett Partnership Income	Misc Income-Other		Expense Transfers													
2714217	42	0	36	22	8	0	0	0	62	50	62	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	39	0	0	37	36	0				Computer Expense	Coourier Expense	Customer Services											
2714570	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-198	0	0	0	false	0	0	0	0	0	0	0	125	0	0										Upstream funds to parent company							
2716088	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	99	0	0				shareholders tax accural													
2716163	0	0	26	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	41	0	0				B&O TAXES													
2716613	0	0	0	0	0	116	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	30	0	0	Gain on Sale of Gov't Guaranteed Loans			Management Fees													
2716622	0	0	0	0	0	132	0	0	126	0	0	0	0	0	0	0	0	0	0	321	0	false	0	0	0	0	0	0	0	99	0	0	Mortgage Broker Fees			Management Fees								Changes incident to business combination					
2716828	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0	0																	
2717012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
2718297	36	0	57	113	13	0	0	0	161	202	115	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	29	17	65	229	62	0				FF&E including Depreciation	Outside Service Fees	Audit & Tax Fees											
2718345	57	0	36	2	27	441	0	0	128	96	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	2	61	4	23	154	77	0	Mortgage Banking Fees			Loan Origination	Virginia Franchise												
2718596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
2719427	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	57	0	0				Professional recruiting fees													
2719810	8	0	1	60	0	0	0	0	108	346	21	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	16	0	0	132	11	0				Referral Fee	Intercompany management fee	Rental of equipments											
2721103	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	false	0	34	0	0	93	0	0	0	0	0				Intercompany Management Fee											FAS 123R Correction		
2721765	4	0	14	5	32	6	10	0	21	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	1	1	89	10	0	wire fee income	misc operating income		service contracts													
2721877	0	0	0	0	0	0	0	0	25	7	15	0	0	0	0	0	0	0	0	0	0	true	17	0	0	0	0	0	0	0	6	0				Credit Bureau	Audit and accounting	Commission fees								Other computer expense       6 FNI services                           10 Due From Banks                      6			
2722173	11	0	4	5	2	721	288	33	618	254	421	0	0	0	0	0	0	0	0	0	0	false	4	0	0	1	0	0	0	6	7	0	Coin & Currency Fee Income	Check Processing Fee Income	All Other N/I/I	Coin & Currency Fee Expense	Check Processing Fee Expense	All Other N/I/E											
2722922	0	0	0	0	0	0	0	0	31	20	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	36	0	0				accounting fees	insurance												
2723068	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	89	0	0																	
2723666	3	0	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	6	0	0	0	0	0	0	5	9	0														The bank elected to convert to a Sub Chapter S Corporation beginning January 1, 2007.			
2724757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
2724766	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	0	0	5	0				Bank Service Charges													
2726050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	false	0	0	0	0	0	0	0	0	12	0										Capital Injection							
2726416	12	0	8	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	0	0	18	68	18	0																	
2726443	0	0	0	0	0	11	0	0	2	11	1	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	FILING STATE TAX RETURN			GENERAL INSURANCE	PROFESSIONAL GENERAL BUSINESS	COLORADO DIVISION OF BANKING ASSESSMENT											
2727431	33	0	15	0	0	9	0	0	19	17	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	0	4	16	92	11	0	wire transfer fees			taxes other than income	OCC exam fees												
2727619	0	0	0	0	0	35	88	0	36	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	54	0	0	ATM Interchange	Secondary Market Fee		ATM Expense													
2727673	400	0	0	0	0	637	0	0	1780	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	343	0	0	Check Card Revenue			Affiliated Expenses													
2727990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0	0																	
2728661	0	0	0	0	0	0	0	0	102	99	0	0	0	0	0	0	0	-200	0	0	0	false	0	0	0	0	0	0	0	126	0	0				Other Insurance	Professional services (including legal, accounting, consulting, etc.)					Dividend up to holding company							
2729314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	87	0	0																	
2729604	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	false	0	0	0	0	11	0	0	49	11	0										Injection fo Capital							
2729770	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	87	0	0																	
2730431	0	0	31	59	0	118	53	0	55	65	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	66	0	0	Real estate subsidiary commissions/fee income	Consulting subsidiary fee income		Real estate subsidiary commission expense	OREO Department expense												
2730477	28	0	42	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	86	0	0				STATE FRANCHISE TAX EXPENSE													
2731876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	36	0	0																	
2732565	0	0	0	0	0	22	0	0	19	17	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	22	0	0	Loan Fees			Telephone Expense	Correspondent Bank Fees												
2733263	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	220	0	0																	
2733348	20	0	25	7	26	110	59	0	98	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	8	0	6	73	1	28	0	merchant discoount	armored car fees		merchant processing													
2734729	0	0	0	0	79	85	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-1529	0	0	0	0	0	84	0	0	Analysis Charges-System Generated			Customer Courier Service											The difference between 2006 retained earnings and march 2007/FASB 159 effect		
2735137	1	0	0	8	0	3	2	0	11	22	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1	1	46	0	0	Merchant Income	Micellaneous Commissions and Fees		Loan Production Expense	Deposit Production Expense												
2735173	43	0	0	54	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	94	0	0				Outsourced operations expense													
2735191	21	0	11	11	9	6	3	1	33	11	1	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	3	0	80	5	0	Origination fees paid by third parties	Wire transfer fees	Other service charges	Consulting fees	Audit fees	D&O Insurance											
2735324	76	0	19	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	5	0	6	3	105	37	0																	
2735913	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	3750	0	0	0	false	0	0	0	0	41	0	0	0	0	0	mortgage referral fees									Capital injection							
2735959	4	0	10	0	0	0	0	0	7	7	4	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	5	26	0	0				Professional Fees	ATM Expense	Insurance Expense											
2736219	504	0	0	255	0	463	10803	349	7620	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	2001	939	0	0	Mastercard Interchange revenue	Operating lease Income	Sell of Software	Lease Depreciation													
2736291	14059	0	0	1310	271	261	73	2716	835	2939	0	0	0	0	0	0	0	0	0	14	0	false	1240	0	0	118	2483	121	1167	4532	725	0	Cable transfer fee	Check cashing and exchange fee	Other current income	Telephone	Professional service							Adjustment to ELoan allowance					
2736349	4	0	6	12	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	39	1	0	55	11	0				OCC assessments													
2736442	20	0	24	0	0	0	0	0	20	155	21	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				TELEPHONE EXPENSE	UBSH MANAGEMENT FEE	FRANCHISE TAX											
2736451	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Depreciation Expense - Computer Software													
2736714	8	0	21	5	3	0	0	0	24	15	0	0	0	0	0	0	0	18	0	0	0	false	3	0	0	0	20	0	0	82	17	0				Audits and Examinations	Other Professional Expenses					Additional Paid-In Capital							
2736732	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	92	0	0				Management Fees													
2737029	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	179	0	0	Table Funded Fees																
2737775	44	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	2000	-836	0	0	false	0	0	0	0	43	0	0	139	0	0				Professional Fees						Capital Infusion	Earnings Payback to Parent Company						
2737980	122	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	213	0	0				Loan Collection Expense										Salaries and employee benefit expense is reported net of direct loan origination costs, in accordance with FAS 91, Accounting for Loan Fees.			
2738857	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	84	0	0																	
2742153	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	124	0	0				Franchise Tax													
2743244	175	0	0	0	0	273	0	0	133	126	114	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	148	0	0	Loan fee income			Ad Valorem taxes	Technology expenses	ATM expenses											
2744063	76	0	16	106	17	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	false	53	0	0	7	99	0	0	188	61	0				Business Development Expense													
2744782	29	0	18	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	0	0	124	27	0	Mortgage brokerage fees																
2745426	39	0	36	0	0	54	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	0	0	0	0	124	55	0	Mortgage Origination Fee			Community Relations													
2745743	34	0	35	76	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	43	0	0	6	0	4	21	205	38	11																	
2746227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	54	0	0																	
2746245	6	0	17	2	2	0	0	0	20	10	0	0	0	0	0	0	0	0	0	-9	0	false	10	0	0	2	0	3	0	12	8	0				Accounting, Loan Review and Compliance	ATM Expense							Adjusting Entry for Allowance-Credit Losses for Off-Balance Sheet Items					
2746263	54	0	34	0	0	0	0	0	32	38	43	0	0	0	0	0	0	7500	0	0	0	true	24	0	0	0	0	0	0	57	56	0				Telephone Expenses	Employee Expenses	Audit Expenses				Capital Contribution				Consulting / Professional Expenses      $42K			
2746348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	26	0	0	0	0	0																	
2747242	37	0	41	10	6	3	11	0	14	16	0	0	0	0	0	0	0	1000	0	0	0	false	5	0	0	0	0	0	0	52	18	0	Merchant Credit Card Fees	Other Credit Card Fees		Audit and Tax Services	Computer Software					Equity infusion from Parent							
2747279	0	0	21	0	0	0	0	0	27	15	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	22	0	0	62	0	0				OH state franchise taxes	Misc audit fees												
2747420	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Master Money Interchange Income																
2747466	10	0	7	0	6	1	2	0	29	14	1	0	0	0	0	0	0	0	0	0	0	false	14	0	0	5	0	8	0	4	15	0	EARLY WITHDRAWAL PENALTIES ON CDS	OTHER CUSTOMER SERVICE FEES/CHECK PRINTING AND WIRE FEES		HOLDING COMPANY SERVICE FEES	OUTSIDE SERVICE FEES	CHARITABLE CONTRIBUTIONS											
2747587	979	0	0	0	0	1677	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	247	0	0	0	0	0	Loan Fee Income			Lending Expenses													
2748502	0	0	0	0	0	80	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	91	0	0	Commitment fees on lines of credit	Mortgage loan brokerage fees															
2748650	148	0	0	0	0	0	0	0	100	156	415	0	0	0	0	0	0	0	0	0	0	false	0	-917	0	0	261	0	0	453	0	280				Telephone	Consultants	Rent									FAS 159 adopted		
2749059	2	0	16	34	21	0	0	0	0	0	0	0	0	0	0	0	0	2180	0	0	0	false	5	0	0	2	0	3	1	56	10	0										capital from holding co inc from bank							
2750448	40	0	11	79	2	5	6	0	30	39	21	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	2	18	84	19	0	Referral Fees -SBA	Referral Fees - Real Estate		Audits & Examinations	Other Professsional Expenses	Telephone & Telephone-Internet/WAN											
2750699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	190	0	0																	
2751007	106	0	28	32	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	5	0	2	19	210	47	0																	
2751388	112	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	4447	0	0	0	false	0	0	0	0	50	0	0	135	66	0				Audit and Accounting						Investment in Bank							
2753588	31	0	37	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	PRIVATE BUSINESS																
2753917	57	0	0	0	0	21	0	0	14	81	16	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	46	28	0	Contract payment			Network Admin Fees	Trust Admin Expenses	Regulatory Assessments											
2754389	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	1	0	0	0	false	0	-26	0	0	41	0	0	0	0	17				Professional fees (including legal)						Recognition of expense on incentive stock options					cumulative net adjustment to equity from adoption of FAS 159		
2755733	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	84	0	0				Professional Fees													
2756730	8	0	7	19	6	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	19	10	0				Other Professional Fees	Shareholder Tax Expense												
2756749	16	0	17	8	3	3	0	0	7	26	22	0	0	0	0	0	0	0	0	0	0	true	13	-82	0	3	7	1	11	70	12	17	Check Cashing Fee			Credit and Loan Expense Less ORE	Audit and Accounting Fees	Software Maintenance and Amortization								Summary of Accounting related to FASB 159. The equity adjustment taken as of January 1, 2007 was ($82,000). The market value adjustment for the first quarter was a gain of $17,000, resulting in a net change for 1st quarter 2007 of ($65,000).	Change in Equity as result of early adoption of FASB 159		
2756767	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	47	0	53	65	0	0																	
2756785	116	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	false	0	0	0	0	0	0	0	225	103	0	Mortgage Origination Fees									Capital Contribution from Parent Company							
2756909	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	137	0	0																	
2757205	39	0	0	0	0	49	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	38	0	0	102	0	0	Visa Debit Card Income			Visa Debit Card Expense													
2757586	0	0	0	0	0	0	0	0	67	14	2	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Administrative allocation from parent	OCC fees and other dues/memberships	Internal Audit Expense											
2757906	13	0	0	0	0	23	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	14	0	0	0	0	0	MORTGAGE FEE INCOME			HOLDING COMPANY MANAGEMENT FEES													
