"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
2897400	135	0	0	34	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0																	
2897633	22	0	29	49	30	0	0	0	16	13	112	0	0	0	0	0	0	750	0	0	0	false	22	0	0	0	0	2	11	112	21	0	24	17	17	0	29				OTHER INSURANCE	CORRESPONDENT SERVICE CHARGES	OREO EXPENSES & FRANCHISE TAXES				CAPITAL INJECTIONS FEB/MARCH 2009							
2897736	0	0	0	35	58	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0	0	0	0	0	0	27				Vendor support													
2897754	0	0	0	33	46	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Capital Shares Tax													
2900092	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0																	
2901558	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	false	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	fees from mortgage broker services									capital infusions							
2902041	0	0	0	86	45	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	false	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0										CAPITAL INFUSION							
2903123	74	0	0	36	73	156	174	0	47	24	53	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	32	0	0	145	55	0	71	63	0	37	66	Mortgage Loan Origination Fees	Fee Income Fom Accounts Receiveable Financing		Other Outside Services	Bank Services Charges	Accounts receivable Financing Expense											
2905163	0	0	0	0	215	0	0	0	23	18	177	0	0	0	0	0	0	6000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Expense allocation from parent	Correspondent bank analysis charges	Collateral use charge from parent				Capital contribution from parent							
2905565	0	0	24	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	0	0	31	0	0	0	22	0	0	14																	
2905604	0	0	0	0	52	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	57	0	0	0	27	0	0	0				Other Taxes													
2905613	2	3	0	7	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	1	3	74	8	0	3	13	20	9	7																	
2905761	6	0	4	33	11	6	1	0	22	19	2	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	10	0	0	40	5	0	0	28	10	0	5	MORTGAGE BROKERAGE FEES	CEDAR FEES		PROFESSIONAL & CLERICAL	B&O TAX, INSURANCE	MISC											
2906311	0	0	0	30	142	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	49	0	0	117	0	0	0	53	27	0	0				Foreclosed Property Expense													
2907019	30	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	false	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0										CAPITAL CONTRIBUTIONS FROM TTAC CORP (BHC)							
2907439	19	0	0	0	24	39	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	false	24	0	0	0	0	0	0	61	0	0	0	0	0	0	0	Operating lease revenue			Management fees													
2907484	258	0	44	19	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	0	149	0	255	373	19	0	0	0	0	0	0																	
2907493	14	0	9	12	16	0	0	0	0	0	0	0	0	0	0	0	0	1250	0	0	0	false	6	40	0	1	0	1	18	31	11	0	0	17	0	5	4										Influx of capital by Holding Company					posting error made to equity capital accounts		
2908575	28	0	0	42	38	0	0	0	227	44	41	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	107	0	0	0	0	33	0	49				Loan Processing	Travel and Entertainment	Investor Fees								Licenses and permits of $50 to be included in line 2			
2910121	0	0	0	24	32	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	0	0	0	0	55	0	0	0	0	61	0	0										Capital Contribution-No Stock Issued							
2910194	11	0	0	0	30	0	0	0	41	6	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	0	0	75	9	0	0	0	0	0	5				Corporate Fees	Donations												
2911128	0	0	26	42	146	138	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	Fees from brokerage of mortgages			Expenses on other real estate owned													
2911511	0	0	2	5	14	2	2	1	62	6	5	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	56	1	0	0	4	0	2	4	Wire Transfer Fees	Chargeback Fees	Miscellaneous Fees	OREO Expense	Repossession Expense	Blanket Bond Expense											
2911856	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0				FDIC Assessments													
2911865	16	0	0	17	46	2	1	29	19	14	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	1	0	2	3	68	10	0	0	29	11	4	9	Wire Transfer Income	Misc	Loan	Courier	Loan												
2911986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0																	
2912367	0	0	42	89	152	8	7	2	76	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	2	0	2	4	246	0	0	13	0	162	0	78	Wire transfers In/Out	Non-Deposit product Income	Merchant Discount Fee Income	OREO costs incurred													
2912750	9	0	7	8	0	0	0	0	13	30	9	0	0	0	0	0	0	0	0	0	0	true	3	0	0	0	0	0	0	56	6	0	0	23	0	0	6				OCC Assessment	Referral Fees	Licenses & Taxes								Miscellaneous Expenses of $6,000			
2913346	39	0	35	46	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	39	0	0	0	0	104	0	0																	
2913551	58	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	3595	0	0	0	false	0	0	0	0	0	0	0	153	0	0	0	36	0	0	0										Cash capital contribution							
2913702	30	0	0	0	64	48	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	0	0	0	0	0	87	0	0	0	0	0	0	0	GAIN/LOSS MORTGAGE SERVICING			FRANCHISE TAX													
2913887	80	0	56	80	132	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	307	75	0	0	84	44	0	42	Mortgage Program Commissions																
2914727	45	0	29	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	39	0	0	0	46	0	0	0	Fees on mortgage loans sold																
2914820	0	0	0	0	0	0	0	0	10	100	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Outsourced Services	Management Fees												
2914905	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0															Cummulative-effect adjustment from the initial adoption of FAS 159, Fair Value Option	Adjustment of Deferred Tax Asset as of 6/30/2007	
2915126	10	0	19	6	27	2	20	10	21	8	52	0	0	0	0	0	0	650	0	0	0	false	12	0	0	3	0	9	18	21	17	0	0	25	19	16	13	Credit Life / A&H Insurance Income	Bank Owned Life Insurance Income	Miscellaneous Income	Computer Software Depreciation & Maintenance	Correspondent Bank Fees	Other Real Estate Expense				Holding Company Loan Capital Injection							
2915461	58	0	0	0	277	52	0	0	40	38	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	305	0	0	0	0	0	0	50	Credit card and other loan fees			Donations and contributions	Dues and memberships												
2915797	0	0	0	35	28	0	0	0	89	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0				Management Fees						Capital Infusion from Parent							
2916365	0	20	0	107	247	0	0	0	58	338	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	23	5	0	110	0	0	60	0	37	0	37				Appraisal fees	Other real estate expense												
2916879	100	0	0	116	99	421	0	0	129	129	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	104	158	2228	0	0	0	0	0	Brokered loan fees			Travel and Entertainment	Offsite storage and other outside services												
2916963	0	0	0	0	0	81	316	0	722	277	43	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	Intercompany overhead income	Other miscellaneous income		Intercompany Special Services expense	Trust operations expense	Intercompany management expense											
2917184	6	19	13	28	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-22	0	false	20	153	0	4	27	4	9	83	18	0	21	14	26	41	12												Allow for Credit Losses for off B/S Items			FIN48		
2919423	0	0	0	40	0	147	47	0	95	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	65	0	0	0	0	61	0	0	Mortgage origination & processing fees	Mortgage service release & yield spread		OREO expenses													
2919898	54	0	0	0	65	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	85	0	0	48	0	49	0	0				Bank Franchise Tax													
2920287	0	0	0	40	42	0	0	0	30	0	0	0	0	0	0	0	0	775	0	0	0	false	0	0	0	0	0	0	0	46	0	0	27	40	0	0	0				Bank shares tax expense						Injection of capital to bank							
2920737	0	0	0	0	190	0	0	0	1950	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	252	45	35	339	0	33	250	0	0	0	143				Management Fees													
2920773	52	0	0	29	58	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	44	0	18	114	26	0	0	53	0	33	0				Contributions													
2921211	0	0	0	0	33	54	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	32	0	0	88	0	0	0	27	0	0	0	Mortgage Loan Origination and Processing Fees	Real Estate Document Preparation Fees															
2921622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0																	
2922674	0	0	0	0	0	1147	0	0	809	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	-11	0	0	0	0	101	66	0	0	0	0	0	0	Credit Card Origination Fee			Credit Origination Services and managment fee from affiliate												Late Correction due to late tax entries booked	
2924128	0	0	0	0	0	0	0	0	62	768	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0				General Insurance	Advisor Fees												
2925620	16	0	17	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	17	0	0	67	9	0	0	0	0	0	0																	
2925666	0	0	167	0	995	109	305	203	280	366	228	0	0	0	0	0	0	0	0	0	0	false	175	0	0	0	195	79	0	0	268	0	842	381	0	227	0	Standby letter of credit issuance	Swap Fees on Sold Loans	Late Fees - Loans	Insurance	Other foreclosure property expense	Courier expense											
2925723	0	0	0	0	39	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	78	0	0	0	0	0	27	0				Capital Purchase Program													
2927615	37	0	30	81	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	1	2	70	24	0	0	19	0	17	28																	
2928733	0	0	0	31	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	78	0	0	0	30	118	0	0																	
2929075	0	0	0	0	31	28	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	Mortgage Broker Fees			Management Fees													
2929253	0	35	30	0	272	0	0	0	38	27	34	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	70	0	0	33	0	0	0	0				Item Processing	Internet Banking	Contract Services								ORE Expense                    66			
2929392	28	0	19	-5	259	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	2	0	5	5	122	24	0	0	0	0	0	0				IT Expenses													
2931603	6324	0	0	0	0	1455	638	512	24988	2115	1544	0	0	0	0	0	0	0	0	0	0	false	1662	0	0	0	0	0	0	3943	0	0	6822	0	0	0	0	Payment Assurance Income	Payment Fee income	Other Program Revenue	Cardholder Rewards, Gift Certificates and Vouchers	Visa Assessments	New Account Costs											
2934903	0	0	0	0	0	89	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	commission from first mortgage dept			write down on oreo property													
2934930	33	0	0	108	139	0	0	0	238	104	39	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	112	0	0	0	36	0	0	29				Other Real Estate Expenses	Loan Expenses	Item Processing Expenses								OCC Assessment of $35 exceeds item 2 threshhold			
2936840	0	0	0	0	47	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0				PURCHASED SOFTWARE & DEPRECIATION													
2938143	0	0	0	71	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	59	0	0	66	0	0	0	26	0	0	0																	
2938198	38	0	0	47	228	183	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	31	0	295	0	0	0	0	0	0	0	Option Income			Intercompany loan servicing expense													
2938769	10	2	12	2	17	12	2	0	8	0	0	0	0	0	0	0	0	1989	0	0	0	false	3	0	0	2	14	2	0	66	14	0	0	14	5	0	7	Master money interchange fee	cdars transaction		Schools, conven & seminars						purchase tarp money							
2939001	6	0	7	5	7	0	0	0	3	10	7	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	16	1	5	72	6	0	1	2	13	0	3				Donations	Correspondent Bank Fees	Courier Service											
2939391	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	20	53	14	0	0	0	0	0	0																	
2941068	183	0	0	0	249	31	0	0	125	0	0	0	0	0	0	0	0	700	0	0	0	false	0	0	0	0	116	0	0	384	67	0	0	69	0	0	0	Debit Card Income			Business Development						Capital Injection							
2941509	0	0	51	29	436	50	0	0	80	55	272	0	0	0	0	0	0	3021	0	0	0	false	51	0	0	0	0	0	0	98	46	0	0	38	0	0	0	Management Fee Income from Holding Co			City and Local Tax	Due from Bank Charges	Deposit and 3rd Part Fees				Investment by Holding Co							
2942524	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0				Management Fees													
2942690	0	0	0	864	1835	733	555	167	298	344	375	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	373	0	0	2420	0	0	98	0	409	0	0	Analyzed client fees	LC Commissions	Foreign exchanges fees	Messenger service	Client relation ships	Cash managemnet											
2942814	0	0	0	0	34	35	0	0	104	30	29	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	Referral Fees			Management Fees	Loan Expense	Courier Expense											
2942823	33	0	27	6	19	0	0	0	12	25	127	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	0	0	24	12	0	0	0	0	0	0				TELEPHONE	EMPLOYEE OTHER EXPENSES	OTHER EXPENSES											
2943389	0	0	0	87	95	0	0	0	33	87	35	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	62	0	0	0	33	73	0	0				OCC assessment	Expenses on Other Real Estate Owned	Armored car services											
2943615	34	0	38	0	119	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	4	44	0	48	86	29	0	0	25	0	60	22				Loan Collection and OREO Expense													
2944715	64	0	61	182	309	645	122	54	58	72	70	0	0	0	0	0	0	0	0	0	0	false	76	0	0	0	0	0	44	45	33	0	97	117	84	138	208	Commissions on foreign remittances	Loan fees	Service fees	Delivery services	Travel and Entertainment	Insurance											
2947556	40	0	29	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	125	0	0	0	0	0	0	540	0	0	0	25	0	0	0																	
2948058	50	0	0	0	58	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	Income from unconsolidated subsidiaries and associated companies																
2948423	40	0	27	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	4	0	1	19	43	2	0	0	5	1	10	6																	
2948450	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0																	
2949710	336	0	0	0	405	42	0	0	99	180	0	0	0	0	0	0	0	0	0	0	0	false	124	0	0	24	182	37	82	260	87	0	120	0	99	253	175	Credit card income			Correspondent bank charges	Commercial fees in-process												
2950604	81	0	0	41	49	0	0	0	38	36	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	0	54	0	0	0	30	0	0	0	30	0	33				Operational Fees	Other Losses												
2950677	0	0	0	0	1012	89	1252	621	866	0	0	0	0	0	0	0	0	10000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	Debt protection fee revenue	Program origination fee revenue	Commercial loan servicing fee revenue	Loan service fees & underwriting expense						Capital contribution							
2951683	0	0	12	0	0	71	22	9	14	0	0	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	0	10	0	0	65	0	0	0	0	0	0	0	Account Analysis Charges	Communications	Agency Funds Fee Income	Seminar Exp-Conferences						Sale of Preferred Stock by holding company pushed down for capital leverage							
2953418	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	45	0	0	0	33	0	0	0																	
2954059	47	0	65	60	73	0	0	0	25	24	27	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	0	0	0	419	48	0	0	15	8	0	18				Correspondent bank fees	Insurance	Loan Expense											
2954497	23	0	0	16	23	465	99	0	22	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	21	0	0	42	24	0	0	0	0	0	31	1-4 FAMILY BROKER FEES	MORTGAGE PROCESSING FEES		CREDIT REPORTING FEES													
2955458	153	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	150	0	0	0	0	0	84	0	0	0	0	0	0	0															2008 Earnings were restated that improved 2009		
2957014	18	0	12	9	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	4	0	7	7	234	19	0	0	0	36	0	15																	
2957667	0	0	0	97	50	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	113	0	0	0	0	27	0	0				OREO Expense													
2958048	14	0	1	3	9	22	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	2	4	42	9	0	0	4	0	11	9	Debit Card Program Income	Secondary Mortgage Origination Fees	Merchant Program Income														
2958972	26	0	0	0	81	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	240	0	0	0	37	0	43	0				Management fees													
2960434	36	33	0	42	142	0	0	0	234	0	0	0	0	0	0	0	0	1700	0	0	0	true	0	0	0	0	52	0	0	104	37	0	0	79	0	0	51				OTHER REAL ESTATE OWNED EXPENSE						Capital Infusion from Desert Hills Capital Corp				JAN 2010 REVISED DUE TO ADDITIONAL CHANGES IN DEC 2008 INCOME AND ALLL PROVISION PER CPA FIRM			
2960555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0																	
2960788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
2961703	16	7	45	20	99	134	59	0	28	137	36	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	33	1	20	78	23	0	0	15	29	8	42	Management fees-commercial/SBA loans	Broker fees-mortgage/commercial/SBA		OCC assessment	OREO/foreclosure/repossession expenses	Non qualified stock option expenses											
2961776	0	0	31	47	56	0	0	0	37	154	38	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	31	0	0	145	24	0	0	68	0	0	0				Courier	Bank charges	Software											
2963266	0	0	0	44	35	80	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	Mortgage Broker Fees			Management Fees													
2963275	11	0	7	4	12	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	1	0	1	17	81	7	0	0	17	7	0	13	Mortgage Unit Fee Income																
2963547	33	0	62	0	112	0	0	0	25	27	30	0	0	0	0	0	0	-65	0	0	0	false	0	0	0	0	32	0	0	79	0	0	0	0	0	0	0				Courier & Armored Car Expense	Correspondant / FRB Fees	PA Shares Tax				Dividend Issued for STock Repurchase							
2963864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0																	
2966614	0	0	0	0	0	102	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	108	0	0	32	26	0	0	0	Mortgage Loan Fees			Loan Expenses													
2967349	464	0	0	0	932	386	211	0	248	170	0	0	0	0	0	0	0	50000	0	0	0	false	162	0	0	0	0	0	0	442	240	0	824	0	150	274	92	loan department fees	merchant fees		reposession expense	merchant cc expense					TARP funds							
2967796	0	0	35	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	80	0	0	31	0	0	39	0																	
2970657	0	0	26	30	97	91	116	0	144	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	0	0	0	216	0	0	0	0	30	0	0	option income	trading income		FIFC servicing fee expense													
2973041	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0																	
2975269	6	0	24	69	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	13	0	2	98	8	0	23	70	0	5	21																	
2975625	6	0	26	86	96	0	0	0	25	26	42	0	0	0	0	0	0	0	0	0	0	false	9	205	0	0	42	0	4	94	31	0	0	57	44	10	26				CREDIT REPORTS AND APPRAISALS	INSURANCE	PA SHARES TAX									PRIOR YEARS FEDERAL INCOME TAX ADJUSTMENT		
2976042	0	0	0	206	0	300	-1305	0	485	-234	46	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	Consulting fees	Revision of prior period estimates		Third Party Fees	Reversals of prior period expense accruals	OCC assessment											
2978297	102	0	47	0	130	52	130	0	984	49	0	0	0	0	0	0	0	3800	0	0	0	false	0	0	0	0	25	0	0	97	0	0	81	0	0	0	0	Credit Card Merchant Fees	Referral Fees - Wealth Management		Management Fee	Merchant Processing					Capital Investment from Parent Holding Company							
2980209	15188	0	0	326	15	13811	-5313	2831	4859	13134	4727	0	0	0	0	0	0	0	0	0	0	false	108	0	0	0	0	0	0	44569	183	-63	43184	228	18856	0	2433	Credit Card Annual Fee	Profit Share Revenue	Credit Card Bounty Income	Software Costs	Rewards	Fraud											
2981813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	50	0	0	0	0	0	0	25	0																	
2981822	41	0	0	37	113	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	128	25	0	27	0	0	31	31	Mortgage Broker Fees																
2986304	88	0	28	7	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	4	0	3	10	158	35	0	45	28	0	28	30																	
2989006	31	0	27	10	52	15	0	0	12	0	0	0	0	0	0	0	0	1500	0	0	0	false	13	0	0	1	6	4	15	35	21	0	7	22	0	19	18	MORTGAGE ORIGINATION FEES			CONVENTIONS AND SEMINARS						ADDITIONAL CAPITAL FROM HOLDING COMPANY							
2994493	12	0	26	11	43	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	33	0	0	3	24	4	17	106	26	0	0	27	0	25	20	Income from Secondary Market Loans																
2996536	5	0	0	3	35	0	0	0	35	186	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	1	6	19	7	0	0	12	14	8	7				Computer Software Maintenance	Merger Expense												
2997216	24	0	31	8	21	18	0	0	45	15	42	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	22	1	11	78	10	0	0	24	1	15	15	Real estate referral income			OREO Exoense	Insurance	courier 13 clearing 11 online banking 18											
2997748	50	0	0	1	32	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	4	90	5	0	0	15	12	6	28				OCC Assessment													
2997926	0	0	0	0	26	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	13	0	0	0	0	0	56	0	0	0	0	0	0	0	Mortgage Origination Fees														Mathematical Error		
2998576	0	0	30	42	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	80	0	12217	0	0	126	0	21																	
2998660	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	32	0	0	0	32	0	0	0																	
2999845	102	0	19	61	43	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	false	79	0	0	27	121	15	48	298	39	0	262	39	0	127	27				Management Fee - Holding Company													
3005097	0	0	0	0	9	0	0	0	5	14	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	36	0	0	0	0	0	0	11				loan expense sec mkt	legan and accounting												
3008306	0	0	0	49	40	0	0	0	20	49	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	22	0	0	87	0	0	17	0	23	0	0				Loan Collection and Repo Expense	OREO Expense												
3009778	0	0	0	0	0	0	0	0	29	142	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0				Service charge - Parent, Central Ops	Items processing charges												
3010000	94	0	42	11	48	33	18	22	28	130	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	0	7	85	20	0	0	22	0	0	26	NSF Fees	Loan late fees	Other	Insurance	Other												
3010318	0	0	25	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	30	0	0	84	0	0	0	46	61	0	0																	
3010363	12	0	18	5	41	46	3	0	26	11	10	0	0	0	0	0	0	0	0	0	0	false	5	0	0	2	17	1	1	61	9	0	24	18	0	0	13	Mortgage Broker Fee Income	Bank Corporation Management Fees		Bank Card Processing Expenses	Security Expenses	Correspondence Bank Service Charges											
3013823	57	0	37	52	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	480	0	0	29	0	0	36	0																	
