"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFN5513	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	TEXT4087	
1225761																										0	0	0	0	66149	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	66149	0	0	0	0	0	false	false		
1225798																										0	0	0	0	11000	true	0	0	0	0	0	0	430	0	0	0	false	0	0	0	1000	3000	3000	4000	0	0	0	0	0	0	0	false	false	http://prsbank.com	
1228034																										1124	3114	0	0	500	true	1124	1903	0	1188	0	23	2266	1	0	0	false	0	0	0	0	0	500	0	0	0	0	0	0	0	0	true	false	http://1stbanknet.com	
1229198																										0	3242	0	0	8000	true	0	350	0	718	2125	49	1654	1	0	0	false	0	0	0	1000	4000	3000	0	0	0	0	0	0	0	0	true	false	WWW.UNBANK.COM	
1229424																										0	8473	11000	0	25281	true	0	1469	0	6074	0	930	19378	5	0	0	true	0	0	0	11000	13000	0	1281	0	0	0	0	0	0	0	false	false	http://omnibk.com	
1293078																										0	424	0	0	20000	true	0	0	0	61	363	0	395	0	0	0	false	0	0	0	0	0	0	20000	20000	0	0	0	0	0	0	true	false	www.pbparis.com	
1349890																										749	88793	324330	749	1053437	true	0	46006	0	0	35792	6995	0	0	749	0	false	0	0	0	324330	382620	182943	163544	0	0	0	0	0	0	0	false	false	http://www.imperialcapitalbank.com	
1356115																										0	8916	0	0	10000	true	0	3036	278	0	105	5497	7590	5	0	0	false	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	false	false	www.putnamstatebank.com	
1356526																										0	7108	42000	0	119500	true	0	2639	0	4026	0	443	4112	4	0	0	true	0	6000	0	47000	35500	14000	17000	48500	6000	0	0	0	2471	6000	false	false	http://www.greerstatebank.com	
1356535																										1769	6181	0	0	105400	true	1769	3584	0	2318	0	279	19017	6	0	0	true	0	0	0	0	55000	5400	45000	105400	0	0	0	0	0	0	true	true	www.capitalbanksc.com	
1356768																										111	721	29000	0	29755	true	111	0	0	0	0	721	10856	3	0	0	true	0	0	0	29000	285	470	0	0	0	0	0	0	0	0	false	false	www.enterprisebanking.com	
1356852																										0	5142	4600	0	29600	true	0	2793	0	949	0	1400	13960	5	0	0	false	0	0	0	19600	10000	0	0	0	0	0	0	0	0	0	true	false	http://firstbankofga.com	
1357466																										0	2252	0	0	0	true	0	2252	0	0	0	0	102	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.fmbankokc.com	
1362246																										132	2372	55000	132	66000	true	0	570	0	1355	0	447	9145	3	132	0	false	0	0	0	55000	11000	0	0	0	0	0	0	0	0	0	false	false	http://www.fosterbank.com	
1366909																										0	764	0	0	245	true	0	233	0	430	0	101	7417	5	0	0	true	0	245	0	0	0	0	0	0	245	0	0	0	0	0	true	false	www.sterlingmontgomery.com	
1367858																										0	12134	14000	0	31000	true	0	8840	0	1753	1365	176	1573	1	0	0	true	0	0	0	19000	12000	0	0	5000	0	0	0	0	0	0	true	false	http://www.cnbnetbank.com	
1369870																										898	0	0	0	0	false	898	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	www.firstfinancial trust.com	
1377521																										545	0	0	545	5000	true	0	0	0	0	0	0	2350	1	545	0	false	0	5000	0	0	0	0	0	0	5000	0	0	0	0	0	true	false	http://merchantsbankca.com	
1386251																										3332	10209	0	0	0	true	3332	8511	0	743	0	955	61036	8	0	0	true	571493	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	www.bancfirst.com	
1390324																										0	0	1500	0	1500	true	0	0	0	0	0	0	910	2	0	0	false	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	true	false	http://www.standingstonenationalbank.com	
1391170																										103	36746	5000	0	28000	true	103	25716	267	3092	0	7671	17876	3	0	0	false	0	0	0	13000	15000	0	0	11000	0	0	0	0	0	0	true	false	WWW.CRESCENTBANK.COM	
1391778																										17773	0	0	0	0	false	0	0	0	0	0	0	0	0	0	17773	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.alliancedata.com	
1393624																										658	2257	510	0	25010	true	0	453	0	55	567	1182	1508	1	0	658	true	0	2000	0	510	17500	5000	0	0	2000	0	0	0	0	2000	true	true	www.communitybankandtrust.com	
1394621																										0	8542	0	0	18	true	0	4127	0	2234	0	2181	10515	2	0	0	false	0	18	0	0	0	0	0	0	18	0	0	0	0	18	false	false	http://metrobankpc.com	
1394676	0	0	0	0	5404895	true	0	1026	0	0	0	false	0	2500000	0	0	0	0	0	2809010	550000	750000	1295885	0	0					5404895			0	0	0	0	0								0										0		false	false	http://www.americanexpress.com	
1396483																										977	145	2000	977	17778	true	0	0	0	145	0	0	4445	3	971	0	true	0	0	0	2000	4767	5011	6000	0	0	0	0	0	0	0	true	false	http://WWW.SOUTHCENTRALBANK.COM	
1396700																										1654	854	0	0	12000	true	1654	854	0	0	0	0	4153	4	0	0	true	0	0	0	6000	6000	0	0	0	0	0	0	0	0	0	true	false	http://www.valricostate.com	
1396764																										0	0	18546	0	34610	true	0	0	0	0	0	0	19742	5	0	0	false	0	0	0	18546	601	15463	0	0	0	0	0	0	0	0	false	false	http://www.berkbank.com	
1397471																										0	4891	0	0	0	true	0	0	0	1305	0	3586	575	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.bankoflittlerock.com	
1398580																										3986	4694	40000	2074	350000	true	1186	63	0	0	0	4631	0	0	3407	726	false	0	0	0	40000	146000	143000	21000	0	0	0	0	0	0	0	false	false	http://WWW.NARABANK.COM	
1401387																										0	0	0	0	30653	true	0	0	0	0	0	0	2509	2	0	0	false	0	15653	0	15000	0	0	0	15000	15653	0	0	0	0	0	false	false	http://www.oldlinebank.com	
1401686																										12599	9004	15000	0	38000	true	12599	3751	0	2580	0	2673	9070	2	0	0	false	0	0	0	18000	20000	0	0	20000	0	0	0	0	0	0	false	false	http://bankfirst.com	
1401891																										0	839	0	0	0	true	0	0	0	0	0	839	17	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://valleybankglasgow.com	
1401903																										0	0	9000	0	29000	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	9000	10000	10000	0	0	0	0	0	0	0	0	false	false	http://www.firstam.com	
1402384																										0	5055	0	0	0	true	0	2727	0	2078	0	250	1131	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.northalabamabank.com	
1402405																										0	2292	0	0	2613	true	0	472	0	879	0	941	895	1	0	0	false	0	0	0	2613	0	0	0	0	0	0	0	0	0	0	false	false	http://www.firstbankofjacksonville.com	
1402610																										0	15619	10000	0	72600	true	0	14570	0	504	0	545	41587	9	0	0	true	0	600	0	10000	13000	0	49000	0	600	0	0	0	0	600	false	false	www.georgiabankandtrust.com	
1402629																										0	1223	200	0	680	true	0	699	0	0	0	524	1289	1	0	0	false	0	0	0	200	0	480	0	680	0	0	0	0	0	0	false	false	www.fcbtampa.com	
1402638																										0	1466	0	0	0	true	0	739	0	28	168	531	10132	6	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.csbcentralfl.com	
1404481																										0	180	0	0	0	false	0	0	0	180	0	0	2393	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.bankofwalterboro.com	
1404883																										0	0	0	0	0	true	0	0	0	0	0	0	1604	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	12500	0	false	false	www.burlingbank.com	
1404940																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
1406980																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
1407512																										1521	5026	3000	0	9000	true	1521	840	0	1275	0	2911	7861	5	0	0	true	0	0	0	3000	6000	0	0	0	0	0	0	0	0	0	false	false	http://www.centerstatena.com	
1407521																										1639	2976	30000	0	105000	true	1568	2514	0	462	0	0	55334	5	0	71	true	0	0	0	85000	20000	0	0	35000	0	0	0	0	0	0	true	false	www.bankofnashville.com	
1407530																										13	25787	0	0	25000	true	0	21398	0	0	0	4389	11448	7	0	13	true	0	0	0	25000	0	0	0	0	0	0	0	0	0	0	true	true	http://www.firstcherokeestate.com	
1407932																										5631	942	0	1454	47977	true	4177	379	0	64	0	499	21638	3	1454	0	true	0	19798	0	0	20000	0	0	0	27798	0	0	179	0	179	true	false	www.thebankonline.com	
1411032																										0	3823	0	0	23125	true	0	3823	0	0	0	0	660	0	0	0	false	0	0	0	10000	10167	2132	227	0	0	0	0	599	0	599	true	false	http://www.inb.com	
1412619																										183	2711	5000	0	27500	true	183	540	0	2171	0	0	3997	3	0	0	false	0	0	0	5000	12500	0	10000	0	0	0	0	0	0	0	false	false	http://1STCONSTITUTION.COM	
1412712																										1052	2469	36000	0	80000	true	0	0	0	0	1350	1119	4523	3	0	1052	false	0	8000	0	36000	12000	24000	0	0	8000	0	0	0	0	0	false	false	http://www.communitywestbank.com	
1414819																										0	8668	0	0	0	false	0	427	0	8095	146	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.helmbankusa.com	
1416327																										3908	0	0	0	0	true	3908	0	0	0	0	0	10156	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.mnbny.com	
1418255																										0	0	2000	0	3300	false	0	0	0	0	0	0	240	0	0	0	false	0	0	0	2000	1300	0	0	0	0	0	0	0	0	0	false	false	http://tustincmtybank.com	
1421040																										0	1089	6000	0	12000	true	0	704	0	385	0	0	10772	4	0	0	false	0	0	0	6000	0	0	3000	3000	3000	0	0	0	0	3000	false	false	http://www.bryanbank@clds.com	
1421095																										833	9293	67500	0	112356	false	833	0	0	0	0	9293	0	0	0	0	false	0	1356	0	67500	28500	15000	0	5000	1356	0	0	0	0	0	false	false	http://www.centennialbank.com	
1421161																										643	10056	0	0	82619	true	643	3503	0	5545	0	1008	25282	4	0	0	true	0	119	0	72500	0	10000	0	82500	119	0	0	0	0	119	true	true	http://www.bankbv.com	
1422980																										0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.northerntrust.com	
1427770																										0	0	0	0	0	true	0	0	0	0	0	0	103	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://fsbtuscola.com	
1429028																										0	70	0	0	0	true	0	0	0	0	0	70	143	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.ballingernationalbank.com	
1434826																										0	0	0	0	40000	true	0	0	0	0	0	0	11864	6	0	0	false	0	0	0	0	0	5000	35000	40000	0	0	0	0	0	0	true	false	http://www.bankannapolis.com	
1435092																										0	0	0	0	0	true	0	0	0	0	0	0	360	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://tnbnetbank.com	
1436071																										0	474	23900	0	23900	true	0	0	0	474	0	0	1918	2	0	0	false	0	0	0	23900	0	0	0	0	0	0	0	0	0	0	true	false	http://www.drummondbank.com	
1436204																										0	0	0	0	55000	true	0	0	0	0	0	0	8378	2	0	0	true	0	0	0	0	20000	20000	15000	15000	0	0	0	0	0	0	true	true	http://www.bankofmarin.com	
1436473																										0	0	20000	0	51000	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	20000	7500	23500	0	0	0	0	0	0	0	0	true	false	http://www.circlebank.com	
1438589																										22983	0	14200	0	157326	true	22983	0	0	0	0	0	0	0	0	0	true	0	1626	0	14200	74088	0	67412	141500	1626	0	0	0	0	0	false	false	http://www.newyorkcommercialbank.com	
1439054																										0	0	0	0	0	false	0	0	0	0	0	0	1036	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	primebankct.com	
1439456																										0	7741	13000	0	18000	true	0	3963	0	0	0	3778	8503	2	0	0	false	0	0	0	13000	5000	0	0	0	0	0	0	0	0	0	true	false	www.rockwoodbank.com	
1440117																										0	3582	3000	0	9500	true	0	1360	0	2222	0	0	12399	6	0	0	false	0	0	0	3000	3000	0	3500	6500	0	0	0	0	0	0	false	false	www.c1stbank.com	
1441600																										34	7660	40000	0	69103	true	34	7660	0	0	0	0	20972	4	0	0	false	0	25241	0	40000	2000	0	1862	2000	25241	0	0	0	0	25241	true	false	http://www.bigskybank.com	
1442661																										0	319	0	0	4000	true	0	319	0	0	0	0	5308	5	0	0	false	0	0	0	0	4000	0	0	4000	0	0	0	0	0	0	false	false	http://www.countyfirstbank.com	
1443266																										0	0	6550000	0	10403500	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	6550000	3853500	0	0	0	0	0	0	0	0	0	false	false	www.bankofamerica.com	
1444021	0	0	0	0	0	false	0	0	0	0	0	false	389211565	0	0	0	0	0	0	0	0	0	0	0	0					0			0	0	0	0	0								0										0		false	false		
1444580																										0	3148	46125	0	105125	true	0	3148	0	0	0	0	7215	3	0	0	true	0	49000	0	46125	0	10000	0	0	49000	0	0	0	0	49000	true	false	http://www.EnterpriseBankFL.com	
1445121																										1079	700	0	0	0	true	1016	0	0	0	0	700	3193	3	0	63	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://WWW.ICBBANK.COM	
1445943																										3091	7979	3103	0	67609	true	3091	3258	310	2757	169	1485	6295	1	0	0	false	0	0	0	9707	809	3637	53456	3000	0	0	0	0	0	0	true	true	http://www.whitakerbank.com	
1447639																										414	407	21312	0	22544	true	414	221	0	186	0	0	13346	4	0	0	true	0	0	0	21312	32	114	1086	0	0	0	0	0	0	0	true	true	www.botw-ep.com	
1450620																										0	17143	15500	0	40288	true	0	10041	0	4997	0	2105	0	0	0	0	true	0	0	0	15500	8788	4000	12000	31500	0	0	0	0	0	0	true	true	www.wfib.com	
1451636																										0	0	5000	0	34404	true	0	0	0	0	0	0	768	1	0	0	false	0	0	0	5000	5000	404	24000	34000	0	0	0	0	0	0	false	true	http://www.arbankersbank.com	
1456501																										0	0	0	0	382000	false	0	0	0	0	0	0	0	0	0	0	false	0	382000	0	0	0	0	0	0	382000	0	0	0	0	0	false	false		
1457003																										3687	21552	0	0	30	true	3687	11607	0	5055	0	4890	25247	5	0	0	true	0	0	0	0	0	0	30	0	0	0	0	0	0	0	true	true	http://www.premierwestbank.com	
1458608																										0	11769	11000	0	90574	true	0	187	0	3961	0	7621	1211	0	0	0	true	0	0	0	11000	27500	28000	24074	0	0	0	0	0	0	0	true	true	www.Gulfbank.com	
1459034																										1764	1015	0	0	6228	true	1716	0	0	351	60	604	23806	4	0	48	true	0	19	0	0	6000	0	0	0	19	71	138	0	24306	228	true	true	http://WWW.BANKOFKY.COM	
1459575																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true		
1459717																										400	982	0	0	15000	true	400	68	0	802	112	0	0	0	0	0	true	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	true	false	http://www.fcbbanks.com	
1459735																										0	3669	21000	0	21000	true	0	3669	0	0	0	0	14058	4	0	0	false	0	0	0	21000	0	0	0	0	0	0	0	0	0	0	false	false	http://WWW.COUNTYBANKDEL.COM	
1459799																										0	264	500	0	6500	true	0	79	0	185	0	0	514	1	0	0	false	0	0	0	500	6000	0	0	0	0	0	0	0	0	0	false	false	http://www.firstpeoplesbank.com	
1462986																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
1464122																										2480	3120	0	0	279	true	2480	2278	0	80	583	179	5608	3	0	0	true	0	20	0	0	0	0	0	0	20	51	69	139	0	226	true	false	www.hancockbank.com	
1466489																										9	6203	2000	9	22665	true	0	2361	0	3470	0	372	25577	8	9	0	false	0	8000	0	2000	5500	0	7165	5165	8000	0	0	0	0	8000	false	false	http://www.savannahbankonline.com	
1469677																										0	1329	0	0	16000	true	0	63	131	1135	0	0	353	0	0	0	false	0	0	0	4000	0	0	12000	14000	0	0	0	0	0	0	true	false	WWW.HERITAGEBANK-KY.COM	
1470150																										0	578	2000	0	3020	true	0	428	0	0	0	150	576	1	0	0	true	0	20	0	2000	1000	0	0	0	20	0	0	0	0	0	true	false	http://www.ffmbank.com	
1471577																										241	2128	2000	0	2000	true	170	2128	0	0	0	0	706	1	0	71	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	false	false	http://www.amsecbank.com	
1473496																										293	3648	3500	0	3500	true	293	414	0	1173	0	2061	3068	3	0	0	true	0	0	0	3500	0	0	0	2000	0	0	0	0	0	0	true	true	http://www.paragonbank.com	
1474309																										0	2515	0	0	0	true	0	533	0	1982	0	0	97	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.corebanking.net	
1478222																										0	22148	44000	0	57750	true	0	8379	0	6781	516	6472	15661	9	0	0	true	0	0	0	44000	11250	2500	0	33500	0	0	0	0	0	0	true	false	http://www.michigancommercebank.com	
1478231																										0	919	0	0	11158	true	0	0	0	0	919	0	40	0	0	0	false	0	0	0	1440	8810	908	0	0	0	0	0	0	0	0	false	false	http://www.bankwithcornerstone.com	
1479470																										0	670	11142	0	26793	true	0	0	0	44	0	626	17714	7	0	0	true	0	0	0	21142	0	5500	151	15500	0	0	0	0	0	0	true	false	woodlandsbank.com	
1479676																										0	0	0	0	0	true	0	0	0	0	0	0	5726	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://WWW.LIBERTYBANKNA.COM	
1480207																										0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	www.arvest.com	
1481745																										202	11296	0	0	2500	true	202	10178	0	675	0	443	3658	3	0	0	true	0	0	0	2500	0	0	0	0	0	0	0	0	0	0	false	false	http://www.premierbanks.com	
1481754																										0	8406	0	0	3000	true	0	6561	0	0	0	1845	3032	2	0	0	true	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	false	false	http://premierbanks.com	
1484595																										3800	345	0	311	65881	true	3489	0	0	345	0	0	13030	2	311	0	true	0	10572	0	0	35000	0	0	0	30572	309	0	0	0	0	true	false	www.skylandscombank.com	
1492817																										0	0	0	0	0	true	0	0	0	0	0	0	484	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	WWW.FIRSTKANSASBANK.COM	
1494240	167525	124836	725000	14232	3957390	true	153293	5129	4	14232	0	true	0	1014826	1645000	460	150000	328454	2120000	1014826	815207	0	3443	1000000	0					3957390			65135	0	30851	2156	26694								0										0		true	false	www.rbcbankusa.com	
1494482																										0	0	0	0	0	false	0	0	0	0	0	0	1158	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
1494914																										1303	6686	0	0	0	true	1303	2426	0	2565	0	1695	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://shbamerica.com	
1496150																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
1516348																										0	0	0	0	1966	true	0	0	0	0	0	0	1872	3	0	0	true	0	0	0	1000	0	0	966	1000	0	0	0	0	0	0	true	false	www.fmsbwayne.com	
1516423																										0	1933	4500	0	60000	false	0	675	0	604	0	654	188	0	0	0	false	0	0	0	4500	0	5500	50000	0	0	0	0	0	0	0	false	false		
1629903																										0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	www.associatedbank.com	
1718188																										1548	10118	0	0	5649	true	1548	3561	0	6416	0	141	983	1	0	0	false	0	720	0	0	0	0	0	0	720	0	4929	0	0	5649	true	false	http://www.northrim.com	
1819366																										2077	1786	0	0	0	true	2077	1786	0	0	0	0	3190	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.sterlingnj.com	
1820979																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
1821976																										2925	13484	0	592	0	true	0	8220	0	2847	0	2417	7049	2	592	2333	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	http://www.buttecommunity.com	
1826382																										0	287	3000	0	5250	true	0	0	0	282	0	5	190	0	0	0	false	0	0	0	3000	2250	0	0	3000	0	0	0	0	0	0	false	false	http://www.first-online.com	
1830035	5445979	204	0	0	21894438	true	1574885	1635	0	0	3871094	false	0	21495438	0	0	0	0	0	21495438	399000	0	0	0	0					14816619			0	0	0	0	204								0										0		false	false	www.bankofamerica.com	
1836701																										0	616	10000	0	12123	true	0	130	0	425	0	61	5358	4	0	0	false	0	0	0	10000	0	0	2123	0	0	0	0	0	0	0	true	false	http://ENTERPRISEEBANK.COM	
1842065																										19021	50442	188000	0	943732	true	19021	40067	4082	1299	3334	1660	115382	6	0	0	true	0	0	0	188000	238380	5000	10000	0	502352	0	0	0	5600	502352	true	true	www.theprivatebank.com	
1852569																										1108	0	0	1108	0	true	0	0	0	0	0	0	279	0	1108	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.anz.com/guam	
1861927																										71	7543	0	0	59095	true	0	3286	0	764	0	3493	19883	4	0	71	false	0	0	0	19705	34525	2067	2798	0	0	0	0	0	0	0	true	false	http://www.mtnwestbank.com	
1862719																										78	8417	31505	0	63753	true	78	3610	0	2354	0	2453	12440	6	0	0	true	0	0	0	31505	28774	1636	1838	0	0	0	0	0	0	0	false	false	fbtonline.com	
1863097																										0	439	2750	0	19731	true	0	0	0	0	0	439	2690	1	0	0	false	0	0	0	6750	7750	5231	0	4000	0	0	0	0	0	0	false	false	www.ledyardbank.com	
1864197																										0	1991	0	0	27000	true	0	1991	0	0	0	0	11302	1	0	0	true	0	0	0	14500	12500	0	0	0	0	0	0	0	0	0	false	false	http://www.ovcb.com	
1864601																										373	5403	0	0	0	true	373	5403	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.metrounitedbank.com	
1865680																										1324	7131	35000	1117	60000	true	0	3015	0	0	0	4116	106	0	1716	207	false	0	0	0	35000	25000	0	0	0	0	0	0	0	0	0	false	false	http://www.saehanbank.com	
1867983																										0	11940	0	0	0	true	0	3364	0	2784	0	5792	4314	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	www.citizensfb.com	
1872941																										0	1473	3000	0	15882	true	0	81	0	1260	132	0	48	0	0	0	false	0	0	0	3000	2329	762	9791	0	0	0	0	0	0	0	true	false	http://arborbanking.com	
1872996																										1078	817	22300	1078	29900	true	0	0	0	817	0	0	9750	3	1078	0	true	0	0	0	22300	4600	3000	0	0	0	0	0	0	0	0	false	false	www.mononabank.com	
1877665																										0	0	0	0	0	true	0	0	0	0	0	0	336	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	www.mojavedesertbank.com	
1879016																										0	2033	8150	0	8150	true	0	1965	0	8	0	60	1169	1	0	0	false	0	0	0	8150	0	0	0	0	0	0	0	0	0	0	false	false	http://www.fsbnwa.com	
1882070																										0	2453	30000	0	30000	true	0	1547	0	600	0	306	4133	2	0	0	false	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	false	false	http://www.bankofarkansas.com	
1885848																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		
1885932																										122	56	3500	0	11100	false	0	0	0	56	0	0	1400	1	0	122	false	0	0	0	3500	0	7600	0	0	0	0	0	0	0	0	false	false	http://www.cbtno.com	
1890525																										1024	2774	0	0	40000	true	47	0	0	100	0	2674	18725	4	0	977	true	0	0	0	40000	0	0	0	0	0	0	0	0	0	0	true	false	http://www.unitybank.com	
1890598																										177	6004	61090	177	150085	true	0	0	0	0	6004	0	770	1	216	0	false	0	0	0	61090	71995	17000	0	0	0	0	0	0	0	0	false	false	http://www.tambank.com	
1892154																										0	1600	2000	0	6000	true	0	437	0	105	0	1058	4877	5	0	0	false	0	0	0	2000	3000	1000	0	0	0	0	0	0	0	0	false	false	http://www.fnbcc.com	
1897168																										0	5270	5500	0	5500	true	0	734	0	647	0	3889	2138	3	0	0	true	0	0	0	5500	0	0	0	0	0	0	0	0	0	0	false	false	http://www.firsttuskegeebank.com	
1897270																										40	21465	0	0	9000	true	40	14809	0	760	330	5566	4592	2	0	0	false	0	0	0	0	9000	0	0	0	0	0	0	0	0	0	false	false	http://www.mohavestbank.com	
1898419																										0	1759	2000	0	3000	true	0	378	0	1381	0	0	1091	0	0	0	true	0	0	0	2000	1000	0	0	0	0	0	0	0	0	0	false	false	www.lakesstatebank.com	
1899902																										0	6519	50000	0	60253	true	0	1957	0	4379	0	183	7143	1	0	0	false	0	0	0	50000	277	3811	6165	0	0	0	0	0	0	0	false	false	www.fibtx.com	
1900675																										0	1123	3000	0	3000	true	0	302	0	211	0	610	0	0	0	0	false	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	true	false	http://citizensbankpagosa.com	
1904020																										0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	NTRS.COM	
1908082																										1631	12732	0	0	74000	true	1631	8017	0	3110	0	1605	41390	9	0	0	false	0	0	0	9000	20000	0	45000	0	0	0	0	0	0	0	false	false	http://bankofnc.com	
1914421																										0	5920	7500	0	7500	true	0	5470	0	450	0	0	0	0	0	0	false	0	0	0	7500	0	0	0	0	0	0	0	0	0	0	false	false	http://www.westerncommunitybank.com	
1916751																										0	0	0	0	2044	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	2044	0	0	0	0	0	false	false	http://www.advantabankcorp.com	
1917301																										6109	8157	0	4309	82000	true	1800	2835	0	5322	0	0	23754	4	3787	0	false	0	0	0	0	52000	6000	24000	0	0	0	0	0	0	0	false	false	www.lakeforestbank.com	
1918344																										5	31547	0	0	63996	true	5	29955	0	0	0	1592	6446	1	0	0	false	0	0	0	28000	10000	0	0	0	0	25996	0	0	0	0	false	false	http://www.preferredbank.com	
1929247																										642	2139	0	0	6000	true	642	594	0	1352	0	193	17889	7	0	0	true	0	0	0	0	6000	0	0	0	0	0	0	0	0	0	true	true	http://www.centerstatebank.com	
1933927																										291	38	33940	291	63768	true	0	38	0	0	0	0	3842	2	291	0	false	0	0	0	33940	21277	8551	0	0	0	0	0	0	0	0	true	false	http://www.foundersbt.com	
1940747																										0	911	0	0	0	true	0	0	0	911	0	0	277	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.desjardinsbank.com	
1945247																										714	0	0	0	0	false	714	0	0	0	0	0	1824	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	http://www.ubphila.com	
1962888																										621	0	0	0	0	true	621	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	http://www.acadiatrust.com	
