"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	
3720												CONF																																																																																																																																																																								4045	0	0	13165	37135	155055	0	1235	0	19115	151696	0	0	0	0	18947	0	0	0	2318	0	0	1066	1066	4101	65570	30831	3388	55717	317	776	0.11848	0.222197	0.209696	0	0	0	17881	1066	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	85271	
3953												CONF																																																																																																																																																																								4004	0	0	0	0	89466	0	1278	0	7431	89502	0	0	0	0	8258	0	0	1460	0	0	0	827	827	619	24211	10671	6638	55244	10996	0	0.083	0.1257	0.1131	0	0	0	7431	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	65701	
4138												CONF																																																																																																																																																																								5745	0	0	0	41421	174235	0	1137	0	17059	173603	0	0	0	0	18038	0	0	297	0	0	0	1137	1137	2053	46256	56843	6837	70485	0	0	0.097354	0.166775	0.156262	0	0	0	16901	1137	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108158	
4147												CONF																																																																																																																																																																								1539	0	0	0	21646	114781	0	629	0	13213	113881	0	0	0	0	13713	0	0	0	0	0	0	629	629	701	33167	23416	8449	57932	394	0	0.1149	0.1796	0.1714	0	0	0	13084	629	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76334	
4156												CONF																																																																																																																																																																								4322	0	0	0	33227	137149	0	1493	0	14179	138024	0	0	0	0	13787	0	0	0	3333	0	0	1298	1298	605	31529	21979	9986	84432	654	0	0.0917	0.133	0.1205	0	0	0	12489	1298	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	103656	
4231												CONF																																																																																																																																																																								2959	0	0	0	58587	115149	0	681	0	12186	113159	0	0	0	0	13690	0	0	0	0	0	0	681	681	0	53279	21160	2914	42639	0	0	0.115	0.2136	0.203	0	0	0	13009	681	-823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64092	
4437												CONF																																																																																																																																																																								4839	0	0	3921	30518	217016	0	1730	0	17967	213927	0	0	0	0	19920	0	0	0	2646	0	0	1730	1730	1346	50381	49794	4677	117596	0	0	0.085	0.1281	0.117	0	0	0	18190	1730	-223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155447	
4839												CONF																																																																																																																																																																								9564	0	0	0	72825	267242	0	1681	0	18247	258755	0	0	0	0	20493	0	0	183	3871	0	0	1681	1681	10131	70429	10787	8839	178141	0	0	0.0727	0.1022	0.0938	0	0	0	18812	1681	-565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200545	
5005												CONF																																																																																																																																																																								10106	0	0	2257	78108	319513	797	1863	0	33474	315984	213	0	0	0	33678	0	0	0	0	0	0	1863	2660	6975	47575	82532	19832	182297	0	0	0.098804	0.144466	0.133055	0	0	0	31018	2660	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233121	
5050												CONF																																																																																																																																																																								2496	0	0	0	29341	89140	0	659	0	7245	88920	0	0	0	0	7816	0	0	0	0	0	0	659	659	6739	24236	12390	2780	46346	0	0	0.0805	0.1344	0.1231	0	0	0	7157	659	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58137	
5069												CONF																																																																																																																																																																								1465	0	0	0	21082	322625	0	6684	0	68675	325864	4077	0	0	0	72361	0	0	1130	16911	0	0	3675	3675	20296	20970	16105	21241	271949	0	0	0.210781	0.248815	0.236178	0	0	0	68686	3675	-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3209	290823	
5135												CONF																																																																																																																																																																								8211	0	0	0	29360	232504	0	2147	0	25721	235629	0	0	0	0	26879	0	0	0	1537	0	0	2147	2147	2239	40458	38302	10832	152696	0	0	0.1054	0.1475	0.1358	0	0	0	24732	2147	-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182185	
5210												CONF																																																																																																																																																																								21360	0	0	20101	357122	929159	0	4226	0	64922	920013	0	0	0	0	73263	0	0	4615	0	0	0	4226	4226	8369	329792	276199	46902	325433	470	0	0.0751	0.1378	0.1298	0	0	0	69037	4226	-4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531799	
5247												CONF																																																																																																																																																																								26009	0	0	0	157566	1075118	0	6068	0	141700	1083521	0	0	0	0	98303	0	0	33174	0	0	0	6068	6068	11819	211782	139095	31181	669703	0	50715	0.0893	0.1232	0.1156	0	0	0	92235	6068	-1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	798194	
5274												CONF																																																																																																																																																																								3994	0	0	0	16691	127853	0	782	0	12044	125803	0	0	0	0	12992	0	0	0	6614	0	0	782	782	1476	29315	25233	6050	72874	0	0	0.0971	0.1363	0.1281	0	0	0	12210	782	-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95338	
5331												CONF																																																																																																																																																																								6749	0	0	0	157086	343853	0	732	0	24630	336995	0	0	0	0	26216	0	0	0	21421	0	0	868	868	3470	159309	88387	21952	94593	0	0	0.075218	0.148034	0.143132	0.070813	0.13604	0.131045	25348	868	-718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177095	
5461												CONF																																																																																																																																																																								18311	0	0	0	113124	385014	0	1937	0	28179	375441	0	0	0	0	29218	0	0	2631	8468	0	0	2137	2137	10521	122610	10503	13778	242219	0	0	0.07233	0.105274	0.097574	0	0	0	27081	2137	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277543	
5751												CONF																																																																																																																																																																								1530	0	0	0	41803	91548	0	770	0	22100	92991	0	0	0	0	23075	0	0	0	2720	0	0	674	674	2772	41148	9824	3062	38889	0	17	0.2409	0.4288	0.4162	0	0	0	22401	674	-318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	53817	
6039												CONF																																																																																																																																																																								5091	0	0	0	9301	80021	0	1114	0	8977	77245	0	0	0	0	9816	0	0	353	3041	0	0	778	778	620	22007	4956	3701	53650	0	0	0.117004	0.158601	0.146031	0	0	0	9038	778	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	61891	
6057												CONF																																																																																																																																																																								347	0	0	77	2674	15559	0	194	0	1464	15752	0	0	0	0	1640	0	0	0	0	0	0	149	149	123	3417	3628	697	8612	0	0	0.0947	0.1379	0.1254	0	0	0	1491	149	-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	11889	
6141												CONF																																																																																																																																																																								3531	0	0	12250	0	36138	0	261	0	3929	35611	0	0	0	0	4190	0	0	0	0	0	0	261	261	483	13450	8421	765	14045	0	0	0.1103	0.2	0.1876	0	0	0	3929	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20946	
6329												CONF																																																																																																																																																																								16220	0	0	1117	51981	302327	0	2921	0	25815	286164	0	0	0	0	28584	0	0	0	8831	0	0	2758	2758	4844	77046	47447	19782	175930	0	0	0.090249	0.129656	0.117146	0	0	0	25826	2758	-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	220460	
6972												CONF																																																																																																																																																																								41161	0	0	223593	36826	820639	0	6644	0	96887	775805	0	0	0	0	99530	0	0	1551	181223	0	0	6644	6644	26918	264176	57337	28687	474852	39813	0	0.1204	0.1533	0.1431	0	0	0	92886	6644	-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649269	
7009												CONF																																																																																																																																																																								8907	0	0	0	102780	358797	535	0	0	55739	414509	0	0	0	0	55494	1770	0	0	0	0	0	0	535	35	76270	26978	11784	254802	0	0	0.1326	0.189	0.1872	0	0	0	54959	535	780	69	29230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	293653	
7045												CONF																																																																																																																																																																								6845	0	0	7058	28095	104649	0	648	0	11134	104400	0	0	0	0	11891	0	0	20	0	0	0	648	648	6572	32872	30607	2725	35427	0	0	0.1077	0.2075	0.1962	0	0	0	11243	648	-109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57315	
7157												CONF																																																																																																																																																																								1202	0	0	0	11067	32416	0	264	0	4030	32018	0	0	0	0	4315	0	0	0	0	0	0	218	218	1437	12196	6330	669	12813	0	0	0.127959	0.234881	0.223015	0	0	0	4097	218	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	18371	
7166												CONF																																																																																																																																																																								28047	0	0	2919	32387	615626	0	6959	0	57110	587568	0	0	0	0	63274	0	0	932	44675	0	0	6597	6597	7730	99830	77702	29485	436740	1678	0	0.0965	0.12	0.1075	0	0	0	56677	6597	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	527093	
7456												CONF																																																																																																																																																																								955	0	0	575	18624	41033	0	301	0	3888	40810	0	0	0	0	4468	0	0	0	0	0	0	250	250	304	19987	0	981	21373	0	0	0.1034	0.1765	0.1666	0	0	0	4218	250	-330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	25319	
7634												CONF																																																																																																																																																																								1874	0	0	337	10459	41768	0	664	0	5228	40430	0	0	0	0	5653	0	0	0	0	0	0	388	388	889	9478	5931	1903	26190	0	0	0.130225	0.183682	0.171075	0	0	0	5265	388	-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	30776	
8033												CONF																																																																																																																																																																								3668	0	0	0	2777	76201	0	793	0	7747	69999	0	0	0	0	8457	0	0	0	0	0	0	689	689	685	21924	7971	2105	46446	0	0	0.110973	0.15382	0.141288	0	0	0	7768	689	-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	54980	
8417												CONF																																																																																																																																																																								407642	0	0	0	0	3234137	0	1174	0	992250	3146577	0	0	0	0	237199	0	0	0	0	0	0	1174	1174	30453	2188418	0	936013	1016440	0	0	0.0987	0.1631	0.1623	0	0	0	236025	1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1454124	
8462												CONF																																																																																																																																																																								6065	0	0	340	32511	73756	0	315	0	9087	74873	0	0	0	0	9648	0	0	349	742	0	0	315	315	1816	39624	2119	1168	30758	0	0	0.1247	0.2394	0.2316	0	0	0	9333	315	-246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40294	
8631												CONF																																																																																																																																																																								3769	0	0	0	15242	48408	0	256	0	6111	47128	0	0	0	0	6530	0	0	0	70	0	0	256	256	653	18716	9936	3610	19622	0	0	0.133127	0.22782	0.218888	0	0	0	6274	256	-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28663	
9357												CONF																																																																																																																																																																								17383	0	0	0	28613	416116	0	3630	0	43728	437303	0	0	0	0	47485	0	0	0	0	0	0	3543	3543	1440	51479	194858	11364	172194	193866	0	0.1005	0.1679	0.1554	0	0	0	43942	3543	-225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	87	282844	
9553												CONF																																																																																																																																																																								1009	0	0	0	2150	65944	0	615	0	6919	64500	0	0	0	0	7545	0	0	0	266	0	0	615	615	215	6377	4467	3056	55516	0	0	0.1074	0.1273	0.1169	0	0	0	6930	615	-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59286	
9807												CONF																																																																																																																																																																								50859	0	0	355955	92144	2549762	0	46613	0	208881	2556965	0	0	0	0	234137	0	0	0	767903	0	0	28162	28162	239638	138051	452176	53401	1763604	0	0	0.080554	0.104784	0.092181	0	0	0	205975	28162	2906	1060	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1185	0	18451	2234469	
9955												CONF																																																																																																																																																																								7608	0	0	0	31299	85405	0	414	0	9197	85234	0	0	0	0	7683	0	0	0	1482	0	0	414	414	740	39571	7953	5564	37792	0	0	0.0875	0.1524	0.1442	0	0	0	7269	414	-227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50424	
10157												CONF																																																																																																																																																																								1457	0	0	2683	21455	53514	0	923	0	5017	54418	0	0	0	0	5406	0	0	0	974	0	0	422	422	1018	24308	1549	2388	27666	0	0	0.091991	0.162396	0.149719	0	0	0	4984	422	-206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	33289	
10250												CONF																																																																																																																																																																								10773	0	0	0	48084	332681	0	2854	0	26425	322862	0	0	0	0	29328	0	0	5993	20845	0	0	2854	2854	3470	63126	40390	9202	228606	0	0	0.082	0.1067	0.0963	0	0	0	26474	2854	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274846	
10849												CONF																																																																																																																																																																								16988	0	0	50999	392	260868	0	2417	0	24758	254999	0	0	0	0	26480	0	0	517	15995	0	0	2417	2417	3098	63548	41093	7334	154850	808	0	0.094623	0.134852	0.122543	0	0	0	24063	2417	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196364	
10858												CONF																																																																																																																																																																								9579	0	0	55972	0	397905	0	4053	0	34225	393681	0	0	0	11044	35169	0	0	0	12537	0	0	4082	4082	7656	69519	15859	12674	305787	11489	0	0.079599	0.105423	0.093187	0	0	0	31087	4082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333598	
11145												CONF																																																																																																																																																																								4740	0	0	643	17126	146327	0	1613	0	13868	143031	0	0	0	0	14424	0	0	0	0	0	0	1092	1092	3165	25425	73119	5345	45690	308	0	0.0936	0.1661	0.1535	0	0	0	13332	1092	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	86839	
11640												CONF																																																																																																																																																																								9474	0	0	0	72869	232944	0	1447	0	21137	231200	0	0	0	0	22673	0	0	0	6916	0	0	1447	1447	4741	74791	28526	12746	126468	0	0	0.0918	0.139	0.1301	0	0	0	21226	1447	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163123	
11837												CONF																																																																																																																																																																								1665	0	0	0	21578	100692	0	1019	0	9530	96141	0	0	0	0	10437	0	0	0	4949	0	0	1019	1019	2119	18006	11870	2741	69536	0	0	0.09796	0.127975	0.11548	0	0	0	9418	1019	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81555	
12030												CONF																																																																																																																																																																								10072	0	0	2090	15390	264510	0	5397	0	22921	258737	0	0	0	0	24648	0	0	0	0	0	0	2748	2748	2988	31817	40510	9993	193614	272	0	0.085	0.112	0.0995	0	0	0	21900	2748	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2649	220146	
12058												CONF																																																																																																																																																																								2996	0	0	863	18699	97500	0	735	0	9932	98023	0	0	0	0	10758	0	0	0	0	0	0	735	735	2357	22209	21866	2561	51941	795	0	0.1023	0.1596	0.1487	0	0	0	10023	735	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67395	
12142												CONF																																																																																																																																																																								9684	0	0	3322	70733	160160	0	1234	0	20376	159238	95	0	0	0	21640	0	0	0	0	0	0	996	996	8800	77673	22411	7401	52916	0	0	0.129642	0.272469	0.259928	0	0	0	20644	996	-268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	79422	
12245												CONF																																																																																																																																																																								2505	0	0	0	31616	100899	0	768	0	11510	99653	0	0	0	0	12004	0	0	493	0	0	0	752	752	1179	30493	31665	2444	37944	0	0	0.1129	0.1996	0.1871	0	0	0	11252	752	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	60133	
12311	830519	0	0	0	4193403	32389308	79	248227	0	1681240	32183632	CONF	0	0	209303	3106573	2095591	20268	54487	3864586	8904	840200	286325	1126604	381357	3414793	6396536	2057363	22154167	449096	0	0.061885	0.107191	0.068318	0	0	0	1979969	1126604	-31582	114504	4871129	3798014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196033	0	0	28981738	31994206	0	0	0	0	0	24339675	0	0	0	796608	796608	0	0	0	796608	0	465477	188178	1248	0	0	0	0	0	174410	656109	0	0	0	0	0	0	-48628	20006	2460915	1487606	273505	0	0	0	397523	51573	0	0	80801	4487148	19771726	35381	173922	0	0	0	2531642	303930	13019	133071	24259	42456	27244	0	0	0	27244	19486	0	0	0	19486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229639	229639	0	0	229639	0	0	0	0	0	0	0	1932293	0	0	0	1932293	0	140410	55623	381357	3555203	6681798	24929798	0	711041	3340899	24929798	28981738	0	83897	83897	1981217	0	0	830519					32389306																																																								
12647												CONF																																																																																																																																																																								1825	0	0	14060	0	60660	0	488	0	6789	61209	0	0	0	0	7277	0	0	0	0	0	0	488	488	444	6677	21041	2109	32986	350	0	0.1109	0.1605	0.1498	0	0	0	6789	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45328	
12656												CONF																																																																																																																																																																								296	0	0	699	0	9573	0	215	0	849	9440	0	0	0	0	927	0	0	0	0	0	0	78	78	221	1218	4719	313	3630	0	0	0.0899	0.152	0.1392	0	0	0	849	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	6097	
12937												CONF																																																																																																																																																																								3501	0	0	0	15161	154852	0	994	0	14791	151211	0	0	0	0	15899	0	0	0	0	0	0	994	994	603	13323	25776	6196	116330	1124	0	0.098571	0.119309	0.11185	0	0	0	14905	994	-114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133259	
12946												CONF																																																																																																																																																																								8352	0	0	763	147548	490459	0	4415	0	45622	493562	0	0	0	0	42406	0	0	0	17596	-758	0	4182	4182	5105	135021	99797	19403	246795	0	0	0.078629	0.126834	0.114326	0	0	0	38224	4182	728	0	0	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	233	334342	
12955												CONF																																																																																																																																																																								4171	0	0	4604	8276	105473	0	876	0	10873	106260	0	0	0	0	11762	0	0	0	0	0	0	876	876	8	12877	15141	4885	78336	1003	0	0.1024	0.132	0.1221	0	0	0	10886	876	-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89135	
13037												CONF																																																																																																																																																																								3057	0	0	0	29723	102673	0	5638	0	9953	101797	0	0	0	0	10901	0	0	1160	4301	0	0	863	863	1373	37009	22394	6755	47675	0	0	0.0986	0.1697	0.1563	0	0	0	10038	863	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4775	64230	
13103												CONF																																																																																																																																																																								16715	0	0	3990	308414	959833	0	6143	0	137924	915454	0	0	0	0	129565	0	0	1035	0	0	0	6405	6405	6191	255974	226955	21674	454201	0	0	0.134571	0.2092	0.198858	0	0	0	123160	6405	14517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619335	
13251												CONF																																																																																																																																																																								1433	0	0	0	7266	33822	0	298	0	3870	33573	0	0	0	0	4229	0	0	0	0	0	0	290	290	164	8733	7724	1011	17567	0	0	0.1173	0.1825	0.17	0	0	0	3939	290	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	23168	
13457												CONF																																																																																																																																																																								627	0	0	0	5872	20083	0	168	0	5416	19422	0	0	0	0	5561	0	0	0	66	0	0	168	168	124	7020	491	1755	12582	0	0	0.2777	0.3898	0.3781	0	0	0	5393	168	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14265	
14052												CONF																																																																																																																																																																								3609	0	0	115	6327	62592	0	683	0	5251	63329	0	0	0	0	5865	0	0	0	0	0	0	581	581	511	10274	17797	1270	34744	0	0	0.083437	0.126395	0.113874	0	0	0	5284	581	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	46402	
