"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	RIADJ536	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
3023701	94	0	84	376	CONF	0	66	1	683	3422	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	0	101	40	0	0	71	82	0	0	0	0		Total Other Income	Total Other Service Charges	OREO EXPENSE	OREO ALLOWANCE											
3025134	108	33	0	268	CONF	0	0	0	126	309	328	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	294	0	0	96	0	90	0	89	0	0				Director & Officer Liability Insurance	Bank Franchise Tax	Oreo Expense										
3025406	458	85	442	799	CONF	906	77	0	301	392	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	198	0	0	1395	109	0	0	28	45	0	0	0	0	INTERNATIONAL/LC INCOME	FRB DIVIDENDS		LOAN ORIGINATION/COLLECTION/OREO/OTHER EXPENSE	CUSTOMER RELATED SERVICES/SUPPLIES											
3025929	19	0	20	0	CONF	35	4	0	38	13	19	0	0	0	0	0	0	0	0	0	0	false	11	0	7	0	1	10	110	25	0	0	26	0	0	11	0	0	Official checks/Mastermoney//Sweep account fees	Wire transfer fees		Outside services & Loan related expenses	Administrative & operating expenses	Other insurance expense & Primevest expenses										
3027174	5	13	35	200	CONF	0	0	0	200	45	85	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	1	172	4	0	0	76	28	22	36	0	0				Legal Expenses - GL#6860050	One-time fee (OSI) - GL#6823085	D&O Liability Insurance										
3027763	42	0	73	127	CONF	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	189	0	0	0	79	0	0	0	0	0				Other Real Estate Owned Expenses												
3028902	121	0	145	80	CONF	135	27	33	198	89	73	0	0	0	0	0	0	0	0	0	0	false	0	0	0	168	0	82	401	75	0	0	120	0	114	0	0	0	Debit Card Income	Loan Prepayment	Loan Service Fee	Network & Software Maintenance Fees	OREO Expense	Collection Expense										
3029589	95	21	0	0	CONF	118	0	0	104	160	0	0	0	0	0	0	0	0	0	0	0	false	85	0	0	183	0	0	155	68	0	189	0	0	0	79	0	0	Visa Check Card Fee's			Cd Investor Fee's	Staff Related Expense											
3030697	54	0	12	153	CONF	27	3	2	52	73	50	0	0	0	0	0	0	0	0	0	0	false	19	0	3	0	4	2	189	38	0	16	114	76	0	77	0	0	Letter of Credit Fees	Merchant Income	Sweep Fees	Courier and Armored Car Expense	Miscelleneous Loan Expense	OCC Assessment										
3032833	0	0	0	0	CONF	0	0	0	25	0	0	0	0	0	0	0	0	0	0	-3	0	false	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0				OREO EXP								UNFUNDED COMMITMENT RESERVE FOR LOAN LOSS				
3034257	155	0	50	7	CONF	98	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	0	29	29	210	229	54	0	0	58	0	110	46	0	0	FCM			other												
3034695	107	0	0	0	CONF	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	62	0	0	368	0	0	0	49	0	0	0	0	0				B & O AND FRANCHISE FEES												
3035759	10	0	23	33	CONF	17	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	3	10	105	26	0	11	24	17	2	11	0	0	Credit Card Merchant Residuals			Adjustment for off-balance sheet credit losses												
3037874	0	0	0	0	CONF	0	0	0	0	75	34	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	87	0	0	0	0	25	0	0	0	0					OREO Expense	Loan Collection Expense										
3039636	80	0	0	94	CONF	-68	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	95	0	0	425	0	0	104	98	128	0	58	0	0	Net Gain (Loss) on Swap			Correspondent Bank Fees												
3041358	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0																
3041974	18227	0	0	0	CONF	9040	7916	5960	89941	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	7971	0	15299	0	0	0	15275	0	0	0	0	0	0	Letters of Credit Fees	FX Fee Income	Unused Line Commitment Fee	Corporate Support												
3042234	26	0	26	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0																
3043651	0	0	0	100	CONF	42	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	95	0	0	114	0	0	0	0	0	0	0	0	0	Mortgage brokerage fees			Correspondent bank charges												
3044500	35	0	9	41	CONF	32	31	0	474	82	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	70	0	0	218	53	0	0	100	119	0	0	0	0	Mortgage Loan Origination Fees	VISA Check Income		OREO Expense	Credit Related Expense											
3045299	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	494	1500	-1975	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Loan Expense	Miscellaneous Expense					Leawood Bancshares (previous holding company) capital contribution	CrossFirst Holdings, LLC (current holding company) capital contribution	FMV Acquisition; Town & Country Bank purchased by CrossFirst Holdings, LLC		Town & Country Bank was acquired by CrossFirst Holdings, LLC on June 30, 2010 resulting in a FMV gain on bargain purchase price of $2,505,000 as reflected on Schedule RI, line 5l.		
3045383	0	0	0	0	CONF	0	0	0	865	505	2291	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	3680	0	0	0	377	0	0	0	0	0				Brokerage Fees	Professional and Services Fees	Corporate Overhead										
3047314	4	0	86	95	CONF	24	0	7	23	23	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	20	0	0	183	25	0	0	138	172	16	35	0	0	Wire Fees		Rental Income	Insurance	Correspondent Bank fees											
3047659	0	0	0	0	CONF	0	0	0	108	27	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	52	0	0	194	0	0	83	43	71	0	0	0	0				Loan Collection & REPO Expense	OREO Expense											
3048487	48	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	0	155	127	46	0	0	0	0	49	27	0	0																
3048861	0	0	0	0	CONF	0	0	0	84	0	0	0	0	0	0	0	0	19115	0	0	0	false	0	0	0	0	0	62	160	48	0	0	83	0	0	0	0	0				De-Conversion Fees - core,data,item processing - vendor change						Recapitalization / Change of Control						
3048982	42	0	0	0	CONF	0	0	0	463	153	0	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	0	0	0	317	0	0	105	0	0	102	0	0	0				Management Fees	ORE & Foreclosure Expenses					Capital Injections						
3049514	99	2	65	125	CONF	12	20	0	41	104	368	0	0	0	0	0	0	0	0	0	0	false	11	0	1	61	2	49	227	30	0	1	79	0	29	22	0	0	Wire transfer fees	Other misc. income		Other professional expenses	Customer expense	Other expense										
3049635	0	0	0	0	CONF	28	0	0	34	48	34	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	112	0	0	61	34	0	0	0	0	0	BOLI			JMFA Expense	Other Losses & Charge Off	Reposession Expense										
3049699	65	0	92	0	CONF	63	36	72	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	145	36	0	0	104	0	0	0	0	0	Domestic / International Wire Fees	Unreimbursed Committment / Prepayment Fees	Loan Documentation Fees													
3049729	36	0	37	99	CONF	6	28	0	121	19	63	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	72	42	0	0	0	0	0	0	0	0	Letter Of Credit	Wire Transfer		Consulting Fees	Internet and Software	Audit Fees										
3051021	83	0	0	89	CONF	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	false	19	0	17	66	0	0	209	39	0	0	84	61	0	53	0	-309										Capital infusion from Holding Company						
3051432	41	0	0	30	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	109	0	0	0	29	0	25	28	0	0																
3052813	97	25	0	112	CONF	37	60	68	57	61	88	0	0	0	0	0	0	0	0	0	0	true	0	0	0	89	0	42	255	0	0	0	51	54	0	62	0	0	Late Charge Income	Wire Fee Income	Other Misc Income	Employee Expenses	Correspondent Bank Fees	Special Assets								Other Income Credit Admin - $29 and Software License and Maintenance Expense - $68 and Operating Losses $164		
3057818	0	0	10	223	CONF	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	15	0	0	78	15	26	30	0	0	Wire Transfer Income															
3058114	19	0	0	4	CONF	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	463	10	0	0	28	0	0	4	0	0				OVERHEAD EXPENSE												
3058329	102	0	48	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	185	0	0	51	89	0	0	0	0	0																
3058619	41	0	66	65	CONF	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	30	0	0	88	29	0	214	0	68	123	45	0	0	MORTGAGE INCOME															
3066025	147	0	0	793	CONF	26	0	0	5203	928	947	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	3	25	0	0	63	486	0	42	0	0	Dividend Income on Federal Reserve Stock			Portfolio management fees	Trust admin and service fees	Other expenses								Other expense is comprised of (1) internal support allocations of $752k for technology, global security, human capital management, corporate and finance services and (2) miscellaneous expenses of $195k.		
3066155	0	0	26	32	CONF	0	0	0	399	82	51	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0				FRB Service Charge	Affiliate Fee	Correspondent Banking Expense										
3067929	0	0	0	175	CONF	0	0	0	1185	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	109	47	0	0	52	0	0	0	0	0				Provision for OREO Loss												
3068579	351	0	0	0	CONF	370	0	0	0	348	186	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	438	91	0	57	75	0	0	0	0	0	Merchant Processing/CML Credit Card				Merchant Processing/CML Credit Card	Bank Shares Tax/Charitable Contributions										
3070545	43	0	45	7	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	23	4	48	224	13	0	118	36	3	26	25	0	0																
3071083	0	0	0	0	CONF	46	70	0	165	0	0	0	0	0	0	0	0	1700	0	0	0	false	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	Fee Income - International	Wire Fees		State and City B&O Taxes						Downstream of capital from parent holding company						
3071391	0	0	456	771	CONF	0	0	0	232	203	110	0	0	0	0	0	0	900	0	0	0	false	0	0	0	0	0	28	362	0	0	0	138	394	0	126	0	0				blanket bond D/O	Expenses on OREO	Third Party Pmts				additional Paid in Capital						
3073199	0	0	68	114	CONF	262	127	-65	105	52	82	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	59	0	0	220	0	0	0	0	164	0	58	0	0	Transaction Referral Income	Servicing Fee Income SBA	Servicing Asset Amortization SBA	Courier Expenses	OCC Assessment Fees	Travel and Entertainment				Downstream Captial to PCB 03/31/10						
3075278	0	95	0	0	CONF	55	80	33	1301	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	269	0	101	308	0	0	143	168	0	0	0	0	0	Mortgage Loan Origination Fee	Mortgage Loan Sales Premium	Other Income	OREO/Repo Expense												
3075474	128	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	223	0	0	228	0	248	459	92	0	230	177	0	0																
3076190	0	0	0	0	CONF	0	0	0	675	118	0	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	36	0	0	95	0	0	0	0	0	0	0	0	0				Foreclosure & ORE-related	Bancorp-allocated expenses					Capital Infusions						
3076220	0	0	79	145	CONF	46	0	0	83	85	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	42	0	0	193	0	0	0	0	156	0	113	0	0	Management Fee			Software Expense	Mortgage Expense											
3076248	15	34	42	359	CONF	46	0	0	4493	1438	356	0	0	0	0	0	0	10000	0	0	0	false	15	0	0	5	0	6	313	55	0	0	142	0	0	84	0	0	Misc loan income			Non-hedging expense due to a temporary mismatch in designated hedges	Affiliated deposit fees	Bank loan expense (appraisals, credit reports etc.)				Infusion of Capital						
3076284	59	0	0	221	CONF	119	0	0	50	165	0	0	0	0	0	0	0	2183	0	0	0	false	0	0	0	0	6	13	212	0	0	0	117	0	0	0	0	0	Trade finance fee			Security and protection	OREO expenses					additional paid-in capital contribution from holding company						
3076453	33	0	21	42	CONF	0	0	0	47	35	25	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	129	28	0	26	57	0	0	24	0	0				Software Expense	Armored Car and Currior	OCC Assessment										
3076604	80	0	99	70	CONF	0	0	0	239	52	60	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	111	52	0	118	104	61	0	0	0	0				Taxes Other Than Income	Courier Costs (other Than Wages)	OCC Assessment										
3077937	0	125	0	67	CONF	107	0	0	72	146	41	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	44	0	0	80	62	0	51	0	0	0	Mortgage Orig/Loan Processing - Secondary Market			OCC Assessment	OREO Expenses	Credit Reports										
3082052	185	137	66	111	CONF	26	0	0	205	143	0	0	0	0	0	0	0	0	0	0	0	false	54	0	0	87	0	99	226	66	0	0	57	0	83	127	0	0	Wire transfer fees			OREO	Loan workout expenses											
3085240	7	0	0	18	CONF	5	0	0	14	25	0	0	0	0	0	0	0	0	0	0	0	false	6	0	1	0	2	2	52	4	0	16	56	14	25	5	0	0	title company investment dividend			OCC assessment	franchise taxes											
3086256	89	0	0	34	CONF	0	0	0	32	122	36	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	125	36	0	0	64	40	0	56	0	0				OCC ASSESSMENT	OREO EXPENSE	Insurance										
3089752	29	0	0	0	CONF	0	0	0	305	125	250	0	0	0	0	0	0	1000	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Indirect charges paid to affiliates	Advisor commission	Other outside services				Capital contribution				Additional amounts for RI-E.2: o. OCC semi-annual assessment $30		
3090338	150	0	49	36	CONF	37	225	42	124	54	0	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	0	0	234	71	0	0	45	72	0	0	0	0	Refund on Data processing expenses from previous periods	Mortgage loan sold	Prepayment penalty	Loan Expense	Insurance Expense					Tier 1 capital borrowed from holding company						
3090833	12	7	12	0	CONF	5	4	70	9	14	162	0	0	0	0	0	0	0	0	0	0	false	6	0	2	0	0	11	84	8	0	3	34	9	3	8	0	0	Wire Transfer	Remote Capture	Misc. Other Income (FHLB,Bill Pay,Levy/Garnishments)	Insurance	Software	Lending & Collection/OREO										
3093964	80	0	288	407	CONF	-901	3250	137	1067	2233	1095	0	0	0	0	0	0	0	0	0	0	false	139	0	0	0	0	0	419	183	0	0	314	650	0	252	0	0	Net Gain/(Loss) on Hedge Agreements	Fees & Service Charges on Loans Held for Sale	Other	Business Development & Travel	Loan Related Fees	All Other										
3095641	0	0	0	161	CONF	0	0	0	282	215	703	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1478	0	0	0	0	0	0	0	0	0				Trust Losses	Trust Tax Services	Intercompany Service Fees										
3097243	26	0	0	0	CONF	85	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	108	26	0	26	0	0	0	0	0	0	Real Estate Department Processing Fees			Real Estate Expense												
3101775	0	0	0	0	CONF	35	0	0	125	29	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	216	0	0	0	47	0	0	0	0	0	Letter of Credit Fees			Bank Franchise Tax	State Exam Fees											
3102893	25	0	0	0	CONF	121	40	0	74	42	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	0	14	109	17	0	0	0	42	0	33	0	0	Service Fees - Business Manager	Miscellaneous Fees		Business Manager Expense	Business & Occupancy Taxes											
3103591	63	0	10	19	CONF	45	0	0	56	21	0	0	0	0	0	0	0	0	0	0	0	false	14	0	2	0	4	7	55	22	0	0	0	0	10	5	0	0	loan & secondary mkt income			OREO Expense	examinations											
3105308	0	0	0	54	CONF	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	84	0	0	0	0	106	0	0	0	0				D&O Insurance												
3108907	0	0	0	0	CONF	0	0	0	0	35	108	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					Correspondent Bank Fees	Security Transaction Fees										
3109043	55	0	83	0	CONF	0	0	0	34	29	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	27	213	57	0	0	64	99	0	0	0	0				Software Maintenance	Correspondent Bank fees											
3109146	101	0	0	141	CONF	32	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	314	0	0	28	140	0	0	0	0	0	LOAN FEES	FANNIE MAE FEE INCOME														
3109584	7	0	1	60	CONF	0	0	0	57	1693	112	0	0	0	0	0	0	1652	0	0	0	false	5	0	1	72	0	9	130	24	0	0	71	-34	9	9	0	0				State Revenue Tax	Other Real Estate Expense	Other Loan Expense				Transfer of Capital from Parent Holding Co						
3110197	126	9	71	11	CONF	25	20	0	241	125	79	0	0	0	0	0	0	0	0	0	0	false	58	0	8	25	13	26	273	76	0	243	30	105	162	134	0	0	Other	FHLB, Plateau dividends		Insurance,donations,correspondent/fed fees,dues, travel,other	Loan & Collection	Software amortization and maintenance										
3112070	9	0	17	8	CONF	3	0	0	33	29	0	40	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	0	188	17	0	0	59	103	0	31	0	0	Wire Transfer Fees			Bank Insurance Expense	Regulatory Fees		Deferred Tax Adjustments									
3115277	16	17	0	10	CONF	0	0	0	64	172	37	0	0	0	0	0	0	-79	0	0	0	false	27	0	0	70	2	13	192	23	0	38	51	18	38	62	0	0				PA BANK SHARES TAX	OTHER LOAN FEES OREO (118) + OTHER LOAN FEES - NON ACCRUAL (54)	INSURANCE				TARP DIVIDEND ACCRUAL						
3116519	0	0	71	0	CONF	77	56	0	133	0	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	0	155	0	0	0	32	0	0	0	0	0	Collection Fees	Recovered Assets		Collection Expense												
3116809	10	7	0	69	CONF	29	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	3	5	127	8	0	0	48	0	0	18	0	0	Real Estate Secondary Market Income			Other Real Estate Expense												
3117431	0	0	41	0	CONF	0	0	0	37	70	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	282	0	0	-3	0	0	0	0	0	0				Courier Expenses	Risk Insurance											
3118447	75	0	47	46	CONF	-274	98	0	35	437	452	0	0	0	0	0	0	3000	0	0	0	false	60	0	0	89	0	0	237	33	0	0	71	85	0	54	0	0	Losses on OREO	Other Miscellaneous Income		Regulatory Fees	OREO Expenses	Writedown on OREO				Infused Cpaital from Holding Company into the bank						
3120646	73	58	33	0	CONF	0	0	0	149	117	39	0	0	0	0	0	0	0	0	0	0	false	44	0	0	58	0	68	121	60	0	0	72	0	0	75	0	0				opns admin services provided	exp- OREO	holding company mngmt fees										
3120897	0	36	0	128	CONF	0	0	0	101	0	0	0	0	0	0	0	0	80	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Other Loan and Collection						Capital Injection						
3121045	41	0	0	83	CONF	0	0	0	55	33	36	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	278	50	0	0	45	121	0	0	0	0				COMPUTER SOFTWARE EXPENSES	TOTAL EXAMINATION FEES	ORE EXPENSES										
3121072	12	0	71	19	CONF	0	0	0	278	84	-281	0	0	0	0	0	0	0	0	0	0	false	83	0	0	0	0	0	421	173	0	0	36	24	0	93	0	0				Agency Fees (collection & credit bureau)	Correspondent Bank Fees	Capitalized FAS91 expenses										
3121081	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
3121308	0	0	0	0	CONF	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	39	104	29	0	62	27	0	58	0	0	0	SERVICE RELEASE FEES															
3122828	0	8	17	7	CONF	73	14	0	20	42	0	0	0	0	0	0	0	0	0	0	0	false	14	0	2	0	3	0	111	18	0	0	71	50	17	6	0	0	Wire Transfer Fees	Foreign Exchange Trade Fees		Security Services	OREO Expenses											
3122994	19	0	72	143	CONF	6	3	302	726	40	25	0	0	0	0	0	0	0	0	0	0	false	18	0	2	0	3	13	97	19	0	17	43	0	9	29	0	0	WIRE FEES	MERCHANT FEE INCOME	MORTGAGE LOAN FEES	OTHER REAL ESTATE EXPENSES	COMPUTER SOFTWARE	CREDIT REPORTS										
3125137	0	0	0	0	CONF	122	0	0	651	98	88	0	0	0	0	0	0	0	0	0	0	true	0	0	0	54	0	0	154	0	0	56	0	0	0	0	0	0	MORTGAGE LOAN BROKERAGE INCOME			AFFILIATE FEE EXPENSE	FRANCHISE TAX EXPENSE	MISC EXPENSE - OREO								OCC ASSESSMENT EXPENSE WAS 57 FOR THE SIX MONTHS ENDING 6-30-10		
3125315	24	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-23	0	0	0	57	163	0	0	0	0	0	0	0	0	0															adjusting journal enteries recorded during 2009 audit that needed to be recorded by bank in 2010	
3125557	51	0	36	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	31	178	0	0	0	38	0	0	44	0	0																
3125566	84	0	65	57	CONF	0	0	0	125	56	48	0	0	0	0	0	0	0	0	0	0	false	0	0	0	88	0	0	199	0	0	0	79	88	0	57	0	0				3rd party customer fees	Deferred compensation expense	Correspondent bank fees										
3128174	75	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0																
3128914	0	0	0	0	CONF	232	83	129	753	449	105	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	119	0	0	0	0	90	0	0	0	0	Gain on sale of fixed assets	BOLI Income	Gains on Securities	OREO Write down	OREO Expense	Misc. Expense										
3128923	37	0	50	56	CONF	0	0	0	16	112	7	0	0	0	0	0	0	0	0	0	0	false	18	0	0	0	5	56	162	29	0	0	12	0	32	23	0	0				State Banking Fees	Repo Expenses / ORE Expenses	Schools & Employee Training										
3129902	0	0	0	52	CONF	0	0	0	32	60	30	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	71	0	0	29	36	0	29	29	0	0				ORE Taxes	ORE Writedown	Tx Dept of Banking Assessment										
3130216	39	0	0	0	CONF	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0				B&O Taxes												
3130999	0	0	0	0	CONF	29	422	160	535	1330	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	111	0	0	0	90	98	0	0	0	0	Wire Transfer Fees	Origination Fee Income	Discount Fee Income	Loan Expenses	Other Real Estate Expenses									Underwriting Fee income   164 Administrative Fee Income  59		
3131400	140	0	39	66	CONF	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	0	0	0	257	32	0	33	104	0	0	81	11245	0				Correspondent Fees												
3133011	0	0	0	0	CONF	0	0	0	31	64	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	132	0	0	0	62	0	0	0	0	0				Bank Insurance	Director Stock Option Expense											
3133570	6	0	8	56	CONF	0	0	0	48	0	0	0	0	0	0	0	0	350	0	0	0	false	2	0	0	0	0	0	53	3	0	0	21	5	0	4	0	0				OREO EXPENSE						Holding Company Capital Injection						
3134250	67	0	34	17	CONF	0	0	0	95	35	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	46	0	0	88	26	0	0	71	0	0	0	0	0				Loan Vendor Fees	Other Real Estate Expenses											
3134399	13	0	7	9	CONF	4	0	0	28	14	0	0	0	0	0	0	0	0	0	0	0	false	6	0	4	0	3	27	134	25	0	37	30	4	0	18	0	4	wire transfer fees			total equipment expense	total travel expense											
3134698	36	0	47	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-28	0	34	0	0	27	0	0	0	27	26	0	40	0	0															FDIC ASSESSMENT 2009 PREMIUM ADJUSTMENT	
3134885	0	0	0	0	CONF	32	0	0	218	52	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	166	0	0	34	50	0	0	0	0	0	Mortgage Loan Fee Income			OREO Expenses & valuation adjustments	Other Outside Services											
3135097	111	0	93	279	CONF	0	0	0	189	215	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	147	127	0	248	0	0				Travel and Automobile	Bank Insurance											
3138146	0	0	0	939	CONF	0	0	0	959	291	364	0	0	0	0	0	0	8500	0	0	0	false	0	0	0	214	0	0	603	0	0	202	0	0	0	0	0	0				Operating Lease Depreciation	OREO Expenses	Loan Costs				Capital Infusion						
3138182	59	0	38	28	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	65	185	0	0	0	0	0	0	0	0	0																
3139321	19	0	14	15	CONF	4	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	24	1	17	54	11	0	3	0	0	12	14	0	0	Miscellaneous Income			Insurance/Miscellaneous												
3140309	23	0	0	21	CONF	0	4	18	52	0	0	0	0	0	0	0	0	0	0	0	0	false	12	-45	0	0	1	0	47	14	0	0	0	0	10	14	0	0		customer service fees	misc inc	OREO expense											Glacier West One LLC Corp taxes filed showing a loss @ Y/E nor reporte on Call Report 12/31/09	
3140822	58	0	0	15	CONF	200	0	0	42	29	0	0	0	0	0	0	0	-220	0	0	0	false	33	0	0	0	0	0	18	57	0	0	35	15	0	29	0	0	Origination/Service Fees			OCC Assessment	Bank Insurance					Reduction in surplus to pay for HC debt						
3141726	0	0	0	220	CONF	129	0	0	631	230	0	0	0	0	0	0	0	0	0	0	0	false	372	0	116	0	94	645	1647	241	0	47	0	219	437	327	0	0	Customer Service Fee			Bankshare Taxes	Rent											
3142358	144	0	0	67	CONF	229	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	false	62	0	0	0	0	55	193	64	0	40	0	530	0	0	0	0	Loan Swap Fees			Miscellaneous Loan Expenses												
3143805	44	0	45	53	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	26	71	0	0	164	0	0	0	52	0	0	0	0	0																
3145162	0	0	33	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	104	0	0	0	42	0	0	0	0	0																
3145797	119	0	0	0	CONF	27	0	0	81	26	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	146	30	0	26	40	0	0	0	0	0	Merchant Charge Card Income			Bank Shares Tax	Employee Expenses											
3145984	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
