"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD4635	RIAD4815	RIADB522	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	LOSSES CHARGED TO RESERVE	CHG IN ALLOW FOR LN&LS LOSS/ADJUSTMT	BEGIN BALANCE (MOST RECENT) IN ALLL	
451068	1476	75	9	158	0	1550	
451246	1048	0	21	11	0	1038	
451424	518	30	2	22	0	508	
451853	190	9	1	0	0	180	
451965	1505000	84000	24000	110000	0	1507000	
452104	1338	22	2	6	0	1320	
452159	930	0	0	0	0	930	
452270	3514	145	14	148	0	3503	
452739	669	25	10	111	0	745	
452841	886	0	61	3	0	828	
452850	1460	127	16	50	0	1367	
453026	476	18	1	7	0	464	
453071	7439	210	4	46	337	6934	
453147	705	15	44	0	0	646	
453352	273	1	20	39	0	291	
453446	601	30	0	8	0	579	
453839	258	15	0	2	0	245	
454340	374	15	1	16	0	374	
454434	2369	101	138	81	0	2211	
454546	1996	30	30	46	0	1982	
454658	435	24	32	32	0	411	
454742	305	0	0	0	0	305	
455150	446	47	15	56	0	440	
455253	8157	1600	193	2246	0	8610	
455365	641964	36100	13069	49170	0	641965	
455459	230	27	1	44	0	246	
455534	436799	42334	4564	53236	0	443137	
455552	1650	0	51	49	0	1648	
455561	2399	141	1	1	0	2258	
455945	508	0	6	0	0	502	
455972	3176	250	7	7	0	2926	
456045	2606	240	14	62	0	2414	
456054	1685	180	11	7	0	1501	
456157	1152	152	3	14	-100	1111	
456250	450	-7	7	0	0	450	
456344	481	3	0	4	0	482	
456447	805	75	11	16	0	735	
456456	3124	655	54	254	0	2669	
456474	10386	425	16	175	0	10120	
456670	1041	247	49	150	0	895	
456755	673	84	30	58	0	617	
456858	1269	90	1	2	0	1180	
456960	19296	2520	259	502	0	17019	
457060	690	110	27	137	0	690	
457145	1804	0	13	10	0	1801	
457220	1047	0	6	25	0	1066	
457426	4192	240	431	25	0	3546	
457547	4867	195	12	206	0	4866	
457659	150	0	0	0	0	150	
457752	622	15	6	0	0	601	
458049	254	0	20	0	0	234	
458142	448	30	4	27	0	441	
458263	3288	25	317	38	0	2984	
458357	794	0	1	3	0	796	
458544	627	49	3	0	0	575	
458553	328	15	0	9	0	322	
458665	134	0	4	1	0	131	
458946	406	0	3	16	0	419	
459046	2404	45	26	106	0	2439	
459130	696	123	50	176	0	699	
459354	652	0	22	21	0	651	
459372	2008	0	0	0	0	2008	
459448	289	6	1	0	0	282	
459644	466	15	5	4	0	450	
459671	1549	15	0	0	0	1534	
460033	2647	105	20	28	0	2550	
460248	2308	121	2	0	0	2185	
460332	1240	0	1	0	0	1239	
460341	1067	490	57	907	0	1427	
460350	176	0	0	0	0	176	
460556	184	0	0	0	0	184	
460770	1007	7	0	0	0	1000	
460855	54472	1975	820	4046	0	55723	
461058	597	28	17	20	0	572	
461245	916	29	0	4	0	891	
461254	874	90	0	56	0	840	
461441	1292	74	7	112	0	1323	
461535	632	0	0	0	0	632	
461946	30	0	6	1	0	25	
462738	750	97	15	137	0	775	
462756	1568	184	38	185	0	1531	
463203	800	0	0	0	0	800	
463342	2028	6	23	4	0	2003	
463351	377	0	1	74	0	450	
463557	3849	130	45	89	0	3763	
463605	748	30	10	95	0	803	
463650	3473	172	22	8	0	3287	
463735	15578	969	375	1344	0	15578	
464116	5815	290	35	117	0	5607	
464255	290	0	1	4	0	293	
464536	124	34	0	36	0	126	
464750	964	50	14	1	0	901	
464853	83	6	0	0	0	77	
464956	292	6	2	0	0	284	
465038	1242	7	7	7	0	1235	
465243	699	21	3	1	0	676	
465337	347	10	16	2	0	323	
465524	495	117	15	12	0	375	
465542	766	30	1	23	0	758	
465618	2127	50	9	10	0	2078	
465645	607	38	0	32	0	601	
465672	263	0	0	36	0	299	
465748	312	19	0	0	0	293	
465757	7975	277	12	178	0	7864	
465850	850	371	7	303	0	775	
466044	571	53	2	44	0	560	
466240	1350	41	1	13	0	1321	
466549	657	30	12	20	0	635	
466558	5809	779	99	322	0	5253	
466642	1534	44	26	6	0	1470	
466754	288	25	0	10	0	273	
466857	756	25	8	30	0	753	
466932	564	83	11	5	0	475	
467144	438	11	1	3	0	429	
467265	336	0	0	32	0	368	
467630	11279	530	75	233	507	10400	
467658	4319	65	157	185	0	4282	
467733	1310	105	13	36	0	1228	
467957	234	6	1	37	0	264	
468655	179	10	1	16	0	184	
468954	268	9	7	34	0	286	
469157	283	22	15	1	0	247	
469250	53	3	0	0	0	50	
469308	605	30	5	9	0	579	
469362	146	15	2	26	0	155	
469540	445	0	13	53	0	485	
469559	1037	0	9	7	0	1035	
469643	1132	60	0	0	0	1072	
469737	749	30	10	21	0	730	
469849	1816	124	0	4	0	1696	
470032	869	120	12	167	0	904	
470050	3602	83	129	190	0	3580	
470256	205	0	2	0	0	203	
470434	140	5	17	6	0	124	
470452	1228	150	125	198	0	1151	
470724	6819	670	97	230	0	6282	
470836	550	822	10	846	0	564	
471057	866	0	0	0	0	866	
471217	12186	0	213	0	0	11973	
471570	1033	25	14	22	0	1016	
471749	1883	90	15	54	0	1832	
471945	3953	375	68	172	0	3682	
472018	742	0	71	9	0	680	
472045	383	0	0	0	0	383	
472148	95	0	0	0	0	95	
472250	128	1	0	1	0	128	
472335	2131	138	36	76	0	2033	
472353	216	0	1	0	0	215	
472531	106	39	11	50	0	106	
472616	2155	60	16	1	0	2080	
472643	199	16	1	4	0	186	
472652	392	365	3	334	0	358	
472858	447	50	14	17	0	400	
472951	278	0	9	0	0	269	
472979	350	19	0	12	0	343	
473042	1619	75	10	61	0	1595	
473257	861	13	1	2	0	849	
473266	446	60	13	9	0	382	
473341	217	5	0	45	0	257	
473501	10545	840	152	663	0	10216	
473930	2894	150	26	67	0	2785	
474058	1580	48	16	63	0	1579	
474245	387	27	0	11	0	371	
474254	6784	721	72	364	0	6355	
474339	821	30	20	388	0	1159	
474348	884	50	4	48	0	878	
474357	37	0	0	2	0	39	
474450	480	23	2	15	0	470	
474544	178	3	0	7	0	182	
474656	318	39	13	65	0	331	
474759	5420	510	194	220	0	4936	
474825	723	28	6	8	0	697	
474919	23750	1440	343	1774	0	23741	
474946	913	0	17	4	0	900	
475046	170	31	3	8	0	144	
475215	2726	210	25	10	0	2501	
475345	1685	38	7	9	0	1649	
475354	1465	137	26	62	0	1364	
475363	339	37	0	0	0	302	
475550	353	30	0	0	0	323	
475653	68	3	0	9	0	74	
475756	372	12	14	1	0	347	
475934	35	0	0	0	0	35	
476276	72	3	0	14	0	83	
476342	359	0	3	0	0	356	
476445	413	0	1	0	0	412	
476454	266	8	0	1	0	259	
476539	1393	75	95	47	0	1270	
476810	4544000	431000	115000	565000	-94000	4657000	
476968	170	0	0	0	0	170	
477059	130	12	0	3	0	121	
477143	176	0	2	9	0	183	
477303	1483	0	4	0	0	1479	
477321	1487	227	35	219	0	1444	
477349	570	55	0	9	0	524	
477376	41	0	3	0	0	38	
477554	556	20	4	63	0	595	
477639	113	0	2	0	0	111	
477648	873	25	1	6	0	853	
477657	298	15	5	36	0	314	
477844	620	17	11	0	0	592	
477929	293	8	0	0	0	285	
477938	438	14	17	40	0	447	
478140	566	11	9	0	0	546	
478195	385	18	0	126	0	493	
478252	1226	0	2	29	0	1253	
478430	545	0	20	45	0	570	
478449	649	15	1	17	0	650	
478533	1194	0	22	12	0	1184	
478542	141	23	3	30	0	145	
478766	1052	30	1	5	0	1026	
478944	656	0	1	0	0	655	
479053	115	36	0	61	0	140	
479071	641	15	5	42	0	663	
479268	25550	1500	693	232	0	23589	
479446	611	11	3	9	0	606	
479455	491	6	0	0	0	485	
479567	136	1	1	2	0	136	
479754	802	15	13	6	0	780	
479802	10114	150	10	171	0	10125	
479839	3372	0	11	11	0	3372	
479914	1327	-9	10	37	0	1363	
479932	614	15	15	6	0	590	
480059	220	15	0	1	0	206	
480228	6468000	645000	119000	754000	-2000	6460000	
480246	131	0	1	0	0	130	
480330	163	0	0	0	0	163	
480433	1112	0	10	13	0	1115	
480442	683	6	0	0	0	677	
480563	7758	20	138	52	0	7652	
480723	246	0	0	1	0	247	
480750	76	0	0	0	0	76	
480808	2704	75	40	16	0	2605	
480817	935	60	4	26	0	897	
480853	2531	75	24	69	0	2501	
480862	923	0	62	20	0	881	
481140	225	0	0	0	0	225	
481159	1096	265	512	179	0	498	
481177	1287	25	3	18	0	1277	
481225	688	15	2	33	0	704	
481355	825	399	20	6	0	412	
481430	960	31	1	0	0	928	
481542	2150	360	31	224	0	1983	
481551	519	6	0	0	0	513	
481627	1203	84	8	40	0	1151	
481748	353	0	1	1	0	353	
481935	188	0	10	4	0	182	
481944	1685	90	134	70	0	1531	
482053	288	0	0	0	0	288	
482156	1811	45	14	23	0	1775	
482370	100	0	0	0	0	100	
482446	482	30	12	64	0	504	
482558	2124	128	26	79	0	2049	
483032	555	1	14	8	0	548	
483274	291	0	0	9	0	300	
483537	535	18	0	8	0	525	
483751	890	75	75	72	0	812	
483845	702	30	1	8	0	679	
484057	276	0	1	0	0	275	
484123	2252	210	33	126	0	2135	
484141	490	22	75	13	0	406	
484253	287	0	3	2	0	286	
484422	1742000	195000	29000	188000	0	1706000	
484459	296	0	11	10	0	295	
484927	59	11	2	7	0	53	
485054	293	6	4	0	0	283	
485139	757	8	0	2	0	751	
485214	667	30	10	5	0	632	
485353	245	10	9	19	0	245	
485456	2117	240	12	181	0	2046	
485559	142109	18660	2427	18061	2924	136159	
485652	951	60	1	29	0	919	
485858	330	0	21	0	0	309	
485867	463	30	9	0	0	424	
486248	132	3	3	0	0	126	
486659	146	0	0	0	0	146	
486752	672424	139730	24619	174607	0	682682	
486837	90	9	3	16	0	94	
487142	1292	0	5	19	0	1306	
487236	458	0	17	71	0	512	
487357	1660	56	12	71	0	1663	
487843	183	15	0	3	0	171	
488055	148	0	0	0	0	148	
488167	4104	0	363	200	0	3941	
488318	3400	473	239	1112	0	3800	
488420	265	35	5	29	0	254	
488439	12271	1439	380	1276	0	11728	
488653	585	0	6	0	0	579	
488756	136	0	0	0	0	136	
489016	640	0	0	12	0	652	
489128	2516	0	10	16	0	2522	
489155	229	0	62	8	0	175	
489249	176	0	5	0	0	171	
489548	1225	75	25	48	0	1173	
489623	19658	720	378	1157	0	19717	
489641	472	0	1	15	0	486	
489678	569	30	4	37	0	572	
489735	71	2	0	3	0	72	
489913	1030983	322051	18110	264853	-30218	985893	
489940	1303	21	0	2	0	1284	
490115	17897	7334	123	840	0	11280	
490179	31	0	0	0	0	31	
490348	376	30	4	29	0	371	
490441	262	9	2	0	0	251	
490450	5439	150	72	124	0	5341	
490535	1756	15	1	0	0	1740	
490544	176	53	2	32	0	153	
490843	681	0	1	0	0	680	
490937	774	45	230	245	0	744	
490955	42	1	0	0	0	41	
491224	98932	5234	763	5247	0	98182	
491251	400	9	0	2	0	393	
491402	806	30	12	16	0	780	
491569	8358	744	55	194	0	7753	
491653	115	0	1	6	0	120	
491738	665	30	15	43	0	663	
491822	1839	180	31	110	0	1738	
491934	1647	10	30	7	0	1614	
492650	644	30	0	0	0	614	
492810	370	18	2	18	0	368	
493013	660	10	35	16	0	631	
493077	237	1	0	26	0	262	
493143	207	9	3	0	0	195	
493152	582	30	1	154	0	705	
493741	679	27	7	7	0	652	
493750	108	36	0	77	0	149	
493844	1800	182	14	196	0	1800	
494168	409	30	29	18	0	368	
494261	7165	217	126	4752	5085	6489	
494458	551	24	0	7	0	534	
494654	527	75	8	59	0	503	
495044	244	25	1	0	0	218	
495277	986	15	0	0	0	971	
495352	2493	60	4	18	0	2447	
495419	1607	0	8	41	0	1640	
495530	5918	0	70	158	0	6006	
495558	358	13	0	12	0	357	
495857	78	0	0	0	0	78	
496041	255	0	3	0	0	252	
496171	1931	57	3	56	0	1927	
496434	127	0	1	0	0	126	
496573	2711	705	203	440	0	2243	
496630	2205	155	7	60	0	2103	
496845	1528	93	24	73	0	1484	
496957	249	0	67	6	0	188	
497020	343	0	9	41	0	375	
497039	1560	200	33	77	0	1404	
497404	40741	3760	651	2960	0	39290	
497655	300	20	8	18	0	290	
497851	1034	30	13	72	0	1063	
497954	221	26	5	40	0	230	
497972	2375	135	9	0	0	2231	
498148	726	33	9	33	0	717	
498317	5104	377	149	491	0	5069	
498362	1506	125	0	38	0	1419	
498456	76	0	2	18	0	92	
498531	795	342	82	281	0	652	
498625	761	27	7	24	0	751	
498746	895	15	0	1	0	881	
498942	319	11	3	0	0	305	
499154	358	19	2	0	0	337	
499239	154	30	10	78	0	192	
499453	357	42	9	0	0	306	
499501	370	2	0	0	0	368	
499538	399	0	1	0	0	398	
499613	18127	1601	817	1635	0	17344	
499743	89	0	0	1	0	90	
499752	832	100	33	192	0	891	
499855	1007	53	4	27	0	977	
500050	10840	612	658	1102	0	10672	
500256	452	0	5	1	0	448	
500407	4934	188	6	36	0	4776	
500658	534	0	2	0	0	532	
501039	222	0	3	12	0	231	
501105	394877	18500	5794	21691	22112	370162	
501123	791	250	3	427	0	965	
501132	2283	75	105	228	0	2331	
501440	2411	84	8	138	0	2457	
501459	1494	75	6	5	0	1418	
501655	251	0	16	37	0	272	
501758	608	0	2	12	0	618	
501767	1308	133	77	163	0	1261	
501815	1175	75	8	53	0	1145	
502111	1500	-674	1	0	0	2173	
502157	454	30	0	0	0	424	
502353	2456	225	155	323	0	2399	
502447	404	10	3	3	0	394	
502559	459	20	5	0	0	434	
502643	147	0	0	1	0	148	
502652	107	0	1	0	0	106	
502746	824	15	92	8	0	725	
502849	7489	300	152	194	0	7231	
502858	651	40	12	22	0	621	
503453	3855	135	19	108	0	3809	
503547	263	15	1	10	0	257	
503640	67	5	0	0	0	62	
504142	806	15	1	10	0	800	
504311	1195	48	9	39	0	1177	
504450	402	0	19	13	0	396	
504535	467	0	39	23	0	451	
504647	223	3	0	0	0	220	
504713	638188	192517	16889	211029	0	639811	
505121	14800	2665	2417	4511	0	14229	
505242	111	0	0	0	0	111	
505457	110	0	1	0	0	109	
505550	304	6	2	14	0	310	
505756	175	0	0	0	0	175	
505831	1347	75	145	82	0	1209	
505859	2618	152	7	264	0	2723	
505916	359	30	1	2	0	330	
506052	328	15	0	0	0	313	
506230	560	0	17	55	0	598	
506249	10700	420	191	59	0	10148	
506838	2851	0	25	227	0	3053	
506922	11692	492	6	336	0	11530	
507068	10552	600	137	585	0	10400	
507152	1439	135	4	179	0	1479	
507255	448	30	8	9	0	419	
507330	2053	297	236	460	0	1980	
507349	340	5	0	0	0	335	
507509	2435	105	8	75	0	2397	
507666	0	0	0	0	0	0	
507947	614	0	0	0	0	614	
508270	311	0	0	0	0	311	
508346	2083	75	14	11	0	2005	
508355	263	15	32	31	0	247	
508748	603	55	19	0	0	529	
508841	934	30	15	14	0	903	
508878	3677	135	0	96	0	3638	
509138	1706	0	10	4	0	1700	
509231	2357	535	0	50	0	1872	
509334	616	100	4	3	0	515	
509400	1310	49	0	15	0	1276	
509642	85	0	0	0	0	85	
509811	26156	2075	1121	2927	0	25887	
509857	141	10	1	0	0	130	
509950	5436	450	176	294	0	5104	
510330	1672	55	3	12	0	1626	
510460	413	23	0	2	0	392	
510554	673	45	14	23	0	637	
510648	430	0	0	2	0	432	
510871	70634	15000	1639	17619	0	71614	
510938	1621	30	11	27	0	1607	
510947	426	0	3	3	0	426	
511618	883	60	22	105	0	906	
511832	3569	450	94	112	0	3137	
512053	2423	49	3	22	0	2393	
512839	305	36	1	7	0	275	
513050	924	171	1	86	0	838	
513256	1132	50	3	14	0	1093	
513322	250	15	0	18	0	253	
513340	2612	90	13	6	0	2515	
513546	725	30	5	28	0	718	
513854	427	147	6	9	0	283	
513920	71	2	0	0	0	69	
513957	452	10	8	4	0	438	
514048	619	0	0	4	0	623	
514057	86	0	0	0	0	86	
514066	3689	-113	5	2	0	3799	
514132	5350	180	178	119	0	5111	
514253	293	0	2	0	0	291	
514356	197	23	7	12	0	179	
514440	545	45	7	31	0	524	
514655	1203	46	33	15	0	1139	
514909	12064	375	55	60	0	11694	
514936	1694	75	115	278	0	1782	
515054	999	60	12	73	0	1000	
515250	736	9	31	4	0	700	
515353	682	0	8	3	0	677	
516042	3291	45	7	16	0	3255	
516154	204	3	0	0	0	201	
516305	4154	130	48	59	0	4035	
516855	1024	100	199	7	0	732	
517049	2985	164	17	53	0	2857	
517348	740	0	8	12	0	744	
517357	170	15	2	1	0	154	
517423	651	34	31	290	0	876	
517441	530	15	4	6	0	517	
517834	2316	69	11	6	0	2242	
517900	11916	642	90	432	0	11616	
518037	1031	0	10	3	0	1024	
518073	45	0	0	1	0	46	
518279	477	5	4	24	0	492	
518354	419	0	10	0	0	409	
518840	650	19	1	20	0	650	
518952	3750	189	19	109	0	3651	
519146	288	8	4	10	0	286	
519267	40	0	0	0	0	40	
519360	433	0	5	16	0	444	
519445	483	30	9	18	0	462	
519874	91	0	0	3	0	94	
520003	6686	0	40	136	0	6782	
520423	1045	90	8	0	0	947	
520777	500	41	0	0	0	459	
521064	213	16	2	20	0	215	
521158	599	75	13	5	0	516	
521251	217	20	1	22	0	218	
521550	1343	100	0	0	0	1243	
521608	765	18	1	10	0	756	
521756	449	9	0	0	0	440	
521804	1616	83	3	96	0	1626	
521934	49	0	0	1	0	50	
521952	196	-25	34	10	0	197	
522034	398	168	5	67	0	292	
522043	347	0	102	3	0	248	
522146	740	40	15	15	0	700	
522454	2679	95	41	120	0	2663	
522548	343	11	2	2	0	332	
522557	1901	105	20	80	0	1856	
522605	4194	200	33	476	200	4237	
522669	328	150	75	223	0	326	
522753	799	40	23	53	0	789	
522847	696	30	0	0	0	666	
522856	138	0	1	3	0	140	
522959	427	18	0	0	0	409	
523152	460	185	4	260	0	531	
523161	692	0	7	8	0	693	
523648	108	1	0	0	0	107	
523714	368	15	1	13	0	365	
523808	1624	151	14	4	0	1463	
523956	502	22	20	15	0	475	
523974	112	0	0	0	0	112	
524252	292	0	0	0	0	292	
524579	1621	0	0	0	0	1621	
524757	577	0	3	9	0	583	
524766	207	50	0	46	0	203	
524953	1568	0	8	0	0	1560	
524971	1221	36	1	2	0	1186	
525053	394	0	7	13	0	400	
525156	491	8	4	21	0	500	
525352	311	26	12	2	0	275	
525446	569	39	12	42	0	560	
525455	103	62	2	107	0	146	
525549	1586	191	3	153	0	1545	
525950	644	0	0	0	0	644	
526135	1591	125	17	50	0	1499	
526229	7625	60	103	75	0	7537	
526452	3786	1166	50	1094	0	3664	
526519	1636	115	8	75	0	1588	
526706	1428	75	15	91	0	1429	
526751	193	0	4	1	0	190	
526854	878	55	21	107	0	909	
527057	397	0	8	0	0	389	
527459	80	18	7	25	0	80	
527507	2324	105	0	4	0	2223	
527600	1046	10	0	0	0	1036	
527730	449	61	113	109	0	384	
527749	278	0	0	0	0	278	
527954	40579	5019	4852	17231	-844	48783	
528102	666	15	1	3	0	653	
528241	832	84	4	25	0	769	
528568	1873	71	1	1	0	1802	
528616	3150	150	3	103	0	3100	
528746	122	1	0	0	0	121	
528849	3068	395	33	166	0	2806	
528858	274	7	0	0	0	267	
528960	96	0	11	2	0	87	
529172	877	25	0	2	0	854	
529341	1539	45	3	9	0	1500	
529453	947	33	30	20	0	904	
529659	844	30	2	6	0	818	
529846	276	9	0	0	0	267	
529855	1057	105	12	167	0	1107	
529958	4367	633	17	614	0	4331	
530655	1661	65	30	6	0	1572	
530703	1099	28	1	4	0	1074	
530851	782	0	13	2	0	771	
530954	338	22	0	9	0	325	
531157	239	1	1	0	0	237	
531250	1561	0	7	358	0	1912	
531353	176	12	7	19	0	176	
531634	1460	77	20	107	0	1470	
532042	688	20	3	21	0	686	
532453	483	0	0	0	0	483	
532752	274	0	2	0	0	272	
532864	711	15	1	4	0	699	
533124	755	100	16	93	0	732	
533227	347	0	5	0	0	342	
533535	548	0	9	13	0	552	
533740	293	0	0	0	0	293	
533759	1223	63	15	122	0	1267	
533852	11867	1080	58	1661	0	12390	
533928	1782	250	32	589	0	2089	
533937	433	30	2	14	0	415	
533955	308	30	0	27	0	305	
533964	6706	225	38	130	0	6573	
534055	292	0	0	0	0	292	
534158	1350	105	6	83	0	1322	
534242	307	0	3	90	0	394	
534345	2387	225	31	222	0	2353	
534466	454	10	0	5	0	449	
534653	1017	45	3	39	0	1008	
534756	368	30	3	23	0	358	
534859	422	41	0	6	0	387	
534877	1506	45	0	9	0	1470	
535007	1801	25	4	31	0	1803	
535034	489	0	4	22	0	507	
535258	495	50	42	33	0	436	
535351	490	24	2	53	0	517	
535463	413	65	19	82	0	411	
535548	138	6	1	2	0	133	
535641	125	33	3	5	0	94	
535753	355	95	6	50	0	304	
535838	1257	379	12	417	0	1283	
535847	981	0	51	7	0	937	
535856	529	10	2	0	0	517	
535931	254	6	11	0	0	237	
535940	609	25	1	5	0	588	
536059	2280	0	19	64	0	2325	
536219	14519	2534	397	2432	0	14020	
536349	1548	397	3	373	0	1521	
536358	1371	30	4	33	0	1370	
536479	1207	7	8	0	0	1192	
536527	3554	0	148	91	-84	3581	
536554	24	0	0	0	0	24	
536853	352	0	44	27	0	335	
537038	341	13	0	0	0	328	
537065	710	0	7	5	0	708	
537243	370	0	11	2	0	361	
537355	882	0	28	81	0	935	
537449	3710	192	0	0	0	3518	
537458	337	0	4	0	0	333	
537551	565	0	2	3	0	566	
537560	9083	450	127	147	0	8653	
538044	905	23	0	3	0	885	
538222	370	9	9	10	0	362	
538240	700	0	8	11	0	703	
538352	576	10	9	24	0	581	
538446	397	40	8	100	0	449	
538642	542	25	0	45	0	562	
538651	226	0	32	6	0	200	
538754	1726	0	11	6	0	1721	
538802	2601	30	22	0	0	2549	
538950	831	614	6	49	0	260	
539032	3346	50	21	29	0	3304	
539340	1646	51	2	3	0	1596	
539368	29	0	0	0	0	29	
539452	264	0	4	19	0	279	
539667	424	135	51	140	0	378	
539872	466	14	0	7	0	459	
539939	2016	165	29	62	0	1884	
540056	695	0	4	0	0	691	
540458	481	0	21	0	0	460	
540542	199	8	2	1	0	190	
540551	2820	124	82	7	0	2621	
540739	293	13	10	56	0	326	
540850	215	0	0	0	0	215	
540926	7685	250	56	169	0	7548	
541035	885	36	1	16	0	864	
541101	599061	29645	2125	31245	0	598536	
541231	520	45	3	9	0	481	
541437	412	11	3	0	0	398	
541464	661	146	1	67	0	581	
541642	637	30	10	17	0	614	
541754	234	14	0	0	0	220	
541857	918	60	6	192	0	1044	
541923	88567	4289	1229	3897	0	86946	
542153	892	15	0	0	0	877	
542340	281	0	0	0	0	281	
542443	67	3	1	0	0	63	
542528	2585	230	39	131	0	2447	
542537	454	12	1	3	0	444	
542649	13007	99	31	27	8248	4656	
542667	267	18	0	0	0	249	
542715	1226	103	22	91	0	1192	
542854	148	58	0	0	0	90	
543066	562	0	115	228	0	675	
543253	24064	2100	583	1975	0	23356	
543262	2211	135	22	179	0	2233	
543338	348	24	12	53	0	365	
543459	905	120	1	0	0	784	
543637	705	36	3	0	0	666	
543851	517	0	1	1	0	517	
543945	1417	77	11	62	0	1391	
544250	250	40	19	10	0	201	
544335	826	23	39	43	0	807	
544447	225	7	7	0	0	211	
544652	1684	150	36	62	0	1560	
544876	2512	150	0	34	0	2396	
544951	257	9	3	6	0	251	
545042	4112	0	27	604	0	4689	
545154	547	15	3	0	0	529	
545172	773	60	0	1	0	714	
545604	2811	0	52	7	0	2766	
545846	519	0	11	4	0	512	
545855	253	30	13	0	0	210	
546003	6124	0	27	4	0	6101	
546320	166	7	1	9	0	167	
546432	1021	30	5	3	0	989	
546535	826	0	62	37	0	801	
546544	695	0	2	1	0	694	
546647	405	32	5	7	0	375	
547149	881	27	0	2	0	856	
547251	588	15	7	32	0	598	
547279	2977	210	15	1680	0	4432	
547550	306	8	1	9	0	306	
547840	9839	780	413	1173	0	9819	
548052	797	0	6	7	0	798	
548203	1414	60	2	6	0	1358	
548267	1443	0	45	52	0	1450	
548351	4329	814	38	441	0	3918	
548641	180	0	3	13	0	190	
548735	263	18	4	23	0	264	
548753	880	30	2	7	0	855	
548771	1531	60	0	0	0	1471	
548829	289	18	3	39	0	307	
548838	412	0	4	9	0	417	
548856	1741	0	2	0	0	1739	
549358	74	0	0	0	0	74	
549545	621	71	11	14	0	553	
549826	116	6	0	4	0	114	
549862	1084	225	27	31	0	863	
549938	1232	75	94	0	0	1063	
550327	1636	125	26	33	0	1518	
550354	424	12	0	0	0	412	
550448	265	0	0	0	0	265	
550523	11892	201	123	182	0	11750	
550653	404	0	5	1	0	400	
550756	1046	175	69	205	0	1007	
550952	550	110	14	124	0	550	
551016	1014	15	2	0	0	997	
551315	6057	715	48	274	0	5568	
551333	1644	0	6	20	0	1658	
551454	758	0	3	20	0	775	
551548	2405	17	79	44	0	2353	
551557	193	0	0	0	0	193	
551632	3235	50	11	27	0	3201	
551904	397	37	0	72	0	432	
552059	695	30	19	16	0	662	
552161	1772	177	95	39	0	1539	
552451	6953	2046	63	1759	0	6603	
552545	427	9	5	0	0	413	
552657	98	19	2	7	0	84	
552732	1286	81	3	19	0	1221	
552956	550	7	0	0	0	543	
552974	1126	33	7	38	0	1124	
553038	499	25	14	52	0	512	
553766	926	0	14	28	0	940	
553926	432	35	4	39	0	432	
553944	421	18	1	2	0	404	
554268	441	135	25	135	0	416	
554343	1147	0	2	15	0	1160	
554745	4106	205	8	6	0	3899	
554754	2576	357	167	343	0	2395	
554848	840	50	27	28	0	791	
554857	1071	57	0	54	0	1068	
554941	330	0	4	7	0	333	
555005	631	0	0	13	0	644	
555238	1531	0	83	102	0	1550	
555256	322	0	0	0	0	322	
555658	726	9	2	0	0	715	
555724	1076	20	36	22	0	1042	
555836	229	0	17	1	0	213	
556011	1080	19	1	4	0	1064	
556459	1699	0	200	206	0	1705	
556815	1980	30	4	21	0	1967	
556936	1039	45	4	4	0	994	
556945	1712	120	24	143	0	1711	
557045	336	75	17	67	0	311	
557317	382	0	0	0	0	382	
557438	681	60	3	2	0	620	
557456	1758	30	8	8	0	1728	
557858	29812	2625	831	1979	0	28335	
557933	4041	225	42	68	0	3842	
558172	4318	450	376	459	0	3951	
558257	278	25	0	91	0	344	
558453	841	7	3	2	0	833	
558462	192	10	3	17	0	196	
558556	584	60	12	106	0	618	
559058	42	3	0	2	0	41	
559254	376	30	1	13	0	358	
559553	1014	45	3	35	0	1001	
559777	12070	2000	111	1641	0	11600	
559852	882	32	2	6	0	854	
560120	1269	94	50	116	0	1241	
560214	181	3	0	0	0	178	
560353	169	0	1	1	0	169	
560438	182	15	20	23	0	170	
560830	265	6	5	19	0	273	
561145	982	0	14	18	-430	1416	
561239	48	3	1	9	0	53	
561257	410	29	5	24	0	400	
561574	1891	90	0	0	0	1801	
561659	3971	0	11	101	0	4061	
561864	338	20	1	4	0	321	
561958	759	0	18	21	0	762	
562058	1585	120	32	214	0	1647	
562553	471	52	13	20	0	426	
562870	2566	0	1	138	0	2703	
563233	2249	174	54	119	0	2140	
563336	527	20	7	0	0	500	
563457	290	0	2	1	0	289	
563756	758	0	1	0	0	757	
563774	60	0	0	0	0	60	
563907	3460	75	64	55	0	3376	
563934	225	11	0	1	0	215	
564052	1164	0	0	0	0	1164	
564155	171	15	18	45	0	183	
564324	2406	15	51	71	0	2411	
564463	593	0	10	7	0	590	
564557	995	100	15	27	0	907	
564605	22588	450	2	8	0	22144	
564678	339	3	2	4	0	338	
564771	6950	215	9	3	0	6729	
564838	419	60	4	57	0	412	
564856	577	0	5	0	0	572	
565040	891	0	3	24	0	912	
565143	226	0	4	4	0	226	
565152	164	0	0	0	0	164	
565536	612	15	45	30	0	582	
565750	2991	53	11	61	-99	3087	
565844	267	16	1	8	0	258	
565853	538	21	8	47	0	556	
566056	729	30	1	34	0	732	
566159	1181	21	19	9	0	1150	
566243	771	0	27	219	0	963	
566421	726	30	1	18	0	713	
566458	404	15	4	23	0	408	
