"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
2797171	35016	0	0	75917872	BANK OF WAUSAU	2010 STEWART AVENUE PO BOX 1406	WAUSAU	WI	544021406	041	2005-08-08T16:16:33
2797210	35248	23702	0	0	OLD POINT TRUST & FINANCIAL SERVICES, N.A.	11780 JEFFERSON AVE, SUITE D 	NEWPORT NEWS	VA	23606	041	2005-08-08T16:16:33
2797359	34969	0	16339	26072973	FIRST CENTRAL SAVINGS BANK	19-19 FRANCIS LEWIS BOULEVARD 	WHITESTONE	NY	11357	041	2005-08-08T16:16:33
2797724	35095	0	16178	51408949	TOWNEBANK	5716 HIGH STREET WEST 	PORTSMOUTH	VA	23703	041	2005-08-08T16:16:33
2798897	35093	0	0	64208479	SOUTHERN HERITAGE BANK	3020 KEITH STREET 	CLEVELAND	TN	37312	041	2005-08-08T16:16:33
2799250	35048	0	0	113024274	1ST CHOICE BANK	2310 YALE STREET 	HOUSTON	TX	77008	041	2005-08-08T16:16:33
2799399	35159	0	16981	11110620	CASTLE BANK AND TRUST COMPANY	100 HANOVER STREET 	MERIDEN	CT	06541	041	2005-08-08T16:16:33
2799803	35279	0	0	107006677	HIGH DESERT STATE BANK	8110 VENTURA STREET, N.E. 	ALBUQUERQUE	NM	87122	041	2005-08-08T16:16:33
2800026	34974	0	0	21213300	RED OAK BANK	190 PARK AVENUE 	MORRISTOWN	NJ	07962	041	2005-08-08T16:16:33
2800491	35052	23773	17074	63114797	HEARTLAND NATIONAL BANK	320 U.S. HIGHWAY 27 NORTH 	SEBRING	FL	33870	041	2005-08-08T16:16:33
2802664	35013	0	16738	123206794	COLUMBIA COMMUNITY BANK	314 EAST MAIN STREET 	HILLSBORO	OR	97123	041	2005-08-24T16:42:51
2802945	35246	0	52154	91016993	FIRST COMMERCIAL BANK	7101 WEST 78TH STREET 	BLOOMINGTON	MN	55439	041	2005-08-08T16:16:33
2803223	34870	0	16314	67014615	FIRST PEOPLES BANK	1301 SOUTHEAST PORT SAINT LUCIE BLVD. 	PORT SAINT LUCIE	FL	34952	041	2005-08-08T16:16:33
2803830	35097	0	0	71925936	NORTHWAY STATE BANK	480 WEST CENTER STREET 	GRAYSLAKE	IL	60030	041	2005-08-08T16:16:33
2804284	35114	0	0	61219830	SATILLA COMMUNITY BANK	6308 HIGHWAY 40 EAST 	SAINT MARYS	GA	31558	041	2005-08-08T16:16:33
2804864	35112	0	16403	62206318	SMALL TOWN BANK	117 MAIN STREET 	WEDOWEE	AL	36278	041	2005-08-08T16:16:33
2804882	35273	0	16685	107006664	FIRSTBANK OF ADAMS COUNTY	3990 EAST 104TH AVENUE 	THORNTON	CO	80229	041	2005-08-08T16:16:33
2804891	35275	0	16684	107006651	FIRSTBANK OF EL PASO COUNTY	5815 CONSTITUTION AVENUE 	COLORADO SPRINGS	CO	80915	041	2005-08-08T16:16:33
2804903	35294	0	0	81226007	COMMUNITY BANK	#1 PROFESSIONAL PLAZA 	PITTSFIELD	IL	62363	041	2005-08-08T16:16:33
2805441	35066	0	16848	63114700	BAY CITIES BANK	2202 NORTH WESTSHORE BLVD. SUITE 150	TAMPA	FL	33607	041	2005-08-08T16:16:33
2805535	35223	0	0	71926058	AMERICAN HEARTLAND BANK AND TRUST	799 STAYNER ROAD PO BOX 350	SUGAR GROVE	IL	60554	041	2005-08-08T16:16:33
2805928	35056	0	0	63114645	MADISON COUNTY COMMUNITY BANK	500 SOUTH DUVAL STREET 	MADISON	FL	32340	041	2005-08-08T16:16:33
2806091	35136	23841	16985	61119736	CHEROKEE BANK, NATIONAL ASSOCIATION	1275 RIVERSTONE PARKWAY 	CANTON	GA	30114	041	2005-08-08T16:16:33
2806112	35065	23781	16904	61019742	UNITED AMERICAS BANK, NATIONAL ASSOCIATION	3789 ROSWELL ROAD 	ATLANTA	GA	30342	041	2005-08-08T16:16:33
2806626	35100	0	16389	53112288	PARAGON COMMERCIAL BANK	3605 GLENWOOD AVE,SUITE 100 	RALEIGH	NC	27612	041	2005-08-08T16:16:33
2806635	35407	23859	0	102106705	FIRST NATIONAL BANK OF STEAMBOAT SPRINGS	600 SOUTH LINCOLN AVENUE 	STEAMBOAT SPRINGS	CO	80487	041	2005-08-08T16:16:33
2806840	35220	23802	16658	102306644	WYOMING NATIONAL BANK	1700 N. FEDERAL 	RIVERTON	WY	82501	041	2005-08-08T16:16:33
2807173	35019	0	0	111105331	WEST CARROLL COMMUNITY BANK	600 E MAIN ST 	OAK GROVE	LA	71263	041	2005-08-08T16:16:33
2808358	35105	0	17189	67014767	FIRST FLORIDA BANK	8850 TAMIAMI TRAIL NORTH 	NAPLES	FL	34108	041	2005-08-08T16:16:33
2808602	35278	23850	0	55003340	HARBOR CAPITAL NATIONAL BANK	1776 EAST JEFFERSON STREET 	ROCKVILLE	MD	20852	041	2005-08-08T16:16:33
2808723	34963	23726	0	61119752	BELK NATIONAL BANK	2100 RIVERSIDE PARKWAY SUITE 124, RIVER EXCHANGE SHOPPING CENTE	LAWRENCEVILLE	GA	30043	041	2005-08-08T16:16:33
2808787	35253	0	0	122402052	DESERT COMMUNITY BANK	3740 SOUTH PECOS MCLEOD ROAD 	LAS VEGAS	NV	89121	041	2005-08-08T16:16:33
2808808	35270	0	0	71214249	ELKHART COMMUNITY BANK	303 SOUTH THIRD STREET 	ELKHART	IN	46516	041	2005-08-08T16:16:33
2809935	35044	23764	0	63114629	FLAGSHIP NATIONAL BANK	6004 26TH STREET WEST 	BRADENTON	FL	34207	041	2005-08-08T16:16:33
2810007	35165	0	0	64108485	COMMUNITY FIRST BANK & TRUST	501 S. JAMES M. CAMPBELL BOULEVARD 	COLUMBIA	TN	38401	041	2005-08-08T16:16:33
2811086	34900	0	17308	71125943	PREFERRED BANK	602 NORTH ROUTE 49 PO BOX 160	CASEY	IL	62420	041	2005-08-08T16:16:33
2813491	35195	0	0	71925965	PEOPLES' BANK OF ARLINGTON HEIGHTS, THE	10 SOUTH VAIL AVENUE 	ARLINGTON HEIGHTS	IL	60005	041	2005-08-08T16:16:33
2813790	35277	0	16870	51409058	COMMUNITY FIRST BANK	1646 GRAVES MILL ROAD 	LYNCHBURG	VA	24502	041	2005-08-08T16:16:33
2814210	35092	0	16849	67014712	GULFSTREAM BUSINESS BANK	2400 SOUTHEAST MONTEREY ROAD 	STUART	FL	34996	041	2005-08-08T16:16:33
2815262	34954	0	16702	63114632	FLORIDA CHOICE BANK	18055 U.S. HIGHWAY 441 	MOUNT DORA	FL	32757	041	2005-08-08T16:16:33
2815879	35292	0	17698	101114895	LAWRENCE BANK, THE	3500 CLINTON PARKWAY 	LAWRENCE	KS	66047	041	2005-08-08T16:16:33
2816474	35035	0	16567	11402024	CENTRIX BANK AND TRUST	1 ATWOOD LANE 	BEDFORD	NH	03110	041	2005-08-08T16:16:33
2817677	34872	0	17187	65106321	BAY BANK	10861 DAUPHIN ISLAND PARKWAY 	THEODORE	AL	36582	041	2005-08-08T16:16:33
2817837	35209	0	0	81225972	BANK OF QUINCY	3236 BROADWAY 	QUINCY	IL	62301	041	2005-08-08T16:16:33
2818731	35076	0	17382	53207973	HARTSVILLE COMMUNITY BANK	206 S. FIFTH ST 	HARTSVILLE	SC	29550	041	2005-08-08T16:16:33
2819103	34920	0	0	41284461	CUYAHOGA FALLS SAVINGS BANK	2503 STATE RD. 	CUYAHOGA FALLS	OH	44223	041	2005-08-08T16:16:33
2819158	35300	0	0	121143040	HERITAGE BANK SOUTH VALLEY	18625 SUTTER BOULEVARD, SUITE 100 	MORGAN HILL	CA	95037	041	2005-08-08T16:16:33
2820604	35138	0	0	64208518	COMMUNITY TRUST & BANKING COMPANY	9125 LEE HIGHWAY 	OOLTEWAH	TN	37363	041	2005-08-08T16:16:33
2821825	35210	0	0	31318596	NORTHERN STATE BANK	304 MAIN STREET 	TOWANDA	PA	18848	041	2005-08-08T16:16:33
2821852	35104	0	0	31318538	HOMETOWNE HERITAGE BANK	3540 OLD PHILADELPHIA PIKE 	INTERCOURSE	PA	17534	041	2005-08-08T16:16:33
2822363	35269	0	17064	84206121	CORNERSTONE BANK	310 EAST MAIN 	SENATOBIA	MS	38668	041	2005-08-08T16:16:33
2823221	35320	0	17110	61211728	BANK OF TERRELL	250 LEE STREET 	DAWSON	GA	31742	041	2005-08-08T16:16:33
2823230	35319	0	0	61211472	COMMERCIAL STATE BANK	113-115  WEST 2ND STREET 	DONALSONVILLE	GA	31745	041	2005-08-08T16:16:33
2824657	34952	0	0	122105731	BANK OF THE SOUTHWEST	7910 SOUTH KYRENE ROAD, SUITE 108 	TEMPE	AZ	85284	041	2005-08-08T16:16:33
2826017	35317	23864	0	0	GLENMEDE TRUST COMPANY, NATIONAL ASSOCIATION, THE	1650 MARKET STREET ONE LIBERTY PLACE SUITE 1200	PHILADELPHIA	PA	19103	041	2005-08-08T16:16:33
2826316	35348	23935	0	103912914	OKLAHOMA NATIONAL BANK AND TRUST COMPANY	8908 SOUTH YALE AVENUE 	TULSA	OK	74137	041	2005-08-08T16:16:33
2828794	35334	0	0	73922733	FARMERS AND MERCHANTS BANK AND TRUST	105 WEST MONROE STREET PO BOX 210	MOUNT PLEASANT	IA	52641	041	2005-08-08T16:16:33
2829335	35147	0	16511	114993786	VILLAGE BANK & TRUST, S.S.B.	1415 RR620 SOUTH 	LAKEWAY	TX	78734	041	2005-08-08T16:16:33
2830135	35078	0	0	31918543	ALLEGIANCE BANK OF NORTH AMERICA	ONE BELMONT AVENUE 	BALA CYNWYD	PA	19004	041	2005-08-08T16:16:33
2830537	35316	0	17163	91917021	GREAT NORTHERN BANK	106 CENTRAL AVENUE EAST 	SAINT MICHAEL	MN	55376	041	2005-08-08T16:16:33
2831619	35184	0	0	44084477	PROSPECT BANK	1600 BETHEL RD. 	COLUMBUS	OH	43220	041	2005-08-08T16:16:33
2831879	35347	23941	17766	91800028	NATIONAL BANK OF COMMERCE IN SUPERIOR	1127 TOWER AVENUE 	SUPERIOR	WI	54880	041	2005-08-08T16:16:33
2833181	35160	23866	0	51008996	BANK OF RICHMOND, NATIONAL ASSOCIATION, THE	5300 PATTERSON AVENUE 	RICHMOND	VA	23226	041	2005-08-08T16:16:33
2833882	35151	0	0	21213371	NEW MILLENNIUM BANK	57 LIVINGSTON AVENUE 	NEW BRUNSWICK	NJ	08901	041	2005-08-08T16:16:33
2834179	35179	23870	0	53207999	CORNERSTONE NATIONAL BANK	1670 EAST MAIN STREET 	EASLEY	SC	29640	041	2005-08-08T16:16:33
2834759	35230	0	0	71925981	EVERGREEN COMMUNITY BANK	3842 WEST 95TH STREET 	EVERGREEN PARK	IL	60805	041	2005-08-08T16:16:33
2835103	35276	0	0	81518906	FREEDOM BANK OF SOUTHERN MISSOURI	97 SOUTH MAIN 	CASSVILLE	MO	65625	041	2005-08-08T16:16:33
2835626	35143	0	0	31207843	BOARDWALK BANK	201 SHORE ROAD 	LINWOOD	NJ	08221	041	2005-08-08T16:16:33
2835756	35050	0	0	67014738	TRANSCAPITAL BANK	2100 EAST HALLANDALE BEACH BOULEVARD 	HALLANDALE	FL	33009	041	2005-08-08T16:16:33
2836306	35101	0	0	41215553	BUCKEYE COMMUNITY BANK	105 SHEFFIELD CENTER 	LORAIN	OH	44055	041	2005-08-08T16:16:33
2836810	35264	0	16917	61104505	DALTON WHITFIELD BANK	401 SOUTH THORNTON AVENUE 	DALTON	GA	30720	041	2005-08-08T16:16:33
2837059	35335	0	0	84108711	SOUTHERN BANK OF COMMERCE	1727 WEST KINGSHIGHWAY 	PARAGOULD	AR	72450	041	2005-08-08T16:16:33
2837077	35302	23927	0	42215565	CITIZENS NATIONAL BANK OF SOUTHWESTERN OHIO, THE	29 WEST WHIPP RD. 	DAYTON	OH	45459	041	2005-08-08T16:16:33
2837189	35211	0	17175	67014822	PALM BEACH COUNTY BANK	3717 BOYNTON BEACH BOULEVARD SUITE #1	BOYNTON BEACH	FL	33436	041	2005-08-08T16:16:33
2837200	35036	0	17440	61119723	COMMUNITY BANK OF THE SOUTH	3016 ATLANTA ROAD 	SMYRNA	GA	30080	041	2005-08-08T16:16:33
2837219	34994	23732	17441	63114580	COMMUNITY NATIONAL BANK OF MID-FLORIDA	3001 WEST LAKE MARY BLVD. 	LAKE MARY	FL	32746	041	2005-08-08T16:16:33
2837406	35009	0	17564	63114742	HERITAGE BANK OF FLORIDA	23000 STATE ROAD 54 	LUTZ	FL	33549	041	2005-08-08T16:16:33
2838029	35140	0	0	65405349	ALLIANCE BANK OF BATON ROUGE	3700 ESSEN LANE 	BATON ROUGE	LA	70809	041	2005-08-08T16:16:33
2838207	35139	0	0	125084697	SEATTLE SAVINGS BANK	190 QUEEN ANNE AVENUE NORTH, SUITE 500 	SEATTLE	WA	98109	041	2005-08-08T16:16:33
2839053	35303	0	17835	91113980	OLD MISSION BANK	2701 I-75 BUSINESS SPUR 	SAULT SAINTE MARIE	MI	49783	041	2005-08-08T16:16:33
2839222	35289	23917	17752	61219704	CUMBERLAND NATIONAL BANK	392 CHARLIE SMITH, SR. HGIHWAY 	SAINT MARYS	GA	31558	041	2005-08-08T16:16:33
2839745	35263	23848	0	0	CIBC NATIONAL BANK	2301 LUCIEN WAY SUITE 190	MAITLAND	FL	32751	041	2005-08-08T16:16:33
2839790	35214	0	16944	53208008	FIRST RELIANCE BANK	2170 WEST PALMETTO STREET 	FLORENCE	SC	29501	041	2005-08-08T16:16:33
2841047	35352	0	16541	65306118	COMMUNITY BANK, MERIDIAN, MISSISSIPPI	301 22ND AVENUE SOUTH 	MERIDIAN	MS	39301	041	2005-08-08T16:16:33
2841702	35266	23909	17097	111924318	PARKWAY BANK, NATIONAL ASSOCIATION	5049 W PARK BLVD 	PLANO	TX	75093	041	2005-08-08T16:16:33
2843706	35187	0	0	71926090	WINFIELD COMMUNITY BANK	27 WEST 111 GENEVA ROAD 	WINFIELD	IL	60190	041	2005-08-08T16:16:33
2843724	35324	0	17607	72414006	BANK OF NORTHERN MICHIGAN, THE	201 HOWARD STREET 	PETOSKEY	MI	49770	041	2005-08-08T16:16:33
2845166	35208	23877	0	63114881	BANCO POPULAR, NATIONAL ASSOCIATION	8523 COMMODITY CIRCLE 	ORLANDO	FL	32819	031	2005-08-08T16:16:33
2845205	35354	23946	0	122243017	ARMED FORCES BANK OF CALIFORNIA, NATIONAL ASSOCIATION	3280 MAIN STREET, 7C 	SAN DIEGO	CA	92113	041	2005-08-08T16:16:33
2845755	35218	0	0	67014961	FLAGLER BANK	1801 FOREST HILL BOULEVARD 	WEST PALM BEACH	FL	33406	041	2005-08-08T16:16:33
2845782	35413	23869	0	121058119	BESSEMER TRUST COMPANY OF CALIFORNIA, NATIONAL ASSOCIATION	101 CALIFORNIA STREET 	SAN FRANCISCO	CA	94111	041	2005-08-08T16:16:33
2846051	35240	0	0	21213397	TOWNE CENTER BANK, THE	15 WASHINGTON STREET 	LODI	NJ	07644	041	2005-08-08T16:16:33
2846444	35350	0	0	72413997	TRAVERSE CITY STATE BANK	310 WEST FRONT STREET P O BOX 192	TRAVERSE CITY	MI	496860192	041	2005-08-08T16:16:33
2846453	34705	0	0	71926016	GREAT NORTHERN BANK	41380 NORTH HIGHWAY 83 PO BOX 760	ANTIOCH	IL	600020760	041	2005-08-08T16:16:33
2846574	35204	0	0	31318606	LEGACY BANK OF HARRISBURG, THE	2600 COMMERCE DRIVE 	HARRISBURG	PA	17112	041	2005-08-08T16:16:33
2847085	35229	0	0	81225901	SOUTHERN ILLINOIS BANK	1012 WEST BROADWAY 	JOHNSTON CITY	IL	62951	041	2005-08-08T16:16:33
2847142	34908	0	17832	63114661	PINNACLE BANK	1113 SEXON BLVD. 	ORANGE CITY	FL	32763	041	2005-08-08T16:16:33
2847432	35326	0	0	51409061	CITIZENS COMMUNITY BANK	800 NORTH MECKLENBURG AVENUE 	SOUTH HILL	VA	23970	041	2005-08-08T16:16:33
2847553	57149	23969	0	122105841	UNITED ARIZONA BANK, NATIONAL ASSOCIATION	6300 EAST CAVE CREEK ROAD 	CAVE CREEK	AZ	85331	041	2005-08-08T16:16:33
2847900	35250	0	16766	125108573	SHORELINE BANK	18350 MIDVALE AVENUE NORTH 	SHORELINE	WA	98133	041	2005-08-08T16:16:33
2848037	35357	0	0	122402078	RED ROCK COMMUNITY BANK	10000 WEST CHARLESTON BOULEVARD 	LAS VEGAS	NV	89135	041	2005-08-08T16:16:33
2848055	35373	0	0	73922746	HENRY COUNTY BANK	100 WEST WASHINGTON STREET PO BOX 709	MOUNT PLEASANT	IA	52641	041	2005-08-08T16:16:33
2848493	35322	0	16821	112093808	CAPITAL SAVINGS BANK, S.S.B.	8700 MONTANA AVE 	EL PASO	TX	799251221	041	2005-08-08T16:16:33
2848671	35234	0	0	63114849	SIGNATURE BANK	100 2ND AVENUE NORTH SUITE 210	SAINT PETERSBURG	FL	33701	041	2005-08-08T16:16:33
2848756	35245	0	0	84008536	FIRST ALLIANCE BANK	51 GERMANTOWN COURT, SUITE 100 	CORDOVA	TN	38018	041	2005-08-08T16:16:33
2848895	35414	0	17598	101114905	GARDEN CITY STATE BANK	1910 EAST MARY 	GARDEN CITY	KS	67846	041	2005-08-08T16:16:33
2849212	35244	0	16932	63114878	LANDMARK BANK OF FLORIDA	3939 MCINTOSH ROAD 	SARASOTA	FL	34233	041	2005-08-08T16:16:33
2849285	35406	0	17516	91917050	BANKVISTA	125 TWIN RIVERS COURT 	SARTELL	MN	56377	041	2005-08-08T16:16:33
2849605	35108	0	0	63114784	CYPRESS BANK	21 CYPRESS POINT PARKWAY 	PALM COAST	FL	32164	041	2005-08-08T16:16:33
2849801	35295	23919	17412	53208011	GREENVILLE FIRST BANK, N. A.	112 HAYWOOD ROAD 	GREENVILLE	SC	29607	041	2005-08-08T16:16:33
2849829	35202	0	0	121202062	FIRST INDEPENDENT BANK OF NEVADA	6518 SOUTH MCCARRAN BOULEVARD 	RENO	NV	89509	041	2005-08-08T16:16:33
2850535	35424	23921	0	0	BANK OF AMERICA TRUST COMPANY OF DELAWARE, NATIONAL ASSOCIATION	4001 KENNET PIKE, SUITE 214 	GREENVILLE	DE	19807	041	2005-08-08T16:16:33
2850722	35141	0	16876	124084708	BMW BANK OF NORTH AMERICA	2735 EAST PARLAYS WAY, SUITE 301 	SALT LAKE CITY	UT	841091666	041	2005-08-08T16:16:33
2850768	35286	0	0	31207830	CORNERSTONE BANK	300 WEST ROUTE 38 	MOORESTOWN	NJ	08057	041	2005-08-08T16:16:33
2851028	35144	0	0	63114836	PEOPLE'S COMMUNITY BANK OF THE WEST COAST	25 SOUTH LINKS AVENUE 	SARASOTA	FL	34236	041	2005-08-08T16:16:33
2851185	35258	0	0	64108524	COMMUNITY BANK & TRUST COMPANY OF CHEATHAM COUNTY	501 SOUTH MAIN STREET 	ASHLAND CITY	TN	37015	041	2005-08-08T16:16:33
2853349	35039	0	0	121142944	BANK OF MADERA COUNTY	40266 JUNCTION DRIVE 	OAKHURST	CA	93644	041	2005-08-08T16:16:33
2853358	35249	0	0	61119765	GWINNETT COMMUNITY BANK	2775 BUFORD HIGHWAY 	DULUTH	GA	30096	041	2005-08-08T16:16:33
2854113	35260	0	0	124384712	REPUBLIC BANK, THE	801 NORTH 500 WEST, SUITE 103 	WEST BOUNTIFUL	UT	840876829	041	2005-08-08T16:16:33
2854140	35185	0	0	22072692	GREATER BUFFALO SAVINGS BANK	2421 MAIN STREET 	BUFFALO	NY	14214	041	2005-08-08T16:16:33
2854494	35069	23801	16719	122242982	SOUTH COUNTY BANK, NATIONAL ASSOCIATION	22342-A AVENIDA EMPRESA 	RANCHO SANTA MARGARITA	CA	92688	041	2005-08-08T16:16:33
2855071	35173	23871	16918	61019771	ALLIANCE NATIONAL BANK	210-214 WEST MORRIS STREET 	DALTON	GA	30720	041	2005-08-08T16:16:33
2855156	35370	0	17610	91917047	COMMUNITY BANK CHASKA	706 WALNUT STREET 	CHASKA	MN	55318	041	2005-08-08T16:16:33
2855307	35345	0	0	72414019	DAVISON STATE BANK	8477 EAST DAVISON ROAD 	DAVISON	MI	48423	041	2005-08-08T16:16:33
2855633	35272	0	0	71926029	OAK LAWN BANK	5665 WEST 95TH STREET 	OAK LAWN	IL	60453	041	2005-08-08T16:16:33
2855866	35441	0	0	102206728	FOUR CORNERS COMMUNITY BANK	500 WEST MAIN STREET 	FARMINGTON	NM	87401	041	2005-08-08T16:16:33
2855884	35428	0	0	107006732	SUNRISE BANK OF ALBUQUERQUE	225 GOLD, S.W. 	ALBUQUERQUE	NM	87100	041	2005-08-08T16:16:33
2855893	35446	23986	0	101018933	NORTHSTAR BANK, NATIONAL ASSOCIATION	7612-B NORTHWEST PRAIRIE VIEW ROAD 	KANSAS CITY	MO	64151	041	2005-08-08T16:16:33
2855914	35309	23922	17191	53208024	LOWCOUNTRY NATIONAL BANK	36 SEA ISLAND PARKWAY 	BEAUFORT	SC	29902	041	2005-08-08T16:16:33
2855950	35288	0	17633	53112291	TRINITY BANK	310 WEST FRANKLIN STREET 	MONROE	NC	28112	041	2005-08-08T16:16:33
2855978	35422	0	17811	71926061	LEADERS BANK, THE	2001 YORK ROAD SUITE 150	OAK BROOK	IL	60523	041	2005-08-08T16:16:33
2856032	35421	0	0	122402081	BLACK MOUNTAIN COMMUNITY BANK	1700 WEST HORIZON RIDGE PKWY, SUITE 101 	HENDERSON	NV	89102	041	2005-08-08T16:16:33
2856395	35336	0	0	125108599	NCW COMMUNITY BANK	701 NORTH CHELAN AVENUE 	WENATCHEE	WA	988012026	041	2005-08-08T16:16:33
2856500	35364	0	0	51504623	CENTRA BANK, INC.	990 ELMER PRINCE DRIVE 	MORGANTOWN	WV	26505	041	2005-08-08T16:16:33
2856685	35274	23903	0	51409074	SMITH RIVER COMMUNITY BANK, NATIONAL ASSOCIATION	730 EAST CHURCH STREET, SUITE 12 	MARTINSVILLE	VA	24112	041	2005-08-08T16:16:33
2856694	35228	0	0	124084737	ESCROW BANK USA	6955 UNION PARK CENTER, SUITE 300 	MIDVALE	UT	84047	041	2005-08-08T16:16:33
2856939	35432	0	17101	104022751	FRONTIER SAVINGS BANK	940 VALLEY VIEW DRIVE P O BOX 3020	COUNCIL BLUFFS	IA	51503	041	2005-08-08T16:16:33
2857600	35333	0	17816	75917924	OAK BANK	5951 MCKEE ROAD SUITE 100	FITCHBURG	WI	53719	041	2005-08-08T16:16:33
2857794	35186	0	0	26013408	FIRST AMERICAN INTERNATIONAL BANK	5503 8TH AVENUE 	BROOKLYN	NY	11220	041	2005-08-08T16:16:33
2857806	35215	0	0	121142999	SERVICE 1ST BANK	2800 WEST MARCH LANE, SUITE 120 	STOCKTON	CA	95219	041	2005-08-08T16:16:33
2858205	35378	0	0	11110633	VALLEY BANK	4 RIVERSIDE AVENUE 	BRISTOL	CT	06010	041	2005-08-08T16:16:33
2858492	35221	0	0	83914236	FREEDOM BANK	1405 NORTH MAIN STREET 	HUNTINGBURG	IN	47542	041	2005-08-08T16:16:33
2858858	35217	23895	0	63114810	CENTURY NATIONAL BANK	65 NORTH ORANGE AVENUE 	ORLANDO	FL	32801	041	2005-08-08T16:16:33
2858960	35444	0	0	31101114	BANCORP BANK, THE	405 SILVERSIDE ROAD BUILDING3 , SUITE 105	WILMINGTON	DE	19809	041	2005-08-08T16:16:33
2859118	34844	23660	16804	63114519	FIRST NATIONAL BANK	1775 EAGLE HARBOR PARKWAY 	ORANGE PARK	FL	32073	041	2005-08-08T16:16:33
2859574	35383	23953	17188	53208037	FIRST NATIONAL BANK OF THE SOUTH	215 NORTH PINE ST 	SPARTANBURG	SC	29302	041	2005-08-08T16:16:33
2859903	35189	23880	16931	56009039	ACCESS NATIONAL BANK	14006 LEE JACKSON MEMORIAL HIGHWAY 	CHANTILLY	VA	20151	041	2005-08-08T16:16:33
2860039	35212	0	0	63114894	COMMUNITY BANK OF THE SOUTH	277 NORTH SYKES CREEK PARKWAY 	MERRITT ISLAND	FL	32953	041	2005-08-08T16:16:33
2860066	35390	0	0	61119901	FIRST BANK OF THE SOUTH	2230 RIVERSIDE PARKWAY 	LAWRENCEVILLE	GA	30043	041	2005-08-08T16:16:33
2860271	35480	0	17648	91017060	CROWN BANK	6600 FRANCE AVENUE SOUTH SUITE 125	EDINA	MN	55435	041	2005-08-08T16:16:33
2860440	35408	0	17221	67014987	ADVANTAGE BANK	741 U.S. HIGHWAY ONE 	NORTH PALM BEACH	FL	33408	041	2005-08-08T16:16:33
2860628	35484	24009	0	124303010	HEBER VALLEY NATIONAL BANK	2 SOUTH MAIN STREET 	HEBER CITY	UT	840321852	041	2005-08-08T16:16:33
2861317	35420	0	0	81518919	BRANSON BANK	1501 STATE HIGHWAY 248 	BRANSON	MO	65615	041	2005-08-08T16:16:33
2861335	35482	23916	0	0	ALLFIRST TRUST COMPANY OF PENNSYLVANIA, NATIONAL ASSOCIATION	213 MARKET STREET 	HARRISBURG	PA	17101	041	2005-08-08T16:16:33
2864729	57388	24286	0	0	UBS PAINEWEBBER TRUST COMPANY, NATIONAL ASSOCIATION	1200 HARBOR BOULEVARD 	WEEHAWKEN	NJ	07087	041	2005-08-08T16:16:33
2866255	35463	0	0	122105799	SCOTTSDALE COMMUNITY BANK	7555 EAST REDFIELD ROAD 	SCOTTSDALE	AZ	85260	041	2005-08-08T16:16:33
2866385	35403	23967	0	41215595	SKY TRUST, NATIONAL ASSOCIATION	30050 CHAGRIN BOULEVARD, SUITE 150W 	PEPPER PIKE	OH	44124	041	2005-08-08T16:16:33
2867056	35453	23994	12416	123006839	BANK OF AMERICA OREGON, NATIONAL ASSOCIATION	121 SOUTHWEST MORRISON STREET 	PORTLAND	OR	97204	041	2005-08-08T16:16:33
2867337	35361	0	0	121143037	FIVE STAR BANK	6810 FIVE STAR BOULEVARD, SUITE 100 	ROCKLIN	CA	95677	041	2005-08-08T16:16:33
2868259	35431	23983	0	71026123	BAYTREE NATIONAL BANK & TRUST CO.	9 MARKET SQUARE COURT 	LAKE FOREST	IL	60045	041	2005-08-08T16:16:33
2868352	35526	23968	0	82950563	SIMMONS FIRST TRUST COMPANY, N.A.	501 MAIN STREET 	PINE BLUFF	AR	71611	041	2005-08-08T16:16:33
2869162	35412	0	0	71926045	AMERICAN COMMUNITY BANK & TRUST	1290 LAKE AVENUE PO BOX 1720	WOODSTOCK	IL	600981720	041	2005-08-08T16:16:33
2869180	35395	0	0	71126078	COUNTRY BANK	2102 SE 3RD STREET PO BOX 9	ALEDO	IL	61231	041	2005-08-08T16:16:33
2869199	35419	0	0	71926087	PREMIER BANK	1210 CENTRAL AVENUE 	WILMETTE	IL	60091	041	2005-08-08T16:16:33
2869667	35337	0	0	42108274	TOWN SQUARE BANK INC.	9431 U.S. ROUTE 60 	ASHLAND	KY	41102	041	2005-08-08T16:16:33
2870430	35045	0	0	67014851	BRISTOL BANK	1493 SUNSET DRIVE 	CORAL GABLES	FL	33143	041	2005-08-08T16:16:33
2871099	35417	0	17418	64108553	TRISTAR BANK	719 EAST COLLEGE STREET 	DICKSON	TN	37055	041	2005-08-08T16:16:33
2871558	35033	0	0	21413388	AMERICAN COMMUNITY BANK	300 GLEN STREET 	GLEN COVE	NY	11542	041	2005-08-08T16:16:33
2872340	35338	23937	17192	61119888	NATIONAL BANK OF GEORGIA, THE	2234 WEST BROAD STREET 	ATHENS	GA	30606	041	2005-08-08T16:16:33
2872845	35355	0	16979	125108609	SOUTH SOUND BANK	400 COOPER POINT ROAD SOUTHWEST,SUITE 10 	OLYMPIA	WA	98508	041	2005-08-08T16:16:33
