"IDRSSD"	RCFD0010	RCFD1350	RCFD1395	RCFD1651	RCFD1727	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD2243	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3819	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB528	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB613	RCFDB614	RCFDB616	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB645	RCFDB646	RCFDB647	RCFDB648	RCFDB649	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB674	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCON0010	RCON1350	RCON1395	RCON1651	RCON1727	RCON1754	RCON1773	RCON2170	RCON2221	RCON2243	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3819	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	
881254																																																																																																																																																																																	544	100	0	0	0	1891	0	7211	0	0	108	0	600	7156	0	0	0	0	665	0	0	0	0	0	0	0	65	65	353	2182	42	302	4742	0	0	0.0838	0.1290	0.1164	0.0000	0.0000	0.0000	600	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	
881339																																																																																																																																																																																	2320	200	0	0	0	0	18572	98346	0	0	797	0	7150	96459	0	0	0	0	7941	0	0	0	512	13438	0	0	797	797	829	20642	22271	5561	55391	2011	0	0.0741	0.1041	0.0936	0.0000	0.0000	0.0000	7144	797	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881441																																																																																																																																																																																	1036	1248	0	0	0	13204	276	34899	0	0	113	0	5616	33739	0	0	0	0	5723	0	0	17	0	0	0	0	113	113	500	7438	5354	889	21713	0	6	0.1663	0.2210	0.2166	0.0000	0.0000	0.0000	5610	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881478																																																																																																																																																																																	22149	0	0	0	0	3546	19389	513753	0	0	5001	0	71565	507084	0	0	0	0	69563	0	0	0	469	0	0	0	5001	5001	10507	31183	73279	21779	396800	6790	0	0.1291	0.1582	0.1468	0.0000	0.0000	0.0000	64562	5001	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881544																																																																																																																																																																																	2352	2082	0	0	0	0	11630	77027	0	0	515	0	8594	77614	0	0	0	0	8977	0	0	230	0	0	0	0	515	515	594	14092	22646	1300	39993	0	0	0.1090	0.1651	0.1557	0.0000	0.0000	0.0000	8462	515	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881656																																																																																																																																																																																	2180	3300	0	0	0	0	15476	47931	0	0	500	0	6173	47023	0	0	0	0	6353	0	0	0	5	0	0	0	320	320	4528	16270	10060	250	17340	123	0	0.1283	0.2497	0.2371	0.0000	0.0000	0.0000	6033	320	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	
881777																																																																																																																																																																																	4747	0	0	0	0	0	5053	63852	0	0	612	0	4857	67101	0	0	0	0	5430	0	0	0	0	1721	0	0	574	574	3207	7106	19690	4457	34462	0	0	0.0724	0.1184	0.1059	0.0000	0.0000	0.0000	4856	574	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	
881852																																																																																																																																																																																	1144	627	0	0	0	0	4163	51459	0	0	291	0	3031	52673	0	0	0	0	3284	0	0	10	93	0	0	0	291	291	1359	10028	5179	3603	35146	0	0	0.0568	0.0825	0.0752	0.0000	0.0000	0.0000	2993	291	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881900																																																																																																																																																																																	2167	2650	0	0	0	1145	10577	50646	0	0	407	0	5187	51651	40	0	0	0	5517	0	0	0	0	3403	0	0	407	407	10280	6128	6011	1230	28503	0	0	0.0989	0.1602	0.1484	0.0000	0.0000	0.0000	5110	407	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
882130																																																																																																																																																																																	2693	5853	0	0	0	0	3214	64726	0	0	951	0	6328	66281	0	0	0	0	5189	0	0	10	0	3108	0	0	669	669	620	11263	4593	3527	47388	0	0	0.0701	0.0975	0.0849	0.0000	0.0000	0.0000	4520	669	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	
882242																																																																																																																																																																																	2855	10616	0	0	0	0	12356	68556	0	0	658	0	8156	60430	126	0	0	0	7362	0	0	0	0	5836	0	0	556	556	6824	18638	9239	2342	33163	0	0	0.1149	0.1659	0.1534				6806	556	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	
882354																																																																																																																																																																																	1220	1475	0	0	0	590	4966	22984	0	0	204	0	1956	23363	0	0	0	0	2087	0	0	0	0	0	0	0	174	174	347	7884	5086	707	9800	0	0	0.0819	0.1503	0.1377	0.0000	0.0000	0.0000	1913	174	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	
882541																																																																																																																																																																																	1791	501	0	0	0	0	6538	36758	0	0	272	0	3418	36360	0	0	0	0	3666	0	0	0	0	0	0	0	272	272	400	8302	7824	1680	20476	0	0	0.0933	0.1407	0.1302	0.0000	0.0000	0.0000	3392	272	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
882644																																																																																																																																																																																	11182	0	0	0	0	0	94336	435862	0	0	3848	0	37580	439705	0	0	0	0	40475	0	0	4495	2513	18626	0	0	3848	3848	22863	61202	71231	11716	282832	0	0	0.0833	0.1171	0.1060	0.0000	0.0000	0.0000	36627	3848	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
882671																																																																																																																																																																																	66059	12550	0	0	0	0	784004	2818051	0	0	18916	0	218048	2812701	18337	0	0	0	238524	0	0	22793	11737	196968	0	0	18916	18916	23742	579057	750552	90956	1486780	43860	0	0.0781	0.1131	0.1041	0.0000	0.0000	0.0000	219608	18916	-2979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
882701																																																																																																																																																																																	21753	5000	0	0	0	0	44547	508637	0	0	4714	0	48207	502073	0	0	0	0	50669	0	0	592	0	67621	0	0	4714	4714	2847	32202	149146	24202	326823	10934	94	0.0918	0.1146	0.1039	0.0000	0.0000	0.0000	45955	4714	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	0	
882952																																																																																																																																																																																	4153	2000	0	0	0	0	53565	161615	0	0	1068	0	18099	163227	57	0	0	0	18406	0	0	0	0	0	0	0	1068	1068	7719	48896	37679	3095	67628	591	0	0.1062	0.1912	0.1801	0.0000	0.0000	0.0000	17338	1068	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
883137																																																																																																																																																																																	8825	4019	0	0	0	0	4042	39919	0	0	235	0	3367	41921	0	0	0	0	3548	0	0	53	50	348	0	0	235	235	2523	14446	5664	2045	17467	0	0	0.0790	0.1514	0.1413	0.0000	0.0000	0.0000	3313	235	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
883351																																																																																																																																																																																	423	475	0	0	0	660	6296	22967	0	0	262	0	4208	22379	0	0	0	0	4356	0	0	0	0	0	0	0	202	202	2596	4149	2108	732	14290	0	0	0.1856	0.2703	0.2578	0.0000	0.0000	0.0000	4154	202	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	
883753																																																																																																																																																																																	3446	562	0	0	0	0	8607	21503	0	0	246	0	2616	21551	0	0	0	0	2685	0	0	157	0	0	0	0	180	180	0	8011	2025	656	11602	0	0	0.1162	0.1877	0.1751	0.0000	0.0000	0.0000	2505	180	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	
883810																																																																																																																																																																																	106662	372700	0	0	0	171567	496101	1747826	0	0	6600	0	104617	1712988	0	0	0	0	111536	0	0	2840	14160	38484	0	0	6600	6600	64061	952584	237812	107610	500288	1282	0	0.0613	0.1333	0.1254	0.0000	0.0000	0.0000	104936	6600	-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
883874																																																																																																																																																																																	31478	0	0	0	0	0	113360	535179	0	0	5389	0	47511	542546	0	0	0	0	46589	0	0	0	505	0	0	0	5080	5080	15834	129187	16460	16681	372080	16460	0	0.0771	0.1147	0.1022	0.0000	0.0000	0.0000	41509	5080	1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	
883959																																																																																																																																																																																	4037	9890	0	0	0	0	9730	113466	0	0	1464	0	9967	112160	0	0	0	0	10869	0	0	105	0	94	0	0	1124	1124	8584	14607	9279	5429	82239	0	0	0.0869	0.1214	0.1088	0.0000	0.0000	0.0000	9745	1124	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	
884059																																																																																																																																																																																	5600	16700	0	0	0	0	28898	176331	0	0	1556	0	11645	176287	0	0	0	0	12967	0	0	189	0	8916	0	0	1536	1536	16133	40755	21720	5765	99279	2176	0	0.0648	0.1056	0.0930				11431	1536	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	
884303																																																																																																																																																																																	25680	0	0	0	0	5132	244098	725028	0	0	4773	0	72630	707487	0	0	0	0	66999	0	0	2429	0	0	0	0	4773	4773	53498	210014	95294	22925	356889	0	0	0.0897	0.1492	0.1386				62226	4773	5644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884358																																																																																																																																																																																	8167	1100	0	0	0	0	66671	189217	0	0	759	0	19830	190291	0	0	0	0	19529	0	0	46	0	0	0	0	759	759	15751	105723	16220	6270	50676	0	0	0.0986	0.2442	0.2347				18770	759	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884442																																																																																																																																																																																	11778	4835	0	0	0	24082	22436	286191	0	0	2610	0	24496	283057	0	0	0	0	26790	0	0	2317	0	0	0	0	2490	2490	5527	47930	93073	9238	141947	1735	0	0.0858	0.1350	0.1219	0.0000	0.0000	0.0000	24300	2490	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	
884554																																																																																																																																																																																	4032	5090	0	0	0	0	23405	83891	0	0	648	0	8449	81207	0	0	0	0	8720	0	0	456	18	1659	0	0	648	648	992	35169	4064	1270	43937	0	0	0.0994	0.1618	0.1498	0.0000	0.0000	0.0000	8072	648	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884639																																																																																																																																																																																	8122	0	0	0	0	0	38692	205394	0	0	2149	0	15645	203086	0	0	0	0	17209	0	0	3863	1092	6391	0	0	2004	2004	2364	44921	27862	4358	131677	0	0	0.0749	0.1074	0.0949	0.0000	0.0000	0.0000	15205	2004	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	
884648																																																																																																																																																																																	3697	4725	0	0	0	0	4331	148812	0	0	1174	0	11342	142934	0	0	0	0	11901	0	0	132	0	480	0	0	1174	1174	2693	11957	35989	6068	98727	0	0	0.0753	0.0996	0.0898	0.0000	0.0000	0.0000	10727	1174	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884657																																																																																																																																																																																	1730	1349	0	0	0	1364	3686	29961	0	0	166	0	2749	29666	0	0	0	0	2881	0	0	0	0	0	0	0	166	166	924	7883	4244	1348	17015	0	0	0.0915	0.1391	0.1311	0.0000	0.0000	0.0000	2715	166	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885001																																																																																																																																																																																	14343	2825	0	0	0	9779	12869	401517	29	0	4637	0	67461	389652	0	0	0	0	32323	0	0	467	0	0	0	0	2835	2864	11778	31644	214071	10825	112953	14469	0	0.0838	0.1437	0.1309	0.0000	0.0000	0.0000	29459	2864	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1802	
885225																																																																																																																																																																																	11209	500	0	0	0	11797	30481	179674	0	0	1293	0	15587	175161	0	0	0	0	15097	0	0	0	1184	0	0	0	1293	1293	10211	43402	34372	6743	91159	0	0	0.0796	0.1284	0.1174	0.0000	0.0000	0.0000	13804	1293	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885252																																																																																																																																																																																	1338	4720	0	0	0	0	3528	26043	0	0	369	0	2895	26072	10	0	0	0	3089	0	0	0	0	278	0	0	209	209	3950	6042	2022	939	14375	0	0	0.1105	0.1865	0.1738	0.0000	0.0000	0.0000	2880	209	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	
885337																																																																																																																																																																																	57374	54200	0	0	0	96529	306455	1113056	0	0	6211	0	100774	1066786	0	0	0	0	100990	0	0	1401	13534	0	0	0	6211	6211	30780	447078	86849	28187	547699	2731	0	0.0892	0.1466	0.1376	0.0000	0.0000	0.0000	94779	6211	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885430																																																																																																																																																																																	6924	18900	0	0	0	32306	60402	221962	0	0	1480	0	33813	218190	0	0	0	0	34994	0	0	321	0	10440	0	0	1480	1480	28174	88925	979	6573	104910	0	0	0.1536	0.2719	0.2604	0.0000	0.0000	0.0000	33514	1480	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885458																																																																																																																																																																																	5906	1475	0	0	0	1863	40963	98123	0	0	881	0	11003	100306	0	0	0	0	9290	0	0	91	0	903	0	0	657	657	2179	47594	8274	3276	38372	0	0	0.0878	0.1774	0.1649				8633	657	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	
885515																																																																																																																																																																																	11156	0	0	0	0	0	80677	329277	0	0	3232	0	24754	291937	0	0	0	0	26675	0	0	151	1353	14834	0	0	2866	2866	3664	85506	75871	15285	166279	246	0	0.0817	0.1164	0.1039	0.0000	0.0000	0.0000	23809	2866	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	
885579																																																																																																																																																																																	3663	0	0	0	0	577	26	14438	0	0	103	0	2369	14461	0	0	0	0	2451	0	0	0	0	0	0	0	82	82	0	4056	9418	140	1067	0	0	0.1638	0.3721	0.3596	0.0000	0.0000	0.0000	2369	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885869																																																																																																																																																																																	17246	8150	0	0	0	3082	81909	266854	0	0	1614	0	23377	265694	0	0	0	0	20397	0	0	53	0	0	0	0	1538	1538	24111	113642	51878	8250	74352	16123	0	0.0722	0.1659	0.1534	0.0000	0.0000	0.0000	18859	1538	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	
886044																																																																																																																																																																																	473	0	0	0	0	5781	0	17526	0	0	192	0	1830	17442	0	0	0	0	2000	0	0	0	0	0	0	0	170	170	1167	3009	1044	469	12498	0	0	0.1049	0.1471	0.1346				1830	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	
886053																																																																																																																																																																																	1213	14402	0	0	0	0	8535	73410	0	0	516	0	7216	73289	0	0	0	0	7522	0	0	0	0	0	0	0	516	516	2385	21446	22546	3195	27230	0	0	0.0956	0.1758	0.1637	0.0000	0.0000	0.0000	7006	516	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
886204																																																																																																																																																																																	17711	33	0	0	0	64999	304150	760979	0	0	2029	0	61190	748832	0	0	0	0	61319	0	0	349	0	460	0	0	2029	2029	93932	281171	279564	25047	106447	0	0	0.0792	0.2023	0.1956	0.0000	0.0000	0.0000	59290	2029	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
886343																																																																																																																																																																																	18364	12850	0	0	0	30522	51659	433152	0	0	4780	0	43452	433040	0	0	0	0	45088	0	0	41	55	9518	0	0	3382	3382	31893	74576	157526	9145	172191	0	0	0.0965	0.1674	0.1549	0.0000	0.0000	0.0000	41706	3382	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1398	
886624																																																																																																																																																																																	3872	157	0	0	0	2268	30034	153824	0	0	1643	0	12762	153083	0	0	0	0	13932	0	0	167	169	0	0	0	1239	1239	6453	25943	58555	5047	64402	220	0	0.0829	0.1411	0.1286				12693	1239	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	
887247																																																																																																																																																																																	836	1060	0	0	0	671	22239	66631	0	0	406	0	6172	65815	0	0	0	0	6365	0	0	110	0	0	0	0	406	406	249	28707	9128	2583	28733	0	0	0.0905	0.1624	0.1520	0.0000	0.0000	0.0000	5959	406	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
887340																																																																																																																																																																																	3996	1775	0	0	0	2354	39951	192203	0	0	1174	0	18494	194184	0	0	0	0	15052	0	0	69	0	5516	0	0	1174	1174	6657	40800	42700	7240	98406	135	0	0.0731	0.1154	0.1064	0.0000	0.0000	0.0000	13878	1174	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
887555																																																																																																																																																																																	794	2500	0	0	0	148	12441	34514	0	0	528	0	3944	33519	0	0	0	0	4212	0	0	0	0	0	0	0	281	281	807	13555	1721	636	18938	0	0	0.1173	0.1892	0.1766	0.0000	0.0000	0.0000	3931	281	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	
887827																																																																																																																																																																																	743	1295	0	0	0	14160	1146	43959	0	0	197	0	7742	44234	0	0	0	0	7938	0	0	0	0	1460	0	0	197	197	443	17584	9473	422	16655	0	0	0.1750	0.3108	0.3031	0.0000	0.0000	0.0000	7741	197	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
887854																																																																																																																																																																																	786	1915	0	0	0	2793	3839	22212	0	0	150	0	3077	22471	0	0	0	0	3170	0	0	70	0	0	0	0	150	150	6	7290	0	407	15009	0	0	0.1344	0.1917	0.1826	0.0000	0.0000	0.0000	3020	150	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888002																																																																																																																																																																																	57069	72112	0	0	0	0	1135340	2500749	0	0	10771	0	192093	2412031	0	0	0	0	201731	0	0	2566	0	88964	0	0	10771	10771	67819	762433	954088	65461	726263	345	0	0.0792	0.1449	0.1372	0.0000	0.0000	0.0000	190960	10771	-222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1073	0	
888141																																																																																																																																																																																	5508	9500	0	0	0	17548	75056	155777	0	0	265	0	17841	156023	0	0	0	0	17731	0	0	94	0	0	0	0	265	265	2647	101725	24512	1993	26560	0	0	0.1119	0.2992	0.2948	0.0000	0.0000	0.0000	17466	265	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888253																																																																																																																																																																																	7750	4010	0	0	0	1095	57176	149843	0	0	773	0	11324	150879	0	0	0	0	11004	0	0	0	25	203	0	0	773	773	10459	56012	11785	5970	71267	0	0	0.0678	0.1244	0.1158	0.0000	0.0000	0.0000	10231	773	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888552																																																																																																																																																																																	5329	4777	0	0	0	2631	27089	103784	0	0	667	0	9724	102431	155	0	0	0	10232	0	0	0	0	0	0	0	667	667	3747	35111	8243	2655	57110	0	0	0.0934	0.1498	0.1401	0.0000	0.0000	0.0000	9565	667	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888758																																																																																																																																																																																	17093	32250	0	0	0	23221	4114	562931	0	0	5490	0	49808	553812	0	0	0	0	46424	0	0	3602	5339	59280	0	0	5382	5382	18328	156119	24783	17179	360425	9315	0	0.0753	0.1079	0.0953	0.0000	0.0000	0.0000	41042	5382	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	
888833																																																																																																																																																																																	13465	23776	0	0	0	0	46077	233724	0	0	1810	0	21271	228569	0	0	0	0	22263	0	0	0	307	4705	0	0	1810	1810	4771	56804	48830	10368	124182	0	0	0.0897	0.1370	0.1259	0.0000	0.0000	0.0000	20453	1810	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888954																																																																																																																																																																																	1788	2880	0	0	0	5129	1221	25673	0	0	135	0	2085	25603	0	0	0	0	2077	0	0	0	0	130	0	0	135	135	1686	10010	3172	1780	10797	0	121	0.0762	0.1437	0.1344	0.0000	0.0000	0.0000	1942	135	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
889036																																																																																																																																																																																	25676	16393	0	0	0	28452	116216	546758	0	0	3952	0	44384	547891	249	0	0	0	47632	0	0	2624	1821	12253	0	0	3952	3952	48619	141556	21636	18896	338899	0	0	0.0797	0.1238	0.1136				43680	3952	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
889456																																																																																																																																																																																	1321	1725	0	0	0	1218	1631	55436	0	0	640	0	5605	54675	0	0	0	0	6188	0	0	104	0	3973	0	0	618	618	453	5737	7244	2378	42608	0	0	0.1019	0.1251	0.1126	0.0000	0.0000	0.0000	5570	618	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	
889652																																																																																																																																																																																	640	2250	0	0	0	0	8473	50094	0	0	505	0	4725	51186	0	0	0	0	5050	0	0	10	0	2848	0	0	503	503	4355	7075	942	1853	38036	0	0	0.0888	0.1221	0.1099	0.0000	0.0000	0.0000	4547	503	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
889755																																																																																																																																																																																	2380	0	0	0	0	1235	15173	80450	0	0	577	0	6664	79716	0	0	0	0	7101	0	0	308	0	515	0	0	577	577	986	17490	25211	4944	37128	0	0	0.0818	0.1320	0.1213	0.0000	0.0000	0.0000	6524	577	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
890050																																																																																																																																																																																	5448	11200	0	0	0	0	87738	163736	0	0	1055	0	18798	162757	0	0	0	0	18858	0	0	0	908	0	0	0	926	926	22383	79324	8422	2285	53796	1551	0	0.1102	0.2549	0.2424	0.0000	0.0000	0.0000	17932	926	866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	
890603																																																																																																																																																																																	2550	2380	0	0	0	0	4791	81797	525	0	439	0	8748	79473	0	0	0	0	8980	0	0	0	0	0	0	0	439	964	1956	6441	55065	921	18099	0	0	0.1009	0.1914	0.1708	0.0000	0.0000	0.0000	8016	964	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
890649																																																																																																																																																																																	1074	4612	0	0	0	5440	2237	54944	0	0	515	0	7256	54590	0	0	0	0	7651	0	0	450	0	0	0	0	423	423	1344	11566	22894	1414	19610	0	0	0.1324	0.2268	0.2143	0.0000	0.0000	0.0000	7228	423	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	
890742																																																																																																																																																																																	13612	0	0	0	0	0	233008	429128	0	0	1807	0	33279	412877	0	0	0	0	23076	0	0	371	0	2536	0	0	1807	1807	105597	137970	61456	9165	112788	0	0	0.0528	0.1336	0.1231	0.0000	0.0000	0.0000	21269	1807	2160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
890957																																																																																																																																																																																	961	600	0	0	0	9328	536	39982	0	0	327	0	3824	40390	0	0	0	0	4151	0	0	0	230	422	0	0	327	327	840	5794	0	1730	33674	0	0	0.0947	0.1181	0.1088	0.0000	0.0000	0.0000	3824	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
891226																																																																																																																																																																																	3819	9256	0	0	0	4375	21730	116296	0	0	957	0	12880	114340	0	0	0	0	13736	0	0	126	386	2436	0	0	923	923	5239	33566	25348	4540	52991	0	0	0.1121	0.1860	0.1735	0.0000	0.0000	0.0000	12813	923	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	
891253																																																																																																																																																																																	1474	13500	0	0	0	43772	2018	71757	0	0	253	0	10882	71623	0	0	0	0	11134	0	0	43	0	1936	0	0	253	253	1	56598	1266	1247	14143	0	0	0.1519	0.4107	0.4014	0.0000	0.0000	0.0000	10881	253	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
891721																																																																																																																																																																																	2908	5159	0	0	0	11284	1661	75953	0	0	397	0	5971	74503	0	0	0	0	6333	0	0	0	0	231	0	0	397	397	1598	13867	26496	2409	34328	0	0	0.0801	0.1258	0.1179	0.0000	0.0000	0.0000	5936	397	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
892205																																																																																																																																																																																	18418	5	0	0	0	58923	145781	671619	311	0	3338	0	46935	673332	0	0	0	0	49303	0	0	200	1257	9396	0	0	3570	3993	23248	149150	203983	21827	296557	0	0	0.0673	0.1143	0.1050	0.0000	0.0000	0.0000	45310	3993	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
